Title,Artist,Year
County Fair,Joe Walsh,1974
Court & Spark,Joni Mitchell,1974
Crash Course In Brain Surgery,Budgie,1974
Creepin',Stevie Wonder,1974
Crime Of The Century,Supertramp,1974
Cuckoo Cocoon,Genesis,1974
Dance Little Sister,The Rolling Stones,1974
Dancing Machine,Jackson 5,1974
Danger Man,David Bromberg,1974
Dark Horse,George Harrison,1974
Dark Lady,Cher,1974
Day By Day,Godspell Cast,1974
Day Of The Eagle,Robin Trower,1974
Detroit Breakdown,The J. Geils Band,1974
Deuce,Kiss,1974
Deuce,Kiss,1974
Diamond Dogs,David Bowie,1974
Diamonds On My Windshield (Looking For),Tom Waits,1974
"Ding Dong, Ding Dong",George Harrison,1974
Do It ('til Your Satisfied),B. T. Express,1974
Don't Ask Me No Questions,Lynyrd Skynyrd,1974
Don't Eat The Yellow Snow,Frank Zappa,1974
Don't Go Breaking My Heart,Elton John,1974
Don't Let The Sun Go Down On Me,Elton John,1974
Down To You,Joni Mitchell,1974
Down Where The Drunkards Roll,Richard & Linda Thompson,1974
Dreamer,Supertramp,1974
Drunk On The Moon,Tom Waits,1974
East St. Louis Toodle-Oo,Steely Dan,1974
Easy Now,Hot Tuna,1974
Emma,Hot Chocolate,1974
Expansions,Lonnie Liston Smith,1974
Express,B. T. Express,1974
Fallin' In Love,The Souther-Hillman-Furay Band,1974
Fantasy Satisfier,Spooky Tooth,1974
Far East Man,George Harrison,1974
Father To Son,Queen,1974
Fear Is A Man's Best Friend,John Cale,1974
Feelings,Morris Albert,1974
Fingerprint File,The Rolling Stones,1974
Fire,Ohio Players,1974
For A Dancer,Jackson Browne,1974
For The Turnstiles,Neil Young,1974
Forever Young,Bob Dylan,1974
Fountain Of Sorrow,Jackson Browne,1974
Fourty Days,Billy Brooks,1974
Foxy Foxy,Mott The Hoople,1974
Free Man In Paris,Joni Mitchell,1974
From A Whisper To A Scream,Robert Palmer,1974
Fundamentally Yours,Stackridge,1974
Funky President,James Brown,1974
Funny How Love Is,Queen,1974
Future Shock,The Hello People,1974
Get Out Of Denver,Bob Seger,1974
Get Ready,Eric Clapton,1974
Get Ready For The Get Down,Willie Hutch,1974
Give Me Strength,Eric Clapton,1974
"Going, Going, Gone",Bob Dylan,1974
Good Day In Hell,The Eagles,1974
Got The Love,Average White Band,1974
Growing Up And I'm Fine,Mick Ronson,1974
Guilty,Randy Newman,1974
Hair,Graham Central Station,1974
Haven't Got Time For The Pain,Carly Simon,1974
Heaven Is A Zillion Light Years Away,Stevie Wonder,1974
Help Me,Joni Mitchell,1974
Help Me Thru The Night,Joe Walsh,1974
Help Yourself,The Undisputed Truth,1974
Heroes Are Hard To Find,Fleetwood Mac,1974
Hey Pocky Way,The Meters,1974
Higher Plane,Kool & The Gang,1974
Hooked On A Feeling,Blue Swede,1974
How Does It Feel?,Slade,1974
I Can Feel The Fire,Ron Wood,1974
I Can Help,Billy Swan,1974
I Can't Hold Out,Eric Clapton,1974
I Feel A Song (In My Heart),Gladys Knight & the Pips,1974
I Get Lifted,George McCrae,1974
I Honestly Love You,Olivia Newton-John,1974
I See The Light,Hot Tuna,1974
I Shot The Sheriff,Eric Clapton,1974
I Think You Know,Todd Rundgren,1974
I Want To See The Bright Lights Tonight,Richard Thompson,1974
If Walls Could Talk,Ry Cooder,1974
If You Can't Rock Me,The Rolling Stones,1974
If You Really Want To Be My Friend,The Rolling Stones,1974
In For The Kill,Budgie,1974
In My Hour Of Darkness,Gram Parsons,1974
In The Mood,Rush,1974
Inspiration Information,Shuggie Otis,1974
Is It A Star,Hall & Oates,1974
It Ain't No Use,The Meters,1974
It's All Over Now,Ry Cooder,1974
It's Only Rock'n Roll (But I Like It),The Rolling Stones,1974
Izzat Love?,Todd Rundgren,1974
I'm A Changed Man (Finally Got Myself Together),The Impressions,1974
I'm A Ramblin' Man,Waylon Jennings,1974
I'm In Love,Aretha Franklin,1974
I'm In Love With A Girl,Big Star,1974
Jackie Blue,Ozark Mountain Daredevils,1974
James Dean,The Eagles,1974
Junior's Farm,Paul McCartney,1974
Just Don't Want To Be Lonely,The Main Ingredient,1974
Just Kissed My Baby,The Meters,1974
Just Like This Train,Joni Mitchell,1974
Kansas City,David Bromberg,1974
Keep On Smilin',Wet Willie,1974
Killer Queen,Queen,1974
Lady Love,Robin Trower,1974
Lady Marmalade,Labelle,1974
Late For The Sky,Jackson Browne,1974
Laughter in the Rain,Neil Sedaka,1974
Leaving Green Sleeves,Leonard Cohen,1974
Let It Grow,Eric Clapton,1974
Life Is A Rock (But The Radio Rolled Me),Reunion,1974
Light Of Love,T Rex,1974
Little Bit Of Sympathy,Robin Trower,1974
Lively Up Yourself,Bob Marley & The Wailers,1974
Living On Your Own,Budgie,1974
Loose Booty,Sly & The Family Stone,1974
Louisiana 1927,Randy Newman,1974
Love Hurts,Gram Parsons,1974
Luxury,The Rolling Stones,1974
Machine Gun,The Commodores,1974
Mainline Florida,Eric Clapton,1974
Many Rivers To Cross,Harry Nilsson,1974
Marie,Randy Newman,1974
Mess Around,Professor Longhair,1974
Mexican Divorce,Ry Cooder,1974
Mirage,Santana,1974
Mockingbird,Carly Simon & James Taylor,1974
Most Likely You Go Your Way (and I'll Go Mine),Bob Dylan And The Band,1974
Mos' Scocious,Dr. John,1974
Motherless Children,Eric Clapton,1974
Motion Pictures,Neil Young,1974
Movin' On,Bad Company,1974
Mr. Brown,African Music Machine,1974
Music,Cat Stevens,1974
My Thang,James Brown,1974
My Thang,James Brown,1974
Mysterious Traveller,Weather Report,1974
Nautilus,Bob James,1974
Never Turn Your Back on Mother Earth,Sparks,1974
New Coat of Paint,Tom Waits,1974
No Woman No Cry,Bob Marley & The Wailers,1974
No-No Song,Ringo Starr,1974
Nobody Loves You (When You're Down And Out),John Lennon,1974
Nothing From Nothing,Billy Preston,1974
O My Soul,Big Star,1974
Old Dirt Road,John Lennon,1974
Ol' 55,The Eagles,1974
On A Night Like This,Bob Dylan,1974
On The Beach,Neil Young,1974
On The Border,The Eagles,1974
Once You Get Started,Rufus,1974
Ooh Las Vegas,Gram Parsons,1974
Out Of The Blue,Roxy Music,1974
Palm Grease,Herbie Hancock,1974
Papa Don't Make No Mess,James Brown,1974
Part Of The Plan,Dan Fogelberg,1974
People's Parties,Joni Mitchell,1974
Persephone,Wishbone Ash,1974
Person To Person,Average White Band,1974
Pick Up The Pieces,Average White Band,1974
Please Be With Me,Eric Clapton,1974
Ponta De Areia,Wayne Shorter,1974
Pretzel Logic,Steely Dan,1974
Raised On Robbery,Joni Mitchell,1974
Ready,Cat Stevens,1974
Ready For Love,Bad Company,1974
Rebel Music,Bob Marley & The Wailers,1974
Rebel Rebel,David Bowie,1974
Red,King Crimson,1974
Rednecks,Randy Newman,1974
Release Yourself,Graham Central Station,1974
Return Of The Grievous Angel,Gram Parsons,1974
Revolution Blues,Neil Young,1974
Ride The Tiger,Jefferson Starship,1974
Rikki Don't Lose That Number,Steely Dan,1974
"Rock and Roll, Hoochie Koo",Rick Derringer,1974
"Rock Is My Life, And This Is My Song",Bachman-Turner Overdrive,1974
Rock Your Baby,George McCrae,1974
Rock 'N Roll With Me,David Bowie,1974
Roll Away The Stone,Mott The Hoople,1974
Roll On Down The Highway,Bachman-Turner Overdrive,1974
Roller Derby Queen,Jim Croce,1974
Run With The Pack,Bad Company,1974
Sailing Shoes/Hey Julia/Sneakin' Sally Through The Alley,Robert Palmer,1974
Sally Can't Dance,Lou Reed,1974
Same Situation,Joni Mitchell,1974
San Diego Serenade,Tom Waits,1974
Scarlet Begonias,Grateful Dead,1974
School,Supertramp,1974
Screaming Through December,Hall & Oates,1974
See The Sky About To Rain,Neil Young,1974
She's Gone,Tavares,1974
Ship Of Fools,Grateful Dead,1974
Shoeshine Boy,Eddie Kendricks,1974
Skin Tight,Ohio Players,1974
Smelly Tongues,The Residents,1974
Some Kind Of Wonderful,Grand Funk Railroad,1974
Some Misunderstanding,Gene Clark,1974
Somebody's Watching You,Rufus,1974
