Title,Artist,Year
Citizen Kane,The Byrds,1971
City Of New Orleans,Steve Goodman,1971
Coconut,Harry Nilsson,1971
Come Down In Time,Elton John,1971
Country Comfort,Elton John,1971
Cripple Creek,Leo Kottke,1971
Crippled Inside,John Lennon,1971
Cross-eyed Mary,Jethro Tull,1971
Cry Baby,Janis Joplin,1971
Crystal Closet Queen,Leon Russell,1971
Day After Day,Badfinger,1971
Dead Flowers,The Rolling Stones,1971
Death May Be Your Santa Claus,Mott The Hoople,1971
Did You Go Downtown,Joy Of Cooking,1971
Dirty Business,New Riders Of The Purple Sage,1971
Dirty Dirty,Crazy Horse,1971
Disney Girls (1957),The Beach Boys,1971
Do The Do,Howlin' Wolf,1971
Do Ya,The Move,1971
Do You Know What I Mean,Lee Michaels,1971
Do Your Thing,Isaac Hayes,1971
Don't Knock My Love (Part 1),Wilson Pickett,1971
Don't Let It Bring You Down,Crosby Stills Nash & Young,1971
Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",1971
Don't Try To Lay No Boogie Woogie (On The King Of Rock & Roll),Long John Baldry,1971
Down By The Lazy River,The Osmonds,1971
Downtown,Crazy Horse,1971
Early In The Morning,Harry Nilsson,1971
Echoes,Pink Floyd,1971
Ecology Song,Stephen Stills,1971
Every Picture Tells A Story,Rod Stewart,1971
Everything's Coming Our Way,Santana,1971
Fallin' Rain,Link Wray,1971
Family Affair,Sly & The Family Stone,1971
Famous Blue Raincoat,Leonard Cohen,1971
Fearless,Pink Floyd,1971
Feel Flows,The Beach Boys,1971
Find The Cost of Freedom,Crosby Stills Nash & Young,1971
Flyin' High (In The Friendly Sky),Marvin Gaye,1971
Footstompin' Music,Grand Funk Railroad,1971
Four Sticks,Led Zeppelin,1971
Funky,Chambers Brothers,1971
Funky Music Sho' Nuff Turns Me On,Edwin Starr,1971
Funky Nassau,The Beginning Of The End,1971
Future Games,Fleetwood Mac,1971
Get Down,Curtis Mayfield,1971
Get Down,War,1971
Get It While You Can,Janis Joplin,1971
Get Up & Get Down,The Dramatics,1971
Get Up I Feel Like Being A Sex Machine,James Brown,1971
Gettin' In Tune,The Who,1971
Gimme Dat Ding,The Pipkins,1971
Gimme Some Truth,John Lennon,1971
Go Away Little Girl,Donny Osmond,1971
God Is Love,Marvin Gaye,1971
Going Down,Freddie King,1971
Going Mobile,The Who,1971
Going To California,Led Zeppelin,1971
Golf Girl,Caravan,1971
Gone Dead Train,Crazy Horse,1971
Good Love,Isaac Hayes,1971
Gotta Get Up,Harry Nilsson,1971
Grandma's Hands,Bill Withers,1971
Groove Me,King Floyd,1971
"Gypsys, Tramps & Thieves",Cher,1971
Had Me A Real Good Time,Faces,1971
Half Moon,Janis Joplin,1971
Happy Together,Frank Zappa & The Mothers,1971
Have You Seen Her,The Chi-Lites,1971
Heart Of The Country,Paul McCartney,1971
Heart Of The Sunrise,Yes,1971
Heavy Makes You Happy (sha-na-boom Boom),The Staple Singers,1971
Hello Darlin',Conway Twitty,1971
Hello In There,John Prine,1971
Henry,New Riders Of The Purple Sage,1971
Here Comes The Sun,Richie Havens,1971
Hey Big Brother,Rare Earth,1971
"Hey Mister, That's Me Up On The Jukebox",James Taylor,1971
He's Gonna Step On You Again,John Kongos,1971
Hidden Treasure,Traffic,1971
Hit It And Quit It,Funkadelic,1971
Holiday Inn,Elton John,1971
Home Again,Carole King,1971
Honky Tonk Women,Elton John,1971
Horse With No Name,America,1971
Hot Love,T Rex,1971
Hot Pants,James Brown,1971
Hot Rod Lincoln,Commander Cody & His Lost Planet Airmen,1971
How Can I Tell You,Cat Stevens,1971
How Can You Mend A Broken Heart,Bee Gees,1971
How Do You Sleep?,John Lennon,1971
How?,John Lennon,1971
I Am Woman,Helen Reddy,1971
I Am... I Said,Neil Diamond,1971
I Don't Know You,New Riders Of The Purple Sage,1971
I Don't Need No Doctor,Humble Pie,1971
I Don't Want To Talk About It,Crazy Horse,1971
I Feel The Earth Move,Carole King,1971
I Just Want To Celebrate,Rare Earth,1971
If I Were Your Woman,Gladys Knight & the Pips,1971
If You Really Love Me,Stevie Wonder,1971
Illegal Smile,John Prine,1971
Imagine,John Lennon,1971
In The Land Of Grey And Pink,Caravan,1971
In The Rain,The Dramatics,1971
Indian Reservation (The Lament Of The Cherokee Reservation Indian),Paul Revere & The Raiders,1971
Indian Summer,Audience,1971
Inner City Blues,Marvin Gaye,1971
It's Alright,Hound Dog Taylor And The Houserockers,1971
I'd Like To Teach The World To Sing (in Perfect Harmony),The New Seekers,1971
I'd Love To Change The World,Ten Years After,1971
I'm Eighteen,Alice Cooper,1971
I'm Tore Down,Freddie King,1971
I've Seen All Good People,Yes,1971
Jealous Guy,John Lennon,1971
Jeepster,T Rex,1971
Johnny B Goode,Grateful Dead,1971
Jump Into The Fire,Harry Nilsson,1971
June Bug,Leo Kottke,1971
Just Like A Baby,Sly & The Family Stone,1971
Just Like A Woman,Bob Dylan,1971
Just My Imagination (Running Away With Me),The Temptations,1971
Keep On Keepin' On,Curtis Mayfield,1971
Keep Playin That Rock N Roll,Edgar Winter,1971
Kill City,Iggy Pop & James Williamson,1971
Kooks,David Bowie,1971
L. A. Woman,The Doors,1971
Ladies Of The Road,King Crimson,1971
Late November,Sandy Denny,1971
Laundromat,Rory Gallagher,1971
Learn How To Boogie,Leon Russell & Marc Benno,1971
Let The Good Times Roll,Harry Nilsson,1971
Levon,Elton John,1971
Life Is A Carnival,The Band,1971
Life On Mars?,David Bowie,1971
Life's A Gas,T Rex,1971
Life's A Long Song,Jethro Tull,1971
Light Up Or Leave Me Alone,Traffic,1971
Little Green,Joni Mitchell,1971
Locomotive Breath,Jethro Tull,1971
Long Ago And Far Away,James Taylor,1971
Long Cool Woman (In a Black Dress),The Hollies,1971
Long Distance Runaround,Yes,1971
Long Promised Road,The Beach Boys,1971
Looking For A Love,The J. Geils Band,1971
Love Ain't For Keeping,The Who,1971
Love Has Brought Me Around,James Taylor,1971
Love Her Madly,The Doors,1971
Love Song,Elton John,1971
Love Song,Elton John,1971
Love The One You're With,The Isley Brothers,1971
Low Spark Of High-heeled Boys,Traffic,1971
Lowdown,Chicago,1971
Luv N' Haight,Sly & The Family Stone,1971
Madman Across The Water,Elton John,1971
Maggie May,Rod Stewart,1971
Mambo Sun,T Rex,1971
Mandolin Wind,Rod Stewart,1971
Me And Bobby McGee,Janis Joplin,1971
Me And My Arrow,Harry Nilsson,1971
Meeting Of The Spirits,Mahavishnu Orchestra,1971
Mercedes Benz,Janis Joplin,1971
Mercy Mercy Me (The Ecology),Marvin Gaye,1971
Midnight Man,James Gang,1971
Miss Judy's Farm,Faces,1971
Misty Mountain Hop,Led Zeppelin,1971
Moanin' And Groanin',Bill Withers,1971
Moment To Moment,Freddie Hubbard,1971
Moonlight Mile,The Rolling Stones,1971
Moonshadow,Cat Stevens,1971
Morning Has Broken,Cat Stevens,1971
Morning Rain,Fleetwood Mac,1971
Mother Goose,Jethro Tull,1971
Move Over,Janis Joplin,1971
Mr. Big Stuff,Jean Knight,1971
Mud Slide Slim,James Taylor,1971
Music Is Love,David Crosby,1971
Music Is Love,David Crosby,1971
My Father's Gun,Elton John,1971
My Old Man,Joni Mitchell,1971
My Wife,The Who,1971
Na Na Hey Hey Kiss Him Goodbye,The Pioneers,1971
Nantucket Sleighride (To Owen Coffin),Mountain,1971
Never Can Say Goodbye,Isaac Hayes,1971
Never Can Say Goodbye,Jackson 5,1971
Never Ending Song Of Love,Delaney & Bonnie & Friends,1971
Nine Feet Underground,Caravan,1971
Oh My Love,John Lennon,1971
Oh Yeah,Can,1971
Oh Yoko!,John Lennon,1971
Oh! You Pretty Things,David Bowie,1971
Ohio,Crosby Stills Nash & Young,1971
Ohio / Machine Gun,The Isley Brothers,1971
One Of These Days,Pink Floyd,1971
Paradise,John Prine,1971
Peace Train,Cat Stevens,1971
Perpetual Change,Yes,1971
Poet,Sly & The Family Stone,1971
Poor Mohammed,Procol Harum,1971
Power Failure,Procol Harum,1971
Pretty As You Feel,Jefferson Airplane,1971
Pretty Good,John Prine,1971
Pretty Good,John Prine,1971
Puppets,Curved Air,1971
Queen Bitch,David Bowie,1971
Questions,Bang,1971
Riders On The Storm,The Doors,1971
Right On,Marvin Gaye,1971
Rip Off,T Rex,1971
Rock And Roll,Led Zeppelin,1971
Rock And Roll Stew,Traffic,1971
Rock On,T Rex,1971
Romeo & The Lonely Girl,Ernie Graham,1971
Roundabout,Yes,1971
Sam Stone,John Prine,1971
San Tropez,Pink Floyd,1971
Sandman,America,1971
Sands of Time,Fleetwood Mac,1971
Save The Children,Marvin Gaye,1971
Scorpio,Dennis Coffey,1971
She's Got A Way,Billy Joel,1971
She's Not Just Another Woman,The 8th Day,1971
Since I Fell For You,Bonnie Raitt,1971
Six Days On The Road,The Flying Burrito Brothers,1971
Slippin' Into Darkness,War,1971
Smackwater Jack,Carole King,1971
Smackwater Jack,Quincy Jones,1971
Smile Away,Paul & Linda McCartney,1971
Smiling Faces Sometimes,The Undisputed Truth,1971
So Far Away,Carole King,1971
Something On Your Mind,Karen Dalton,1971
Song For Bob Dylan,David Bowie,1971
Spanish Pipedream,John Prine,1971
Stairway To Heaven,Led Zeppelin,1971
Starship Trooper,Yes,1971
Statesboro Blues,The Allman Brothers,1971
Stay With Me,Faces,1971
Stick-Up,The Honey Cone,1971
Stormy Monday,The Allman Brothers,1971
Stranger In A Strange Land,Leon Russell,1971
Student Demonstration Time,The Beach Boys,1971
