Artist,Title,Air Time
The Smiths,Heaven Knows I'm Miserable Now,2020-12-13 09:28:00
Aretha Franklin,Chain Of Fools,2020-12-13 09:26:00
John Coltrane,Blue Train,2020-12-13 09:13:00
The Velvet Underground,Oh Sweet Nuthin',2020-12-13 09:04:00
Warren Zevon,The French Inhaler,2020-12-13 09:00:00
The Spencer Davis Group,Gimme Some Lovin',2020-12-13 08:57:00
The Kinks,Better Things,2020-12-13 08:54:00
Simon & Garfunkel,Kathy's Song,2020-12-13 08:49:00
The Beatles,Eight Days A Week,2020-12-13 08:47:00
Radiohead,Reckoner,2020-12-13 08:42:00
Robin Trower,Bridge Of Sighs,2020-12-13 08:35:00
Funkadelic,One Nation Under A Groove,2020-12-13 08:28:00
The Clash,The Guns Of Brixton,2020-12-13 08:23:00
David Bowie,Blackstar,2020-12-13 08:13:00
Buddy Holly,Not Fade Away,2020-12-13 08:09:00
Jackson Browne,The Load Out / Stay,2020-12-13 08:00:00
The Avett Brothers,Laundry Room,2020-12-13 07:55:00
Erykah Badu,On & On,2020-12-13 07:51:00
Dolly Parton,Coat of Many Colors,2020-12-13 07:47:00
Spoon,The Underdog,2020-12-13 07:43:00
The Monkees,Randy Scouse Git,2020-12-13 07:40:00
Chris Isaak,Wicked Game,2020-12-13 07:36:00
Tori Amos,Cornflake Girl,2020-12-13 07:30:00
Nina Simone,I Put A Spell On You,2020-12-13 07:28:00
The Rolling Stones,Waiting On A Friend,2020-12-13 07:23:00
The Rolling Stones,Street Fighting Man,2020-12-13 07:20:00
Elvis Presley,In The Ghetto,2020-12-13 07:16:00
Richie Havens,Freedom,2020-12-13 07:10:00
Billie Holiday,God Bless The Child,2020-12-13 07:04:00
The Thompson Twins,Hold Me Now,2020-12-13 07:00:00
Mayer Hawthorne,Just Ain't Gonna Work Out,2020-12-13 06:57:00
Patsy Cline,I Fall To Pieces,2020-12-13 06:54:00
Van Morrison,Jackie Wilson Said (I'm In Heaven When You Smile),2020-12-13 06:50:00
Black Pumas,Black Moon Rising,2020-12-13 06:46:00
The Cure,Boys Don't Cry,2020-12-13 06:43:00
Free,All Right Now,2020-12-13 06:38:00
Jackson Browne,You Love The Thunder,2020-12-13 06:32:00
The Kinks,Catch Me Now I'm Falling,2020-12-13 06:27:00
The Platters,The Great Pretender,2020-12-13 06:22:00
T Rex,Life Is Strange,2020-12-13 06:20:00
The Mamas & The Papas,California Dreamin',2020-12-13 06:17:00
Simon & Garfunkel,Mrs. Robinson,2020-12-13 06:13:00
Arlo Guthrie,City Of New Orleans,2020-12-13 06:07:00
Bruce Cockburn,Pacing The Cage,2020-12-13 06:03:00
Willie Nelson,Blue Eyes Crying In The Rain,2020-12-13 06:00:00
Talking Heads,Take Me To The River,2020-12-13 05:55:00
Bruce Springsteen,Tunnel Of Love,2020-12-13 05:50:00
Chuck Prophet,Summertime Thing,2020-12-13 05:45:00
The Crystals,Then He Kissed Me,2020-12-13 05:42:00
Echo & The Bunnymen,The Killing Moon,2020-12-13 05:36:00
Gary Jules,Mad World,2020-12-13 05:33:00
Jason Isbell,24 Frames,2020-12-13 05:28:00
The Killers,When You Were Young,2020-12-13 05:25:00
Neil Young,Only Love Can Break Your Heart,2020-12-13 05:21:00
The Pretenders,Middle Of The Road,2020-12-13 05:17:00
Quicksilver Messenger Service,Fresh Air,2020-12-13 05:12:00
The Rolling Stones,2000 Light Years From Home,2020-12-13 05:06:00
Weather Report,Birdland,2020-12-13 05:00:00
Steely Dan,Doctor Wu,2020-12-13 04:55:00
Elton John,Come Down In Time,2020-12-13 04:52:00
a-ha,Take On Me,2020-12-13 04:47:00
The New Pornographers,The Bleeding Heart Show,2020-12-13 04:43:00
Radiohead,Weird Fishes/Arpeggi,2020-12-13 04:37:00
NRBQ,Ridin' In My Car,2020-12-13 04:34:00
Rage Against The Machine,Killing In The Name,2020-12-13 04:30:00
Elvis Presley,Burning Love,2020-12-13 04:26:00
Steely Dan,Any Major Dude Will Tell You,2020-12-13 04:23:00
The Beatles,Day Tripper,2020-12-13 04:20:00
The Beach Boys,Darlin',2020-12-13 04:18:00
The Beatles,With A Little Help From My Friends,2020-12-13 04:14:00
Pink Floyd,Money,2020-12-13 04:08:00
The Beatles,Octopus's Garden,2020-12-13 04:05:00
Bob Dylan,Just Like Tom Thumb's Blues,2020-12-13 04:00:00
Wilco,Heavy Metal Drummer,2020-12-13 03:56:00
Pink Floyd,One Of These Days,2020-12-13 03:50:00
Lucinda Williams,Changed The Locks,2020-12-13 03:46:00
Kraftwerk,Autobahn,2020-12-13 03:22:00
The Bobby Fuller Four,I Fought The Law,2020-12-13 03:19:00
Bright Eyes,First Day Of My Life,2020-12-13 03:16:00
Creedence Clearwater Revival,I Heard It Through The Grapevine,2020-12-13 03:05:00
Paul Simon,The Boy In The Bubble,2020-12-13 03:01:00
The Eagles,The Last Resort,2020-12-13 02:52:00
Bob Marley & The Wailers,Trenchtown Rock,2020-12-13 02:48:00
The Cars,Drive,2020-12-13 02:44:00
The Beach Boys,Feel Flows,2020-12-13 02:39:00
The Who,Substitute,2020-12-13 02:34:00
Lucinda Williams,Sweet Old World,2020-12-13 02:30:00
The Rolling Stones,Doo Doo Doo Doo Doo (Heartbreaker),2020-12-13 02:26:00
The Beatles,I Don't Want To Spoil The Party,2020-12-13 02:24:00
The Bobby Fuller Four,Let Her Dance,2020-12-13 02:21:00
Dr. Dre,"Nuthin' But A ""G"" Thang",2020-12-13 02:17:00
The Highwomen,Crowded Table,2020-12-13 02:12:00
Isaac Hayes,Walk On By,2020-12-13 02:00:00
Joy Division,Transmission,2020-12-13 01:56:00
Leonard Cohen,Dance Me To The End Of Love,2020-12-13 01:52:00
LP,Lost On You,2020-12-13 01:47:00
The Raspberries,Overnight Sensation (Hit Record),2020-12-13 01:41:00
The Raspberries,Go All The Way,2020-12-13 01:38:00
Tom Waits,Grapefruit Moon,2020-12-13 01:33:00
XTC,Mayor Of Simpleton,2020-12-13 01:28:00
David Bowie,Sound And Vision,2020-12-13 01:25:00
Frank Sinatra,"Theme From New York, New York",2020-12-13 01:21:00
The Left Banke,Pretty Ballerina,2020-12-13 01:19:00
Grateful Dead,Bertha,2020-12-13 01:13:00
Lake Street Dive,Bad Self Portraits,2020-12-13 01:08:00
The Replacements,Unsatisfied,2020-12-13 01:04:00
Thunderclap Newman,Something In The Air,2020-12-13 01:00:00
The Beatles,I Want You (She's So Heavy),2020-12-13 00:52:00
The Lovin' Spoonful,Do You Believe In Magic?,2020-12-13 00:48:00
Mel Carter,"Hold Me, Thrill Me, Kiss Me",2020-12-13 00:46:00
Midnight Oil,Beds Are Burning,2020-12-13 00:42:00
Outkast,B.O.B. (Bombs Over Baghdad),2020-12-13 00:36:00
Paul Simon,Me And Julio Down By The Schoolyard,2020-12-13 00:33:00
Steely Dan,The Royal Scam,2020-12-13 00:27:00
Steve Winwood,Higher Love,2020-12-13 00:21:00
The Supremes,You Can't Hurry Love,2020-12-13 00:18:00
The War On Drugs,Red Eyes,2020-12-13 00:14:00
The Who,I Can See For Miles,2020-12-13 00:09:00
Bo Diddley,Bo Diddley,2020-12-13 00:06:00
Bob Dylan,Ballad Of A Thin Man,2020-12-13 00:00:00
