Artist,Title,Air Time
Emmylou Harris,Boulder To Birmingham,2020-12-11 17:44:00
R. E. M.,Perfect Circle,2020-12-11 17:40:00
The Cars,Moving In Stereo,2020-12-11 17:35:00
The Beatles,The Night Before,2020-12-11 17:33:00
U2,One Tree Hill,2020-12-11 17:26:00
Enya,Orinoco Flow,2020-12-11 17:22:00
Jimi Hendrix,Burning Of The Midnight Lamp,2020-12-11 17:18:00
Cracker,Euro-Trash Girl,2020-12-11 17:08:00
Kirsty MacColl,In These Shoes?,2020-12-11 17:04:00
Van Morrison,Queen Of The Slipstream,2020-12-11 17:00:00
Led Zeppelin,Out On The Tiles,2020-12-11 16:55:00
Eddie Money,Two Tickets To Paradise,2020-12-11 16:49:00
The Beatles,When I'm Sixty-Four,2020-12-11 16:47:00
The Clash,Revolution Rock,2020-12-11 16:41:00
The dB's,Love Is For Lovers,2020-12-11 16:38:00
Miles Davis,Blue In Green,2020-12-11 16:31:00
Pearl Jam,Black,2020-12-11 16:25:00
Miles Davis,Miles Runs The Voodoo Down,2020-12-11 16:10:00
Liz Phair,Supernova,2020-12-11 16:06:00
Billy Joel,Miami 2017,2020-12-11 16:00:00
Carole King,So Far Away,2020-12-11 15:56:00
Electric Light Orchestra,Telephone Line,2020-12-11 15:51:00
Ice Cube,It Was A Good Day,2020-12-11 15:46:00
Linda Ronstadt,Heart Like A Wheel,2020-12-11 15:43:00
Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,2020-12-11 15:40:00
Simon & Garfunkel,I Am A Rock,2020-12-11 15:36:00
The Beach Boys,I Can Hear Music,2020-12-11 15:34:00
Cheap Trick,Surrender,2020-12-11 15:29:00
John Prine,That's The Way The World Goes Round,2020-12-11 15:25:00
The Foundations,Build Me Up Buttercup,2020-12-11 15:22:00
The Doobie Brothers,Long Train Runnin',2020-12-11 15:18:00
Bruce Springsteen,Growing Up,2020-12-11 15:15:00
Bauhaus,Bela Lugosi's Dead,2020-12-11 15:04:00
Joni Mitchell,Help Me,2020-12-11 15:00:00
Genesis,Squonk,2020-12-11 14:53:00
Fugazi,Waiting Room,2020-12-11 14:48:00
Marah,Point Breeze,2020-12-11 14:46:00
