Artist,Title,Air Time
Citizen Cope,Hurricane Waters,2016-12-05 23:55:00
Trombone Shorty,Hurricane Season,2016-12-05 23:51:00
Dido,Hunter,2016-12-05 23:48:00
Duran Duran,Hungry Like The Wolf,2016-12-05 23:44:00
Bruce Springsteen,Hungry Heart,2016-12-05 23:39:00
John Mellencamp,Human Wheels,2016-12-05 23:34:00
Bjork,Human Behavior,2016-12-05 23:30:00
The Pretenders,Human,2016-12-05 23:25:00
The Killers,Human,2016-12-05 23:21:00
Rag 'N' Bone Man,Human,2016-12-05 23:18:00
The Human League,Human,2016-12-05 23:14:00
The Black Keys,Howlin' For You,2016-12-05 23:11:00
The Heavy,How You Like Me Now?,2016-12-05 23:07:00
The Fray,How To Save A Life,2016-12-05 23:03:00
R. E. M.,How The West Was Won And Where It Got Us,2016-12-05 22:58:00
Marvin Gaye,How Sweet It Is,2016-12-05 22:55:00
The Smiths,How Soon Is Now,2016-12-05 22:47:00
The Waterboys,How Long Will I Love You,2016-12-05 22:43:00
ACE,How Long,2016-12-05 22:40:00
Joni Mitchell,How Do You Stop,2016-12-05 22:35:00
John Lennon,How Do You Sleep?,2016-12-05 22:30:00
Jonatha Brooke,How Deep Is Your Love?,2016-12-05 22:26:00
Bee Gees,How Deep Is Your Love,2016-12-05 22:22:00
Feist,How Come You Never Go There,2016-12-05 22:18:00
Ray Lamontagne,How Come,2016-12-05 22:14:00
Al Green,How Can You Mend A Broken Heart,2016-12-05 22:07:00
Bee Gees,How Can You Mend A Broken Heart,2016-12-05 22:03:00
Paul Simon,How Can You Live In The Northeast?,2016-12-05 21:59:00
Led Zeppelin,Houses Of The Holy,2016-12-05 21:55:00
Talking Heads,Houses In Motion,2016-12-05 21:48:00
The Smithereens,House We Used To Live In,2016-12-05 21:44:00
The Animals,House Of The Rising Sun,2016-12-05 21:40:00
Psychedelic Furs,House,2016-12-05 21:35:00
Kate Bush,Hounds Of Love,2016-12-05 21:31:00
Elvis Presley,Hound Dog,2016-12-05 21:29:00
Richard Thompson,Hots For The Smarts~,2016-12-05 21:22:00
The Black Crowes,Hotel Illness,2016-12-05 21:18:00
The Eagles,Hotel California,2016-12-05 21:12:00
Gipsy Kings,Hotel California,2016-12-05 21:06:00
It's A Beautiful Day,Hot Summer Day,2016-12-05 21:00:00
The Rolling Stones,Hot Stuff,2016-12-05 20:54:00
Bubble Puppy,Hot Smoke & Sassafrass,2016-12-05 20:50:00
Commander Cody & His Lost Planet Airmen,Hot Rod Lincoln,2016-12-05 20:47:00
James Brown,Hot Pants,2016-12-05 20:44:00
