Artist,Title,Air Time
Prince,Purple Rain,2016-12-10 23:51:00
Jimi Hendrix,Purple Haze,2016-12-10 23:46:00
Pete Townshend,Pure And Easy,2016-12-10 23:41:00
The Lightning Seeds,Pure,2016-12-10 23:37:00
Dead Milkmen,Punk Rock Girl,2016-12-10 23:33:00
M/A/R/R/S,Pump Up The Volume,2016-12-10 23:29:00
Elvis Costello,Pump It Up,2016-12-10 23:26:00
Squeeze,Pulling Mussels From A Shell,2016-12-10 23:22:00
Grace Jones,Pull Up To The Bumper,2016-12-10 23:18:00
Public Image Ltd.,Public Image,2016-12-10 23:15:00
The Count Five,Psychotic Reaction,2016-12-10 23:12:00
The Temptations,Psychedelic Shack,2016-12-10 23:07:00
Bruce Springsteen,Prove It All Night,2016-12-10 23:03:00
Ike & Tina Turner,Proud Mary,2016-12-10 22:59:00
Naked Eyes,Promises Promises,2016-12-10 22:55:00
Simple Minds,Promised You A Miracle,2016-12-10 22:51:00
World Party,Private Revolution,2016-12-10 22:47:00
The Pretenders,Private Life,2016-12-10 22:39:00
B-52's,Private Idaho,2016-12-10 22:36:00
Lyle Lovett,Private Conversation,2016-12-10 22:31:00
Ryley Walker,Primrose Green,2016-12-10 22:27:00
Neil Young,Prime Of Life,2016-12-10 22:21:00
Quicksilver Messenger Service,Pride Of Man,2016-12-10 22:17:00
Stevie Ray Vaughan,Pride And Joy,2016-12-10 22:12:00
Marvin Gaye,Pride And Joy,2016-12-10 22:09:00
U2,Pride,2016-12-10 22:06:00
Steely Dan,Pretzel Logic,2016-12-10 22:01:00
Kurt Vile,Pretty Pimpin',2016-12-10 21:55:00
R. E. M.,Pretty Persuasion,2016-12-10 21:49:00
The Eagles,Pretty Maids All In A Row,2016-12-10 21:46:00
John Eddie,Pretty Little Rebel,2016-12-10 21:42:00
Psychedelic Furs,Pretty In Pink,2016-12-10 21:36:00
Tori Amos,Pretty Good Year,2016-12-10 21:32:00
The Left Banke,Pretty Ballerina,2016-12-10 21:30:00
Jefferson Airplane,Pretty As You Feel,2016-12-10 21:25:00
Eric Clapton,Pretending,2016-12-10 21:21:00
Toots & The Maytals,Pressure Drop,2016-12-10 21:16:00
Robert Palmer,Pressure Drop,2016-12-10 21:11:00
Blind Faith,Presence Of The Lord,2016-12-10 21:06:00
John Lennon,Power To The People,2016-12-10 21:03:00
Ziggy Marley,Power To Move Ya,2016-12-10 20:59:00
Midnight Oil,Power And Passion,2016-12-10 20:52:00
Neil Young,Powderfinger,2016-12-10 20:45:00
Sarah McLachlan,Possession,2016-12-10 20:41:00
Bob Dylan,Positively 4th Street,2016-12-10 20:37:00
Bob Marley & The Wailers,Positive Vibration,2016-12-10 20:31:00
Urge Overkill,Positive Bleeding,2016-12-10 20:28:00
Loretta Lynn,Portland Oregon,2016-12-10 20:24:00
Rilo Kiley,Portions For Foxes,2016-12-10 20:19:00
Moby,Porcelain,2016-12-10 20:14:00
R. E. M.,Pop Song 89,2016-12-10 20:11:00
M,Pop Muzik,2016-12-10 20:07:00
Prince & The Revolution,Pop Life,2016-12-10 20:03:00
Warren Zevon,Poor Poor Pitiful Me,2016-12-10 20:00:00
Jorge Ben,Ponta De Lanca Africano (umbabarauma),2016-12-10 19:56:00
Wayne Shorter,Ponta De Areia,2016-12-10 19:51:00
The Beatles,Polythene Pam,2016-12-10 19:48:00
Tony Joe White,Polk Salad Annie,2016-12-10 19:44:00
Randy Newman,Political Science,2016-12-10 19:42:00
Depeche Mode,Policy Of Truth,2016-12-10 19:37:00
The Clash,Police On My Back,2016-12-10 19:33:00
Junior Murvin,Police And Thieves,2016-12-10 19:29:00
The Clash,Police & Thieves,2016-12-10 19:23:00
Chris Whitley,Poison Girl,2016-12-10 19:20:00
ABC,Poison Arrow,2016-12-10 19:15:00
The Civil Wars,Poison & Wine,2016-12-10 19:12:00
Bruce Springsteen,Point Blank,2016-12-10 19:04:00
The Tragically Hip,Poets,2016-12-10 19:00:00
Phoebe Snow,Poetry Man,2016-12-10 18:55:00
Neil Young,Pocohantas,2016-12-10 18:52:00
Johnny Ace,Pledging My Love,2016-12-10 18:48:00
Robert Plant & Alison Krauss,Please Read The Letter,2016-12-10 18:42:00
James Brown,Please Please Please,2016-12-10 18:40:00
The Beatles,Please Please Me,2016-12-10 18:36:00
David Gray,Please Forgive Me,2016-12-10 18:30:00
Grand Funk Railroad,Please Don't Worry,2016-12-10 18:26:00
The Monkees,Pleasant Valley Sunday,2016-12-10 18:23:00
Grateful Dead,Playing In The Band,2016-12-10 18:17:00
Jeff Beck,Play With Me,2016-12-10 18:13:00
Rockpile,Play That Fast Thing One More Time,2016-12-10 18:08:00
Joan Baez,Play Me Backwards,2016-12-10 18:03:00
Jefferson Airplane,Plastic Fantastic Lover,2016-12-10 18:00:00
The Roughnecks,You're Driving Me Insane,2016-12-10 17:59:00
Chocolate Watch Band,Medication,2016-12-10 17:55:00
Afrika Bambaata & Soul Sonic Force,Planet Rock,2016-12-10 17:55:00
Garnet Mimms,Cry Baby,2016-12-10 17:51:00
B-52's,Planet Claire,2016-12-10 17:50:00
The Chantays,Pipeline,2016-12-10 17:46:00
Julia Lee,My Man Stands Out,2016-12-10 17:46:00
Nick Drake,Pink Moon,2016-12-10 17:44:00
Nick Lowe,Half a Boy and Half a Man,2016-12-10 17:42:00
Frank Ocean,Pink + White,2016-12-10 17:41:00
Sopwith Camel,"Hello, Hello",2016-12-10 17:40:00
The Who,Pinball Wizard,2016-12-10 17:38:00
The Kinks,Who'll Be The Next In LIne,2016-12-10 17:37:00
Johnny Cash,Love Has Lost Again,2016-12-10 17:34:00
Bob Dylan,It Ain't Me Babe,2016-12-10 17:31:00
Bobby Womack,Sweet Caroline,2016-12-10 17:28:00
Pink Floyd,Pigs (three Different Ones),2016-12-10 17:25:00
The Byrds,Ballad of Easy Rider,2016-12-10 17:25:00
Erma Franklin,Piece Of My Heart,2016-12-10 17:21:00
Alan Vega,Juke Box Baby,2016-12-10 17:20:00
Big Brother & The Holding Company,Piece Of My Heart,2016-12-10 17:17:00
Beach Boys,Feel Flows,2016-12-10 17:14:00
The Federal Band,Soul Serenade,2016-12-10 17:12:00
Neil Diamond,Flame,2016-12-10 17:11:00
The Cure,Pictures Of You,2016-12-10 17:08:00
Blue Cheer,Out Of Focus,2016-12-10 17:05:00
Status Quo,Pictures Of Matchstick Men,2016-12-10 17:05:00
Patty & The Emblems,Mixed Up Shook Up Girl,2016-12-10 17:03:00
Camper Van Beethoven,Pictures Of Matchstick Men,2016-12-10 17:00:00
The Who,Pictures Of Lily,2016-12-10 16:57:00
The Kinks,Picture Book,2016-12-10 16:55:00
Widespread Panic,Pickin' Up The Pieces,2016-12-10 16:49:00
Poco,Pickin' Up The Pieces,2016-12-10 16:46:00
Average White Band,Pick Up The Pieces,2016-12-10 16:42:00
Peter Tosh,Pick Myself Up,2016-12-10 16:37:00
Ringo Starr,Photograph,2016-12-10 16:33:00
Camper Van Beethoven,Photograph,2016-12-10 16:30:00
Van Morrison,Philosopher's Stone,2016-12-10 16:24:00
The Mar-Keys,Philly Dog,2016-12-10 16:21:00
The Shins,Phantom Limb,2016-12-10 16:17:00
Porno For Pyros,Pets,2016-12-10 16:14:00
Tim Finn,Persuasion,2016-12-10 16:09:00
Richard Thompson & Teddy Thompson,Persuasion,2016-12-10 16:05:00
Dixie Hummingbirds,Personal Jesus,2016-12-10 16:01:00
Depeche Mode,Personal Jesus,2016-12-10 15:55:00
Yes,Perpetual Change,2016-12-10 15:46:00
John Hiatt,Perfectly Good Guitar,2016-12-10 15:41:00
Orba Squara,Perfect Timing (This Morning),2016-12-10 15:37:00
Lloyd Cole & The Commotions,Perfect Skin,2016-12-10 15:34:00
Van Morrison,Perfect Fit,2016-12-10 15:29:00
Lou Reed,Perfect Day,2016-12-10 15:24:00
Counting Crows,Perfect Blue Buildings,2016-12-10 15:19:00
The Jim Carroll Band,People Who Died,2016-12-10 15:11:00
The Meters,People Say,2016-12-10 15:05:00
Loudon Wainwright III,People In Love,2016-12-10 15:02:00
Patti Smith,People Have The Power,2016-12-10 14:57:00
Neko Case,People Got A Lotta Nerve,2016-12-10 14:55:00
James Hunter,People Gonna Talk,2016-12-10 14:50:00
The Impressions,People Get Ready,2016-12-10 14:48:00
Arrested Development,People Everyday,2016-12-10 14:44:00
The Doors,People Are Strange,2016-12-10 14:42:00
Depeche Mode,People Are People,2016-12-10 14:37:00
Joan Osborne,Pensacola,2016-12-10 14:32:00
The Beatles,Penny Lane,2016-12-10 14:29:00
Buddy Holly,Peggy Sue,2016-12-10 14:27:00
Steely Dan,Peg,2016-12-10 14:23:00
Courtney Barnett,Pedestrian At Best,2016-12-10 14:18:00
Cocteau Twins,Pearly-dewdrops' Drops,2016-12-10 14:14:00
Frank Zappa,Peaches En Regalia,2016-12-10 14:07:00
The Presidents Of The United States Of America,Peaches,2016-12-10 14:04:00
Fleetwood Mac,Peacekeeper,2016-12-10 14:00:00
The Eagles,"Peaceful, Easy Feeling",2016-12-10 13:56:00
"10,000 Maniacs",Peace Train,2016-12-10 13:53:00
Cat Stevens,Peace Train,2016-12-10 13:49:00
Neil Young,Peace Trail,2016-12-10 13:43:00
Indigo Girls,Peace Tonight,2016-12-10 13:39:00
The Doors,Peace Frog,2016-12-10 13:35:00
Chairmen Of The Board,Pay To The Piper,2016-12-10 13:32:00
David Lindley,Pay The Man,2016-12-10 13:28:00
Stevie Wonder,Pastime Paradise,2016-12-10 13:24:00
Tori Amos,Past The Mission,2016-12-10 13:20:00
Lucinda Williams,Passionate Kisses,2016-12-10 13:17:00
Graham Parker,Passion Is No Ordinary Word,2016-12-10 13:13:00
Gillian Welch,Pass You By,2016-12-10 13:09:00
The Heptones,Party Time,2016-12-10 13:04:00
B-52's,Party Out Of Bounds,2016-12-10 13:00:00
Dan Fogelberg,Part Of The Plan,2016-12-10 12:57:00
Tedeschi Trucks Band,Part of Me,2016-12-10 12:53:00
They Might Be Giants,Particle Man,2016-12-10 12:50:00
Blur,Parklife,2016-12-10 12:47:00
John Cale,Paris 1919,2016-12-10 12:43:00
Radiohead,Paranoid Android,2016-12-10 12:35:00
Black Sabbath,Paranoid,2016-12-10 12:32:00
Meatloaf,Paradise By The Dashboard Light,2016-12-10 12:22:00
John Prine,Paradise,2016-12-10 12:19:00
Coldplay,Paradise,2016-12-10 12:14:00
The Rolling Stones,Parachute Woman,2016-12-10 12:12:00
The Beatles,Paperback Writer,2016-12-10 12:09:00
Traffic,Paper Sun,2016-12-10 12:04:00
M. I. A.,Paper Planes,2016-12-10 12:00:00
James Brown,Papa's Got A Brand New Bag,2016-12-10 11:58:00
The Temptations,Papa Was A Rolling Stone,2016-12-10 11:50:00
James Brown,Papa Don't Take No Mess (Part 1),2016-12-10 11:45:00
Bonnie Raitt,Papa Come Quick,2016-12-10 11:40:00
David Bowie,Panic In Detroit,2016-12-10 11:35:00
The Smiths,Panic,2016-12-10 11:33:00
New Riders Of The Purple Sage,Panama Red,2016-12-10 11:30:00
Tears For Fears,Pale Shelter,2016-12-10 11:24:00
James McMurtry,Painting By Numbers,2016-12-10 11:19:00
The Rolling Stones,"Paint It, Black",2016-12-10 11:16:00
Live,Pain Lies On The Riverside,2016-12-10 11:09:00
The Iguanas,Oye Isabel,2016-12-10 11:05:00
Santana,Oye Como Va,2016-12-10 11:00:00
Vampire Weekend,Oxford Comma,2016-12-10 10:57:00
Yes,Owner Of A Lonely Heart,2016-12-10 10:53:00
The Raspberries,Overnight Sensation (hit Record),2016-12-10 10:45:00
The Yardbirds,Over Under Sideways Down,2016-12-10 10:42:00
Led Zeppelin,Over The Hills And Far Away,2016-12-10 10:37:00
Fleetwood Mac,Over My Head,2016-12-10 10:34:00
Clap Your Hands Say Yeah,Over And Over Again (lost And Found),2016-12-10 10:31:00
Joe Walsh,Over And Over,2016-12-10 10:25:00
Fleetwood Mac,Over And Over,2016-12-10 10:20:00
Wilco,Outtasite (outta Mind),2016-12-10 10:18:00
Paul Simon,Outrageous,2016-12-10 10:14:00
Dickey Betts & Great Southern,Out To Get Me,2016-12-10 10:08:00
Neil Young,Out On The Weekend,2016-12-10 10:04:00
The Rolling Stones,Out Of Time,2016-12-10 10:00:00
Fitz & The Tantrums,Out Of My League,2016-12-10 09:58:00
Bruce Springsteen,Out In The Street,2016-12-10 09:53:00
Rhett Miller,Our Love,2016-12-10 09:50:00
The Go Gos,Our Lips Are Sealed,2016-12-10 09:47:00
Madness,Our House,2016-12-10 09:42:00
Crosby Stills & Nash,Our House,2016-12-10 09:39:00
Jessica Lea Mayfield,Our Hearts Are Wrong,2016-12-10 09:36:00
Rodrigo Y Gabriela,Orion,2016-12-10 09:29:00
Enya,Orinocco Flow,2016-12-10 09:24:00
INXS,Original Sin,2016-12-10 09:19:00
Cowboy Junkies,Oregon Hill,2016-12-10 09:14:00
John Legend,Ordinary People,2016-12-10 09:08:00
Alexi Murdoch,Orange Sky,2016-12-10 09:01:00
R. E. M.,Orange Crush,2016-12-10 08:57:00
The Lumineers,Ophelia,2016-12-10 08:53:00
The Band,Ophelia,2016-12-10 08:50:00
Jim Croce,Operator,2016-12-10 08:46:00
Nazz,Open My Eyes,2016-12-10 08:43:00
Santana,Open Invitation,2016-12-10 08:38:00
Gram Parsons,Ooh Las Vegas,2016-12-10 08:33:00
Faces,Ooh La La,2016-12-10 08:29:00
The Five Stairsteps,O-O-H Child,2016-12-10 08:26:00
Brenton Wood,Oogum Boogum Song,2016-12-10 08:24:00
Paul McCartney,Oo You,2016-12-10 08:21:00
Joan Osborne,Only You Know And I Know,2016-12-10 08:16:00
Delaney & Bonnie & Friends,Only You Know And I Know,2016-12-10 08:12:00
Dave Mason,Only You Know And I Know,2016-12-10 08:08:00
Yaz,Only You,2016-12-10 08:04:00
Enya,Only Time,2016-12-10 08:00:00
Jerry Butler,Only The Strong Survive,2016-12-10 07:57:00
Roy Orbison,Only The Lonely,2016-12-10 07:55:00
Saint Etienne,Only Love Can Break Your Heart,2016-12-10 07:49:00
