Artist,Title,Air Time
Klaus Schulze,Spielglocken,2018-12-09 01:29:00
Tangerine Dream,Poland,2018-12-09 01:07:00
Black Flag,Wound Up,2018-12-09 00:56:00
Nik Kershaw,"Wouldn't It Be Good 12""",2018-12-09 00:49:00
Eurythmics,Would I Lie To You?,2018-12-09 00:44:00
Captain Sensible,Wot,2018-12-09 00:41:00
Crowded House,World Where You Live,2018-12-09 00:38:00
Julian Cope,World Shut Your Mouth,2018-12-09 00:35:00
Jackson Browne,World In Motion,2018-12-09 00:31:00
Time Zone,World Destruction,2018-12-09 00:27:00
China Crisis,Working With Fire And Steel,2018-12-09 00:21:00
Bruce Springsteen,Working On The Highway,2018-12-09 00:18:00
Cowboy Junkies,Working On A Building,2018-12-09 00:14:00
Devo,Working In The Coal Mine,2018-12-09 00:11:00
The Members,Working Girl,2018-12-09 00:07:00
Ministry,Work For Love,2018-12-09 00:00:00
