Artist,Title,Air Time
Budgie,Living On Your Own,2017-12-05 19:22:00
The Boomtown Rats,Living On An Island,2017-12-05 19:18:00
Jethro Tull,Living In The Past,2017-12-05 19:14:00
George Harrison,Living In The Material World,2017-12-05 19:08:00
Stevie Wonder,Living For The City,2017-12-05 19:00:00
Electric Light Orchestra,Livin' Thing,2017-12-05 18:56:00
The Doobie Brothers,Livin' On The Fault Line,2017-12-05 18:49:00
Al Green,Livin' For You,2017-12-05 18:46:00
The O'Jays,Livin' For The Weekend,2017-12-05 18:42:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:36:00
Bob Marley & The Wailers,Lively Up Yourself,2017-12-05 18:31:00
Humble Pie,Live With Me,2017-12-05 18:23:00
Paul McCartney & Wings,Live And Let Die,2017-12-05 18:17:00
Derek & The Dominos,Little Wing,2017-12-05 18:12:00
Sweet,Little Willy,2017-12-05 18:06:00
Elvis Costello,Little Triggers,2017-12-05 18:04:00
Ry Cooder,Little Sister,2017-12-05 18:00:00
Heart,Little Queen,2017-12-05 17:54:00
Joni Mitchell,Little Green,2017-12-05 17:48:00
Muddy Waters,Little Girl,2017-12-05 17:41:00
The Doobie Brothers,Little Darling (I Need You),2017-12-05 17:36:00
Randy Newman,Little Criminals,2017-12-05 17:34:00
Curtis Mayfield,Little Child Runnin' Wild,2017-12-05 17:28:00
Robin Trower,Little Bit Of Sympathy,2017-12-05 17:22:00
Paul McCartney & Wings,Listen To What The Man Said,2017-12-05 17:19:00
The Isley Brothers,Listen To The Music,2017-12-05 17:14:00
The Ramones,Listen To My Heart,2017-12-05 17:09:00
Tom Petty & The Heartbreakers,Listen To Her Heart,2017-12-05 17:06:00
Elvis Costello,Lipstick Vogue,2017-12-05 17:02:00
Elvis Costello,Lip Service,2017-12-05 17:00:00
Jackson Browne,Linda Paloma,2017-12-05 16:55:00
Bob Dylan,"Lily, Rosemary And The Jack Of Hearts",2017-12-05 16:44:00
Neil Young,Like A Hurricane,2017-12-05 16:34:00
U.F.O.,Lights Out,2017-12-05 16:30:00
Crack The Sky,Lighten Up McGraw,2017-12-05 16:24:00
Traffic,Light Up Or Leave Me Alone,2017-12-05 16:19:00
T Rex,Light Of Love,2017-12-05 16:16:00
Joe Walsh,Life's Been Good,2017-12-05 16:06:00
Jethro Tull,Life's A Long Song,2017-12-05 16:02:00
T Rex,Life's A Gas,2017-12-05 16:00:00
David Bowie,Life On Mars?,2017-12-05 15:56:00
Reunion,Life Is A Rock (But The Radio Rolled Me),2017-12-05 15:51:00
10cc,Life Is A Minestrone,2017-12-05 15:47:00
The Band,Life Is A Carnival,2017-12-05 15:43:00
Tonio K.,Life In The Foodchain,2017-12-05 15:39:00
The Eagles,Life In The Fast Lane,2017-12-05 15:33:00
Be Bop Deluxe,Life In The Air Age,2017-12-05 15:29:00
Talking Heads,Life During Wartime,2017-12-05 15:26:00
Ambrosia,Life Beyond L.A.,2017-12-05 15:21:00
XTC,Life Begins At The Hop,2017-12-05 15:16:00
J. J. Cale,Lies,2017-12-05 15:13:00
Boz Scaggs,Lido Shuffle,2017-12-05 15:10:00
Three Dog Night,Liar,2017-12-05 15:06:00
Queen,Liar,2017-12-05 14:59:00
The Germs,Lexicon Devil,2017-12-05 14:57:00
Elton John,Levon,2017-12-05 14:50:00
Wings,Letting Go,2017-12-05 14:46:00
Canned Heat,Let's Work Together,2017-12-05 14:43:00
Dave Edmunds,Let's Talk About Us,2017-12-05 14:40:00
Bryan Ferry,Let's Stick Together,2017-12-05 14:37:00
Al Green,Let's Stay Together,2017-12-05 14:34:00
David Bowie,Let's Spend The Night Together,2017-12-05 14:31:00
Pete Townshend,Let's See Action,2017-12-05 14:23:00
The Cars,Let's Go,2017-12-05 14:19:00
Montrose,Let's Go,2017-12-05 14:15:00
Al Green,Let's Get Married,2017-12-05 14:08:00
Marvin Gaye,Let's Get It On,2017-12-05 14:03:00
The Staple Singers,Let's Do It Again,2017-12-05 14:00:00
Poco,Let's Dance Tonight,2017-12-05 13:56:00
The Ramones,Let's Dance,2017-12-05 13:53:00
Bellamy Brothers,Let Your Love Flow,2017-12-05 13:49:00
AC/DC,Let There Be Rock,2017-12-05 13:42:00
Harry Nilsson,Let The Good Times Roll,2017-12-05 13:40:00
Cactus,Let Me Swim,2017-12-05 13:36:00
Paul McCartney & Wings,Let Me Roll It,2017-12-05 13:30:00
The Knack,Let Me Out,2017-12-05 13:28:00
Bonnie Raitt,Let Me In,2017-12-05 13:25:00
Mink DeVille,Let Me Dream If I Want To,2017-12-05 13:22:00
Bachman-Turner Overdrive,Let It Ride,2017-12-05 13:17:00
Eric Clapton,Let It Rain,2017-12-05 13:12:00
Eric Clapton,Let It Grow,2017-12-05 13:07:00
Dave Mason,"Let It Go, Let It Flow",2017-12-05 13:03:00
The Beatles,Let It Be,2017-12-05 12:59:00
Aretha Franklin,Let It Be,2017-12-05 12:55:00
Wings,Let Em In,2017-12-05 12:49:00
Elvis Costello,Less Than Zero,2017-12-05 12:46:00
Peter Tosh,Legalize It,2017-12-05 12:42:00
The Go-Betweens,Lee Remick,2017-12-05 12:39:00
Jeff Beck,Led Boots,2017-12-05 12:35:00
Emmylou Harris,Leaving Louisiana In The Broad Daylight,2017-12-05 12:31:00
Leonard Cohen,Leaving Green Sleeves,2017-12-05 12:28:00
Lou Reed,Leave Me Alone,2017-12-05 12:21:00
Mick Taylor,Leather Jacket,2017-12-05 12:17:00
Leon Russell & Marc Benno,Learn How To Boogie,2017-12-05 12:15:00
Bill Withers,Lean On Me,2017-12-05 12:09:00
Chic,Le Freak,2017-12-05 12:02:00
Kingfish,Lazy Lightnin',2017-12-05 11:59:00
Deep Purple,Lazy,2017-12-05 11:52:00
Queen,Lazing on a Sunday Afternoon,2017-12-05 11:50:00
Derek & The Dominos,Layla,2017-12-05 11:43:00
Eric Clapton,Lay Down Sally,2017-12-05 11:38:00
Melanie,Lay Down (Candles In The Rain),2017-12-05 11:34:00
Strawbs,Lay Down,2017-12-05 11:30:00
Robin McNamara,Lay A Little Lovin' On Me,2017-12-05 11:27:00
Warren Zevon,"Lawyers, Guns, And Money",2017-12-05 11:24:00
Rory Gallagher,Laundromat,2017-12-05 11:18:00
Neil Sedaka,Laughter in the Rain,2017-12-05 11:15:00
Sandy Denny,Late November,2017-12-05 11:11:00
Jackson Browne,Late For The Sky,2017-12-05 11:03:00
The Clash,Last Gang In Town,2017-12-05 10:58:00
Aerosmith,Last Child,2017-12-05 10:54:00
Hall & Oates,Las Vegas Turnaround,2017-12-05 10:51:00
Fleetwood Mac,Landslide,2017-12-05 10:45:00
The Doors,Land Ho!,2017-12-05 10:41:00
Patti Smith,Land,2017-12-05 10:31:00
Rush,Lakeside Park,2017-12-05 10:28:00
Dire Straits,Lady Writer,2017-12-05 10:21:00
David Bowie,Lady Stardust,2017-12-05 10:18:00
Labelle,Lady Marmalade,2017-12-05 10:15:00
Robin Trower,Lady Love,2017-12-05 10:11:00
David Bowie,Lady Grinning Soul,2017-12-05 10:07:00
Graham Parker,Lady Doctor,2017-12-05 10:05:00
Penny McLean,Lady Bump,2017-12-05 10:01:00
Leon Russell,Lady Blue,2017-12-05 09:58:00
Fela Kuti,Lady,2017-12-05 09:44:00
Kool & The Gang,Ladies' Night,2017-12-05 09:40:00
King Crimson,Ladies Of The Road,2017-12-05 09:34:00
Al Green,La-la For You,2017-12-05 09:31:00
Bobby Hutcherson,La Malanga,2017-12-05 09:24:00
ZZ Top,La Grange,2017-12-05 09:20:00
Jerry Jeff Walker,LA Freeway,2017-12-05 09:15:00
Rainbow,L.A. Connection,2017-12-05 09:10:00
Neil Young,L.A.,2017-12-05 09:06:00
The Doors,L. A. Woman,2017-12-05 08:58:00
Al Green,L-O-V-E (Love),2017-12-05 08:55:00
David Bowie,Kooks,2017-12-05 08:46:00
The Clash,Koka Kola,2017-12-05 08:45:00
Paul Simon,Kodachrome,2017-12-05 08:41:00
The Saints,Know Your Product,2017-12-05 08:38:00
Gentle Giant,Knots,2017-12-05 08:32:00
Bob Dylan,Knockin' On Heaven's Door,2017-12-05 08:30:00
Tony Orlando and Dawn,Knock Three Times,2017-12-05 08:27:00
Emerson Lake & Palmer,Knife Edge,2017-12-05 08:22:00
Big Star,Kizza Me,2017-12-05 08:15:00
Bruce Springsteen,Kitty's Back,2017-12-05 08:07:00
Kate Bush,Kite,2017-12-05 08:03:00
Bill Withers,Kissing My Love,2017-12-05 07:59:00
Joan Armatrading,Kissin' And A Huggin',2017-12-05 07:54:00
Generation X,Kiss Me Deadly,2017-12-05 07:46:00
The Manhattans,Kiss And Say Goodbye,2017-12-05 07:42:00
Kate & Anna McGarrigle,Kiss And Say Goodbye,2017-12-05 07:39:00
Bob Marley & The Wailers,Kinky Reggae,2017-12-05 07:33:00
Steely Dan,Kings,2017-12-05 07:30:00
Brian Eno,King's Lead Hat,2017-12-05 07:26:00
Steve Martin & The Toot Uncommons,King Tut,2017-12-05 07:24:00
Roberta Flack,Killing Me Softly With His Song,2017-12-05 07:16:00
Cat Stevens,Killin' Time,2017-12-05 07:13:00
Queen,Killer Queen,2017-12-05 07:10:00
Iggy Pop & James Williamson,Kill City,2017-12-05 07:05:00
Steely Dan,Kid Charlemagne,2017-12-05 07:01:00
The 101ers,Keys To Your Heart,2017-12-05 06:57:00
Derek & The Dominos,Key To The Highway,2017-12-05 06:45:00
Peter Tosh,Ketchy Shuby,2017-12-05 06:40:00
J.J. Light,Kent State Massacre,2017-12-05 06:33:00
Queen,Keep Yourself Alive,2017-12-05 06:29:00
Kenny Loggins,Keep The Fire,2017-12-05 06:25:00
The Crusaders,Keep That Same Old Feeling,2017-12-05 06:16:00
Edgar Winter,Keep Playin That Rock N Roll,2017-12-05 06:12:00
Hot Tuna,Keep On Truckin',2017-12-05 06:09:00
Eddie Kendricks,Keep On Truckin',2017-12-05 05:58:00
Wet Willie,Keep On Smilin',2017-12-05 05:53:00
Curtis Mayfield,Keep On Keepin' On,2017-12-05 05:46:00
Derek & The Dominos,Keep On Growing,2017-12-05 05:40:00
KC & The Sunshine Band,Keep It Comin' Love,2017-12-05 05:36:00
Bob Seger,Katmandu,2017-12-05 05:29:00
Led Zeppelin,Kashmir,2017-12-05 05:21:00
Emerson Lake & Palmer,Karn Evil 9: 1st Impression - Part 2,2017-12-05 05:16:00
"Emerson, Lake & Palmer",Karn Evil 9: 1st Impression - Part 1,2017-12-05 05:07:00
Andy Pratt,Karen's Song,2017-12-05 05:02:00
David Bromberg,Kansas City,2017-12-05 04:58:00
The Cars,Just What I Needed,2017-12-05 04:54:00
The Commodores,Just To Be Close To You,2017-12-05 04:48:00
Kris Kristofferson,Just The Other Side Of Nowhere,2017-12-05 04:42:00
Four Tops,Just Seven Numbers (Can Straighten Out My Life),2017-12-05 04:39:00
Firefall,Just Remember I Love You,2017-12-05 04:36:00
Todd Rundgren,Just One Victory,2017-12-05 04:30:00
The Temptations,Just My Imagination (Running Away With Me),2017-12-05 04:26:00
Joni Mitchell,Just Like This Train,2017-12-05 04:22:00
Bob Dylan,Just Like A Woman,2017-12-05 04:17:00
Sly & The Family Stone,Just Like A Baby,2017-12-05 04:11:00
The Meters,Just Kissed My Baby,2017-12-05 04:06:00
The Main Ingredient,Just Don't Want To Be Lonely,2017-12-05 04:03:00
Ian Hunter,Just Another Night,2017-12-05 03:58:00
Roxy Music,Just Another High,2017-12-05 03:52:00
The Allman Brothers,Just Ain't Easy,2017-12-05 03:43:00
Paul McCartney,Junk,2017-12-05 03:41:00
Paul McCartney,Junior's Farm,2017-12-05 03:38:00
Bruce Springsteen,Jungleland,2017-12-05 03:29:00
Kool & The Gang,Jungle Jazz,2017-12-05 03:23:00
Chakachas,Jungle Fever,2017-12-05 03:19:00
Kool & The Gang,Jungle Boogie,2017-12-05 03:16:00
Leo Kottke,June Bug,2017-12-05 03:14:00
The Cure,Jumping Someone Else's Train,2017-12-05 03:10:00
Boz Scaggs,Jump Street,2017-12-05 03:05:00
Harry Nilsson,Jump Into The Fire,2017-12-05 02:58:00
The Clash,Julie's In The Drug Squad,2017-12-05 02:55:00
Bobby Sherman,"Julie, Do Ya Love Me?",2017-12-05 02:52:00
The Kinks,Juke Box Music,2017-12-05 02:46:00
The Ramones,Judy Is A Punk,2017-12-05 02:45:00
Three Dog Night,Joy To The World,2017-12-05 02:42:00
Isaac Hayes,Joy,2017-12-05 02:26:00
Sun Ra,Journey To Saturn,2017-12-05 02:21:00
Steely Dan,Josie,2017-12-05 02:17:00
Olivia Newton-John,Jolene,2017-12-05 02:14:00
Dolly Parton,Jolene,2017-12-05 02:11:00
The Who,Join Together,2017-12-05 02:06:00
Joan Armatrading,Join The Boys,2017-12-05 02:02:00
Warren Zevon,Join Me In L.A.,2017-12-05 01:58:00
The Slickers,Johnny Too Bad,2017-12-05 01:55:00
Warren Zevon,Johnny Strikes Up The Band,2017-12-05 01:52:00
Charlie,Johnny Hold Back,2017-12-05 01:48:00
Grateful Dead,Johnny B Goode,2017-12-05 01:44:00
David Bowie,"John, I'm Only Dancing",2017-12-05 01:41:00
Miles Davis,John Mclaughlin,2017-12-05 01:37:00
Gil Scott-Heron,Johannesburg,2017-12-05 01:33:00
Bob Dylan,Joey,2017-12-05 01:22:00
Frank Zappa,Joe's Garage,2017-12-05 01:16:00
David Bowie,Joe The Lion,2017-12-05 01:13:00
Joan Baez,Joe Hill,2017-12-05 01:08:00
Michael Nesmith & The First National Band,Joanne,2017-12-05 01:05:00
Bee Gees,Jive Talkin',2017-12-05 01:02:00
Michael Franks,Jive,2017-12-05 00:59:00
The Undertones,Jimmy Jimmy,2017-12-05 00:56:00
The Clash,Jimmy Jazz,2017-12-05 00:52:00
New York Dolls,Jet Boy,2017-12-05 00:47:00
Steve Miller Band,Jet Airliner,2017-12-05 00:43:00
Paul McCartney & Wings,Jet,2017-12-05 00:39:00
Kris Kristofferson,Jesus Was A Capricorn,2017-12-05 00:37:00
ZZ Top,Jesus Just Left Chicago,2017-12-05 00:33:00
The Doobie Brothers,Jesus Is Just Alright With Me,2017-12-05 00:29:00
Big Star,Jesus Christ,2017-12-05 00:26:00
The Allman Brothers,Jessica,2017-12-05 00:19:00
Genya Raven,Jerry's Pigeons,2017-12-05 00:14:00
T Rex,Jeepster,2017-12-05 00:10:00
John Lennon,Jealous Guy,2017-12-05 00:06:00
Bob Marley & The Wailers,Jamming,2017-12-05 00:02:00
