Artist,Title,Air Time
Run-DMC,Peter Piper,2018-12-04 23:57:00
Art Of Noise,Peter Gunn Theme,2018-12-04 23:52:00
The Ramones,Pet Sematary,2018-12-04 23:49:00
"Joe ""King"" Carrasco And The Crowns",Person Person,2018-12-04 23:44:00
The Chameleons,Perfume Garden,2018-12-04 23:40:00
Scritti Politti,Perfect Way,2018-12-04 23:34:00
Lloyd Cole & The Commotions,Perfect Skin,2018-12-04 23:31:00
R. E. M.,Perfect Circle,2018-12-04 23:28:00
Fairgroung Attraction,Perfect,2018-12-04 23:24:00
The Jim Carroll Band,People Who Died,2018-12-04 23:18:00
Depeche Mode,People Are People,2018-12-04 23:15:00
Heaven 17,Penthouse & Pavement,2018-12-04 23:06:00
Siouxsie & The Banshees,Peek-a-boo,2018-12-04 23:03:00
Cocteau Twins,Pearly-Dewdrops' Drops,2018-12-04 22:58:00
Lenny White/Twennynine,Peanut Butter,2018-12-04 22:55:00
"10,000 Maniacs",Peace Train,2018-12-04 22:50:00
David Bowie & Bing Crosby,Peace On Earth/little Drummer Boy,2018-12-04 22:45:00
Neil Young,Payola Blues,2018-12-04 22:42:00
David Lindley,Pay The Man,2018-12-04 22:39:00
Beastie Boys,Paul Revere,2018-12-04 22:34:00
Guns n Roses,Patience,2018-12-04 22:28:00
Lucinda Williams,Passionate Kisses,2018-12-04 22:26:00
Teardrop Explodes,Passionate Friend,2018-12-04 22:22:00
Musical Youth,Pass The Dutchie,2018-12-04 22:18:00
Prince,Partyup,2018-12-04 22:13:00
B-52's,Party Out Of Bounds,2018-12-04 22:10:00
Linda Ronstadt,Party Girl,2018-12-04 22:05:00
Fishbone,Party At Ground Zero,2018-12-04 21:58:00
Eddie Murphy,Party All The Time,2018-12-04 21:54:00
Galaxie 500,Parking Lot,2018-12-04 21:48:00
DJ Jazzy Jeff & The Fresh Prince,Parents Just Don't Understand,2018-12-04 21:46:00
Art Of Noise,Paranoimia,2018-12-04 21:39:00
Todd Rundgren,Parallel Lines,2018-12-04 21:34:00
Guns n Roses,Paradise City,2018-12-04 21:27:00
Herbie Hancock,Parade,2018-12-04 21:20:00
Pigbag,Papa's Got A Brand New Pigbag,2018-12-04 21:15:00
Madonna,Papa Don't Preach,2018-12-04 21:11:00
The Smiths,Panic,2018-12-04 21:09:00
Van Halen,Panama,2018-12-04 21:04:00
Toto,Pamela,2018-12-04 20:59:00
The Ramones,Palisades Park,2018-12-04 20:56:00
The Wake,Pale Spectre,2018-12-04 20:52:00
Tears For Fears,Pale Shelter,2018-12-04 20:48:00
Prince & The Revolution,Paisley Park,2018-12-04 20:43:00
James McMurtry,Painting By Numbers,2018-12-04 20:37:00
Eric B & Rakim,Paid In Full,2018-12-04 20:33:00
The Pretenders,Pack It Up,2018-12-04 20:29:00
Michael Jackson,P.Y.T. (Pretty Young Thing),2018-12-04 20:24:00
Yes,Owner Of A Lonely Heart,2018-12-04 20:20:00
The Clash,Overpowered By Funk,2018-12-04 20:15:00
Men At Work,Overkill,2018-12-04 20:11:00
Mission Of Burma,Outlaw,2018-12-04 20:08:00
Hall & Oates,Out Of Touch,2018-12-04 20:04:00
Died Pretty,Out Of The Unknown,2018-12-04 20:00:00
The Dream Syndicate,Out Of The Grey,2018-12-04 19:55:00
U2,Out Of Control,2018-12-04 19:51:00
Bruce Springsteen,Out In The Street,2018-12-04 19:44:00
Was (Not Was),Out Come The Freaks,2018-12-04 19:39:00
Robert Plant,Other Arms,2018-12-04 19:21:00
Metallica,Orion,2018-12-04 19:13:00
Enya,Orinocco Flow,2018-12-04 19:09:00
R. E. M.,Orange Crush,2018-12-04 19:04:00
