Artist,Title,Air Time
James Taylor,Secret O'Life,2016-12-11 23:56:00
Bruce Springsteen,Secret Garden,2016-12-11 23:49:00
Johnny Rivers,Secret Agent Man,2016-12-11 23:46:00
Devo,Secret Agent Man,2016-12-11 23:43:00
Fleetwood Mac,Second Hand News,2016-12-11 23:40:00
Dwight Yoakam,Second Hand Heart,2016-12-11 23:36:00
Public Image Ltd.,Seattle,2016-12-11 23:32:00
Future Islands,Seasons (Waiting On You),2016-12-11 23:27:00
Luna,Season Of The Witch,2016-12-11 23:22:00
Donovan,Season Of The Witch,2016-12-11 23:17:00
The Honeydrippers,Sea of Love,2016-12-11 23:14:00
Blind Faith,Sea Of Joy,2016-12-11 23:07:00
Rosanne Cash,Sea Of Heartbreak,2016-12-11 23:04:00
Dennis Coffey,Scorpio,2016-12-11 23:00:00
Alice Cooper,School's Out,2016-12-11 22:56:00
Stanley Clarke,School Days,2016-12-11 22:47:00
Chuck Berry,School Days,2016-12-11 22:44:00
Johnny Clegg & Savuka,Scatterlings Of Africa,2016-12-11 22:41:00
David Bowie,Scary Monsters,2016-12-11 22:35:00
Grateful Dead,Scarlet Begonias,2016-12-11 22:31:00
Simon & Garfunkel,Scarborough Fair/ Canticle,2016-12-11 22:28:00
Counting Crows,Scarecrow,2016-12-11 22:23:00
Red Hot Chili Peppers,Scar Tissue,2016-12-11 22:20:00
Fleetwood Mac,Say You Love Me,2016-12-11 22:16:00
Langhorne Slim,Say Yes,2016-12-11 22:13:00
James,Say Something,2016-12-11 22:08:00
Stevie Ray Vaughan,Say What,2016-12-11 22:03:00
Monsters of Folk,Say Please,2016-12-11 22:00:00
De La Soul,Say No Go,2016-12-11 21:55:00
James Brown,"Say It Loud, I'm Black And I'm Proud Pt 1",2016-12-11 21:52:00
Weezer,Say It Ain't So,2016-12-11 21:47:00
Michael Franti & Spearhead,Say Hey (I Love You),2016-12-11 21:44:00
Billy Joel,Say Goodbye To Hollywood,2016-12-11 21:39:00
The Beatles,Savoy Truffle,2016-12-11 21:34:00
The Fixx,Saved By Zero,2016-12-11 21:30:00
Eagle-Eye Cherry,Save Tonight,2016-12-11 21:27:00
The Drifters,Save The Last Dance For Me,2016-12-11 21:24:00
Laura Nyro,Save The Country,2016-12-11 21:20:00
The English Beat,Save It For Later,2016-12-11 21:15:00
The Jayhawks,Save It For A Rainy Day,2016-12-11 21:12:00
Hiss Golden Messenger,Saturday's Song,2016-12-11 21:06:00
Cracker,Satisfy You,2016-12-11 21:03:00
Anderson East,Satisfy Me,2016-12-11 21:00:00
Otis Redding,Satisfaction (I Can't Get No),2016-12-11 20:55:00
Rickie Lee Jones,Satellites,2016-12-11 20:48:00
Lou Reed,Satellite Of Love,2016-12-11 20:45:00
Fleetwood Mac,Sara,2016-12-11 20:39:00
Bob Dylan,Sara,2016-12-11 20:34:00
Beirut,Santa Fe,2016-12-11 20:30:00
Johnny Cash,San Quentin,2016-12-11 20:27:00
Scott McKenzie,San Francisco (Be Sure To Wear Flowers In Your Hair),2016-12-11 20:24:00
Eric Burdon & The Animals,San Franciscan Nights,2016-12-11 20:20:00
Tom Waits,San Diego Serenade,2016-12-11 20:17:00
Grateful Dead,Samson & Delilah,2016-12-11 20:14:00
Phish,Sample In A Jar,2016-12-11 20:07:00
Joni Mitchell,Same Situation,2016-12-11 20:04:00
John Prine,Sam Stone,2016-12-11 20:00:00
The Rolling Stones,Salt Of The Earth,2016-12-11 19:55:00
Lou Reed,Sally Can't Dance,2016-12-11 19:51:00
The Shins,Saint Simon,2016-12-11 19:46:00
Mark Knopfler,Sailing To Philadelphia,2016-12-11 19:41:00
Robert Palmer,Sailing Shoes/Hey Julia/Sneakin' Sally Through The Alley,2016-12-11 19:31:00
Little Feat,Sailin' Shoes,2016-12-11 19:28:00
The Beach Boys,"Sail On, Sailor",2016-12-11 19:25:00
Randy Newman,Sail Away,2016-12-11 19:21:00
David Gray,Sail Away,2016-12-11 19:16:00
Jane Siberry,Sail Across The Water,2016-12-11 19:08:00
Massive Attack,Safe From Harm,2016-12-11 19:03:00
The Clash,Safe European Home,2016-12-11 18:59:00
Dave Mason,Sad And Deep As You,2016-12-11 18:55:00
Beastie Boys,Sabotage,2016-12-11 18:53:00
Abba,S.O.S.,2016-12-11 18:49:00
Kate Bush,Running Up That Hill,2016-12-11 18:44:00
Roy Orbison,Running Scared,2016-12-11 18:42:00
Joan Osborne,Running Out Of Time,2016-12-11 18:37:00
Amos Lee,Running Out Of Time,2016-12-11 18:33:00
Jackson Browne,Running On Empty,2016-12-11 18:29:00
Tom Petty,Runnin' Down A Dream,2016-12-11 18:24:00
The Killers,Runaways,2016-12-11 18:21:00
Soul Asylum,Runaway Train,2016-12-11 18:15:00
The Temptations,"Runaway Child, Running Wild",2016-12-11 18:11:00
Del Shannon,Runaway,2016-12-11 18:07:00
Creedence Clearwater Revival,Run Through The Jungle,2016-12-11 18:04:00
Slade,Run Runaway,2016-12-11 18:00:00
Moby,Run On,2016-12-11 17:56:00
The Beatles,Run For Your Life,2016-12-11 17:54:00
Blues Traveler,Run Around,2016-12-11 17:48:00
Snow Patrol,Run,2016-12-11 17:44:00
Adele,Rumor Has It,2016-12-11 17:40:00
Link Wray,Rumble,2016-12-11 17:38:00
The Specials,"Rudy, A  Message To You",2016-12-11 17:33:00
The Clash,Rudie Can't Fail,2016-12-11 17:30:00
The Rolling Stones,Ruby Tuesday,2016-12-11 17:26:00
Kaiser Chiefs,Ruby,2016-12-11 17:23:00
Jerry Garcia,Rubin & Cherise,2016-12-11 17:16:00
Elvis Presley,Rubberneckin',2016-12-11 17:14:00
The Spinners,Rubberband Man,2016-12-11 17:05:00
Kate Bush,Rubberband Girl,2016-12-11 17:01:00
The Police,Roxanne,2016-12-11 16:57:00
Yes,Roundabout,2016-12-11 16:48:00
Shawn Colvin,Round Of Blues,2016-12-11 16:42:00
Counting Crows,Round Here,2016-12-11 16:37:00
Neil Young,Round & Round (It Won't Be Long),2016-12-11 16:31:00
Van Morrison,Rough God Goes Riding,2016-12-11 16:23:00
Pete Townshend,Rough Boys,2016-12-11 16:19:00
Jackson Browne,Rosie,2016-12-11 16:16:00
St. Germain,Rose Rouge,2016-12-11 16:07:00
Bruce Springsteen,Rosalita,2016-12-11 16:00:00
Bob Marley & The Wailers,"Roots, Rock, Reggae",2016-12-11 15:56:00
John Mayall,Room To Move,2016-12-11 15:52:00
Steve Forbert,Romeo's Tune,2016-12-11 15:47:00
Indigo Girls,Romeo & Juliet,2016-12-11 15:43:00
Dire Straits,Romeo & Juliet,2016-12-11 15:37:00
Adele,Rolling In The Deep,2016-12-11 15:32:00
R. L. Burnside,Rollin' Tumblin' (remix),2016-12-11 15:28:00
Muddy Waters,Rollin' Stone,2016-12-11 15:24:00
Quilt,Roller,2016-12-11 15:20:00
Dawes,Roll With The Punches,2016-12-11 15:14:00
Oasis,Roll With It,2016-12-11 15:10:00
Meg Mac,Roll Up Your Sleeves,2016-12-11 15:05:00
Little Feat,Roll Um Easy,2016-12-11 15:02:00
Del Amitri,Roll To Me,2016-12-11 15:00:00
Electric Light Orchestra,Roll Over Beethoven,2016-12-11 14:52:00
Chuck Berry,Roll Over Beethoven,2016-12-11 14:50:00
Mumford & Sons,Roll Away Your Stone,2016-12-11 14:45:00
Mott The Hoople,Roll Away The Stone,2016-12-11 14:42:00
Leon Russell,Roll Away The Stone,2016-12-11 14:39:00
Neil Young,Roll Another Number (For The Road),2016-12-11 14:36:00
Warren Zevon,Roland The Headless Thompson Gunner,2016-12-11 14:31:00
G Love & Special Sauce,Rodeo Clowns,2016-12-11 14:28:00
Joe Walsh,Rocky Mountain Way,2016-12-11 14:23:00
John Denver,Rocky Mountain High,2016-12-11 14:18:00
The Rolling Stones,Rocks Off,2016-12-11 14:13:00
Larry Williams,Rockin' Pneumonia,2016-12-11 14:11:00
Neil Young,Rockin' In The Free World,2016-12-11 14:05:00
Roy Brown,Rockin' At Midnight,2016-12-11 14:02:00
Tom Petty & The Heartbreakers,Rockin' Around (With You),2016-12-11 14:00:00
Elton John,Rocket Man,2016-12-11 13:55:00
Little Feat,Rocket In My Pocket,2016-12-11 13:52:00
Jackie Breston & His Delta Cats,Rocket 88,2016-12-11 13:48:00
The Ramones,Rockaway Beach,2016-12-11 13:46:00
Electric Light Orchestra,Rockaria!,2016-12-11 13:43:00
Michael Jackson,Rock With You,2016-12-11 13:39:00
Stray Cats,Rock This Town,2016-12-11 13:36:00
The Clash,Rock The Casbah,2016-12-11 13:31:00
Hues Corporation,Rock The Boat,2016-12-11 13:28:00
Aretha Franklin,Rock Steady,2016-12-11 13:25:00
Alton Ellis & The Flames,Rock Steady,2016-12-11 13:22:00
T Rex,Rock On,2016-12-11 13:17:00
David Essex,Rock On,2016-12-11 13:14:00
Oasis,Rock N Roll Star,2016-12-11 13:09:00
Cake,Rock 'n' Roll Lifestyle,2016-12-11 13:03:00
Boston,Rock N Roll Band,2016-12-11 13:00:00
Jackson Browne,Rock Me On The Water,2016-12-11 12:56:00
Muddy Waters,Rock Me,2016-12-11 12:50:00
B-52's,Rock Lobster,2016-12-11 12:43:00
Bill Haley & His Comets,Rock Around The Clock,2016-12-11 12:41:00
Buffalo Springfield,Rock And Roll Woman,2016-12-11 12:38:00
Traffic,Rock And Roll Stew,2016-12-11 12:32:00
Danny & The Juniors,Rock And Roll Is Here To Stay,2016-12-11 12:30:00
Rick Derringer,"Rock and Roll, Hoochie Koo",2016-12-11 12:26:00
Little Feat,Rock And Roll Doctor,2016-12-11 12:21:00
AC/DC,Rock And Roll Ain't Noise Pollution,2016-12-11 12:17:00
Led Zeppelin,Rock And Roll,2016-12-11 12:13:00
Chuck Berry,Rock & Roll Music,2016-12-11 12:09:00
Kiss,Rock & Roll All Nite,2016-12-11 12:04:00
The Velvet Underground,Rock & Roll,2016-12-11 12:00:00
Genesis,"Robbery, Assault & Battery",2016-12-11 11:53:00
B-52's,Roam,2016-12-11 11:46:00
Al Stewart,Roads To Moscow,2016-12-11 11:38:00
The Modern Lovers,Roadrunner,2016-12-11 11:32:00
Jr. Walker & The All-Stars,Roadrunner,2016-12-11 11:29:00
The Doors,Roadhouse Blues,2016-12-11 11:25:00
Talking Heads,Road to Nowhere,2016-12-11 11:19:00
Stevie Ray Vaughan,Riviera Paradise,2016-12-11 11:10:00
The Melodians,Rivers of Babylon,2016-12-11 11:04:00
Nick Drake,Riverman,2016-12-11 11:00:00
Ike & Tina Turner,River Deep Mountain High,2016-12-11 10:57:00
The Record Company,Rita Mae Young,2016-12-11 10:53:00
Public Image Ltd.,Rise,2016-12-11 10:45:00
Grateful Dead,Ripple,2016-12-11 10:41:00
Little Richard,Rip It Up,2016-12-11 10:39:00
