Artist,Title,Air Time
Three Dog Night,Shambala,2017-12-08 23:50:00
MC5,Shakin' Street,2017-12-08 23:46:00
The Who,Shakin' All Over,2017-12-08 23:42:00
The Temptations,Shakey Ground,2017-12-08 23:38:00
Grateful Dead,Shakedown Street,2017-12-08 23:33:00
The Bar-Kays,Shake Your Rump To The Funk,2017-12-08 23:29:00
Tommy Bolin,Shake The Devil,2017-12-08 23:26:00
Nick Lowe,Shake That Rat,2017-12-08 23:24:00
Flamin' Groovies,Shake Some Action,2017-12-08 23:18:00
Anne Murray,Shadows In The Moonlight,2017-12-08 23:14:00
Tom Petty & The Heartbreakers,Shadow Of A Doubt,2017-12-08 23:10:00
Andy Gibb,Shadow Dancing,2017-12-08 23:04:00
Crosby Stills & Nash,Shadow Captain,2017-12-08 23:00:00
Banbarra,Shack Up,2017-12-08 22:53:00
Ian Dury & The Blockheads,Sex & Drugs & Rock & Roll,2017-12-08 22:50:00
The Sex Pistols,Seventeen,2017-12-08 22:46:00
Ron Wood,Seven Days,2017-12-08 22:42:00
Iain Matthews,Seven Bridges Road,2017-12-08 22:38:00
Earth Wind & Fire,Serpentine Fire,2017-12-08 22:34:00
Willie Nelson,September Song,2017-12-08 22:29:00
Neil Diamond,September Morn,2017-12-08 22:25:00
Big Star,September Gurls,2017-12-08 22:23:00
Earth Wind & Fire,September,2017-12-08 22:19:00
Fleetwood Mac,Sentimental Lady,2017-12-08 22:13:00
Bob Welch,Sentimental Lady,2017-12-08 22:11:00
J. J. Cale,Sensitive Kind,2017-12-08 22:06:00
Bob Dylan,Senor (tales Of Yankee Power),2017-12-08 22:00:00
Elvis Costello,Senior Service,2017-12-08 21:57:00
Grin,See What Love,2017-12-08 21:52:00
Neil Young,See The Sky About To Rain,2017-12-08 21:46:00
Crosby Stills & Nash,See The Changes,2017-12-08 21:43:00
Television,See No Evil,2017-12-08 21:40:00
James Taylor,Secret O'Life,2017-12-08 21:33:00
Devo,Secret Agent Man,2017-12-08 21:30:00
Fleetwood Mac,Second Hand News,2017-12-08 21:27:00
Terry Jacks,Seasons In The Sun,2017-12-08 21:24:00
Iggy & The Stooges,Search And Destroy,2017-12-08 21:18:00
Hall & Oates,Screaming Through December,2017-12-08 21:11:00
Dennis Coffey,Scorpio,2017-12-08 21:07:00
XTC,Science Friction,2017-12-08 21:00:00
Rocky Horror Picture Show Cast,Science Fiction Double Feature,2017-12-08 20:55:00
Alice Cooper,School's Out,2017-12-08 20:52:00
Stanley Clarke,School Days,2017-12-08 20:41:00
Average White Band,School Boy Crush,2017-12-08 20:37:00
Supertramp,School,2017-12-08 20:31:00
Billy Joel,Scenes From An Italian Restaurant,2017-12-08 20:23:00
Grateful Dead,Scarlet Begonias,2017-12-08 20:19:00
Fleetwood Mac,Say You Love Me,2017-12-08 20:14:00
Billy Joel,Say Goodbye To Hollywood,2017-12-08 20:10:00
The 5th Dimension,Save The Country,2017-12-08 20:07:00
Marvin Gaye,Save The Children,2017-12-08 20:03:00
The Jam,Saturday's Kids,2017-12-08 20:00:00
Graham Parker,Saturday Nite Is Dead,2017-12-08 19:56:00
Elton John,Saturday Night's Alright For Fighting,2017-12-08 19:51:00
Bay City Rollers,Saturday Night,2017-12-08 19:48:00
Chicago,Saturday In The Park,2017-12-08 19:44:00
Mott The Hoople,Saturday Gigs,2017-12-08 19:40:00
Lou Reed,Satellite Of Love,2017-12-08 19:36:00
Hall & Oates,Sara Smile,2017-12-08 19:33:00
Fleetwood Mac,Sara,2017-12-08 19:28:00
Bob Dylan,Sara,2017-12-08 19:23:00
Quincy Jones,Sanford & Son Theme (The Streetbeater),2017-12-08 19:20:00
Fleetwood Mac,Sands of Time,2017-12-08 19:13:00
America,Sandman,2017-12-08 19:07:00
Pink Floyd,San Tropez,2017-12-08 19:03:00
Tom Waits,San Diego Serenade,2017-12-08 19:00:00
Frank Zappa,San Ber'dino,2017-12-08 18:54:00
Grateful Dead,Samson & Delilah,2017-12-08 18:49:00
Joni Mitchell,Same Situation,2017-12-08 18:46:00
Santana,Samba Pa Ti,2017-12-08 18:41:00
John Prine,Sam Stone,2017-12-08 18:36:00
Lou Reed,Sally Can't Dance,2017-12-08 18:32:00
Van Morrison,Saint Dominic's Preview,2017-12-08 18:25:00
Robert Palmer,Sailing Shoes/Hey Julia/Sneakin' Sally Through The Alley,2017-12-08 18:14:00
Little Feat,Sailin' Shoes,2017-12-08 18:12:00
The Beach Boys,"Sail On, Sailor",2017-12-08 18:07:00
The Commodores,Sail On,2017-12-08 18:03:00
Randy Newman,Sail Away,2017-12-08 18:00:00
The Clash,Safe European Home,2017-12-08 17:56:00
Neil Young,Saddle Up The Palomino,2017-12-08 17:50:00
Lou Reed,Sad Song,2017-12-08 17:43:00
Robert John,Sad Eyes,2017-12-08 17:38:00
Dave Mason,Sad And Deep As You,2017-12-08 17:35:00
Daryl Hall,Sacred Songs,2017-12-08 17:31:00
Love Sculpture,Sabre Dance,2017-12-08 17:25:00
Abba,S.O.S.,2017-12-08 17:22:00
Jackson Browne,Running On Empty,2017-12-08 17:17:00
Brand X,Running Of Three,2017-12-08 17:09:00
David Bowie,Running Gun Blues,2017-12-08 17:06:00
Thin Lizzy,Running Back,2017-12-08 17:03:00
Roy Ayers,Running Away,2017-12-08 17:00:00
Van Halen,Runnin' With The Devil,2017-12-08 16:56:00
Jefferson Starship,Runaway,2017-12-08 16:52:00
Bad Company,Run With The Pack,2017-12-08 16:44:00
Bee Gees,Run To Me,2017-12-08 16:41:00
Creedence Clearwater Revival,Run Through The Jungle,2017-12-08 16:38:00
Pink Floyd,Run Like Hell,2017-12-08 16:33:00
J.D. Souther,Run Like A Thief,2017-12-08 16:30:00
David Geddes,Run Joey Run,2017-12-08 16:26:00
Sad Cafe,Run Home Girl,2017-12-08 16:21:00
Blackfoot,Run And Hide,2017-12-08 16:17:00
David Sancious,Run,2017-12-08 16:14:00
The Specials,"Rudy, A Message To You",2017-12-08 16:11:00
The Clash,Rudie Can't Fail,2017-12-08 16:08:00
The Clash,Rudie Can't Fail,2017-12-08 16:07:00
Jerry Garcia Band,Rubin And Cherise,2017-12-08 16:01:00
The Spinners,Rubberband Man,2017-12-08 15:52:00
10cc,Rubber Bullets,2017-12-08 15:46:00
The Blues Brothers,Rubber Biscuit,2017-12-08 15:43:00
The Police,Roxanne,2017-12-08 15:40:00
Grateful Dead,Row Jimmy,2017-12-08 15:32:00
Yes,Roundabout,2017-12-08 15:24:00
Jackson Browne,Rosie,2017-12-08 15:19:00
Bruce Springsteen,Rosalita,2017-12-08 15:12:00
Brian Auger & Julie Tippetts,Rope Ladder To The Moon,2017-12-08 15:06:00
Bob Marley & The Wailers,"Roots, Rock, Reggae",2017-12-08 15:02:00
Steve Forbert,Romeo's Tune,2017-12-08 14:59:00
Ernie Graham,Romeo & The Lonely Girl,2017-12-08 14:56:00
Little Feat,Romance Dance,2017-12-08 14:52:00
Nick Lowe,Rollers Show,2017-12-08 14:48:00
Jim Croce,Roller Derby Queen,2017-12-08 14:44:00
REO Speedwagon,Roll With The Changes,2017-12-08 14:38:00
Little Feat,Roll Um Easy,2017-12-08 14:36:00
Electric Light Orchestra,Roll Over Beethoven,2017-12-08 14:27:00
Bachman-Turner Overdrive,Roll On Down The Highway,2017-12-08 14:23:00
Derek & The Dominos,Roll It Over,2017-12-08 14:19:00
Eric Clapton,Roll It,2017-12-08 14:15:00
Mott The Hoople,Roll Away The Stone,2017-12-08 14:11:00
Leon Russell,Roll Away The Stone,2017-12-08 14:08:00
Neil Young,Roll Another Number (For The Road),2017-12-08 14:04:00
Warren Zevon,Roland The Headless Thompson Gunner,2017-12-08 14:00:00
Joe Walsh,Rocky Mountain Way,2017-12-08 13:55:00
John Denver,Rocky Mountain High,2017-12-08 13:49:00
The Rolling Stones,Rocks Off,2017-12-08 13:44:00
The Doobie Brothers,Rockin' Down The Highway,2017-12-08 13:40:00
Tom Petty & The Heartbreakers,Rockin' Around (With You),2017-12-08 13:37:00
Suicide,Rocket U.S.A.,2017-12-08 13:33:00
Elton John,Rocket Man,2017-12-08 13:28:00
Little Feat,Rocket In My Pocket,2017-12-08 13:25:00
Paul McCartney & Wings,Rockestra Theme,2017-12-08 13:21:00
Augustus Pablo,Rockers Rock,2017-12-08 13:18:00
The Ramones,Rockaway Beach,2017-12-08 13:16:00
Electric Light Orchestra,Rockaria!,2017-12-08 13:13:00
Steve Miller Band,Rock'n Me,2017-12-08 13:09:00
George McCrae,Rock Your Baby,2017-12-08 13:03:00
Montrose,Rock The Nation,2017-12-08 13:00:00
Hues Corporation,Rock The Boat,2017-12-08 12:56:00
Aretha Franklin,Rock Steady,2017-12-08 12:53:00
Patrick Cowley,The Runner,2017-12-08 12:18:00
T Rex,Rock On,2017-12-08 11:56:00
David Essex,Rock On,2017-12-08 11:53:00
Boston,Rock N Roll Band,2017-12-08 11:50:00
Jefferson Starship,Rock Music,2017-12-08 11:46:00
Jackson Browne,Rock Me On The Water,2017-12-08 11:41:00
Andy Kim,Rock Me Gently,2017-12-08 11:37:00
Lyn Collins,Rock Me Again And Again And Again And Again,2017-12-08 11:34:00
Muddy Waters,Rock Me,2017-12-08 11:30:00
B-52's,Rock Lobster,2017-12-08 11:22:00
Bachman-Turner Overdrive,"Rock Is My Life, And This Is My Song",2017-12-08 11:17:00
Cheech & Chong,Rock Fight,2017-12-08 11:14:00
The Blackbyrds,Rock Creek Park,2017-12-08 11:06:00
Rick Derringer,"Rock and Roll, Hoochie Koo",2017-12-08 11:03:00
Johnny Winter,"Rock and Roll, Hoochie Koo",2017-12-08 10:59:00
Traffic,Rock And Roll Stew,2017-12-08 10:55:00
Mott The Hoople,Rock And Roll Queen,2017-12-08 10:49:00
The Ramones,Rock And Roll High School,2017-12-08 10:47:00
Little Feat,Rock And Roll Doctor,2017-12-08 10:42:00
Led Zeppelin,Rock And Roll,2017-12-08 10:39:00
Rose Tattoo,Rock & Roll Outlaw,2017-12-08 10:35:00
Ten Years After,Rock & Roll Music To The World,2017-12-08 10:32:00
B.J. Thomas,Rock & Roll Lullaby,2017-12-08 10:26:00
Bay City Rollers,Rock & Roll Love Letter,2017-12-08 10:23:00
Kiss,Rock & Roll All Nite,2017-12-08 10:19:00
The Velvet Underground,Rock & Roll,2017-12-08 10:14:00
David Bowie,Rock 'N' Roll Suicide,2017-12-08 10:11:00
David Bowie,Rock 'N Roll With Me,2017-12-08 10:07:00
