Artist,Title,Air Time
The Eagles,Wasted Time,2017-12-11 20:24:00
Stiff Little Fingers,Wasted Life,2017-12-11 20:20:00
Freddy Fender,Wasted Days And Wasted Nights,2017-12-11 20:18:00
Black Flag,Wasted,2017-12-11 20:17:00
Paul Simon,Was A Sunny Day,2017-12-11 20:13:00
Fleetwood Mac,Warm Ways,2017-12-11 20:08:00
Black Sabbath,War Pigs,2017-12-11 20:00:00
Max Romeo,War Ina  Babylon,2017-12-11 19:55:00
Edwin Starr,War,2017-12-11 19:50:00
Bob Marley & The Wailers,War,2017-12-11 19:46:00
Bob Marley & The Wailers,Want More,2017-12-11 19:42:00
The Honey Cone,Want Ads,2017-12-11 19:38:00
Jackson Browne,Walking Slow,2017-12-11 19:34:00
The Police,Walking On The Moon,2017-12-11 19:29:00
James Taylor,Walking Man,2017-12-11 19:23:00
Traffic,Walking In The Wind,2017-12-11 19:17:00
The Blackbyrds,Walking In Rhythm,2017-12-11 19:12:00
Bonnie Raitt,Walking Blues,2017-12-11 19:10:00
Mott The Hoople,Walkin' With A Mountain,2017-12-11 19:05:00
Love Unlimited,Walkin' In The Rain With The One I Love,2017-12-11 19:00:00
Aerosmith,Walk This Way,2017-12-11 18:56:00
Lou Reed,Walk on the Wild Side,2017-12-11 18:51:00
The Stranglers,Walk On By,2017-12-11 18:45:00
The Stranglers,Walk On By,2017-12-11 18:44:00
Neil Young,Walk On,2017-12-11 18:42:00
Grand Funk Railroad,Walk Like A Man (You Can Call Me Your Man),2017-12-11 18:38:00
David Ruffin,Walk Away From Love,2017-12-11 18:32:00
David Ruffin,Walk Away From Love,2017-12-11 18:31:00
James Gang,Walk Away,2017-12-11 18:28:00
Trapeze,"Wake Up, Shake Up",2017-12-11 18:24:00
Harold Melvin & The Bluenotes,Wake Up Everybody,2017-12-11 18:19:00
Bob Marley & The Wailers,Waiting In Vain,2017-12-11 18:15:00
Graham Parker,Waiting For The UFO's,2017-12-11 18:12:00
The Doors,Waiting For The Sun,2017-12-11 18:06:00
ZZ Top,Waiting For The Bus,2017-12-11 18:04:00
Cheech & Chong,Waiting For Dave (clip),2017-12-11 18:03:00
Dave Mason,Waitin' On You,2017-12-11 18:00:00
George Harrison,Wah-wah,2017-12-11 17:54:00
Harry Chapin,W*O*L*D,2017-12-11 17:47:00
Return To Forever,Vulcan Worlds,2017-12-11 17:39:00
The Isley Brothers,Voyage To Atlantis,2017-12-11 17:33:00
Jimmy Buffett,Volcano,2017-12-11 17:30:00
Can,Vitamin C,2017-12-11 17:26:00
Roxy Music,Virginia Plain,2017-12-11 17:23:00
Don McLean,Vincent,2017-12-11 17:19:00
Stevie Wonder,Village Ghetto Land,2017-12-11 17:15:00
The Buggles,Video Killed The Radio Star,2017-12-11 17:10:00
The Good Rats,Victory In Space,2017-12-11 17:07:00
The Eagles,Victim Of Love,2017-12-11 17:03:00
Lou Reed,Vicious,2017-12-11 17:00:00
Gary Burton,Vibrafinger,2017-12-11 16:53:00
Paul McCartney & Wings,Venus And Mars/Rockshow,2017-12-11 16:47:00
Television,Venus,2017-12-11 16:43:00
America,Ventura Highway,2017-12-11 16:40:00
Jethro Tull,Velvet Green,2017-12-11 16:33:00
Ides Of March,Vehicle,2017-12-11 16:30:00
Neil Young,Vampire Blues,2017-12-11 16:25:00
Paul McCartney,Valentine Day,2017-12-11 16:23:00
The O'Jays,Use Ta Be My Girl,2017-12-11 16:20:00
Bill Withers,Use Me,2017-12-11 16:17:00
Pink Floyd,Us And Them,2017-12-11 16:08:00
Althea & Donna,Uptown Top Rankin,2017-12-11 16:03:00
Diana Ross & The Supremes,Up The Ladder To The Roof,2017-12-11 16:00:00
Squeeze,Up The Junction,2017-12-11 15:56:00
Leo Kottke,Up Tempo,2017-12-11 15:55:00
Laura Nyro,Up On The Roof,2017-12-11 15:51:00
Parliament,Up For The Down Stroke,2017-12-11 15:48:00
Creedence Clearwater Revival,Up Around The Bend,2017-12-11 15:45:00
Tom Robinson Band,Up Against the Wall,2017-12-11 15:42:00
Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),2017-12-11 15:38:00
10cc,Une Nuit A Paris,2017-12-11 15:29:00
Curtis Mayfield,Underground,2017-12-11 15:24:00
Alan O'Day,Undercover Angel,2017-12-11 15:21:00
Jackson Browne,Under The Falling Sky,2017-12-11 15:16:00
Bonnie Raitt,Under The Falling Sky,2017-12-11 15:12:00
Alice Cooper,Under My Wheels,2017-12-11 15:08:00
Devo,Uncontrollable Urge,2017-12-11 15:05:00
Aerosmith,Uncle Salty,2017-12-11 15:01:00
Grateful Dead,Uncle John's Band,2017-12-11 14:56:00
Paul McCartney,Uncle Albert / Admiral Halsey,2017-12-11 14:49:00
Willie Nelson,Unchained Melody,2017-12-11 14:46:00
Grateful Dead,Unbroken Chain,2017-12-11 14:39:00
Dyke & The Blazers,Uhh Parts 1 & 2,2017-12-11 14:33:00
Talking Heads,Uh-oh Love Comes To Town,2017-12-11 14:29:00
Grateful Dead,U.S. Blues,2017-12-11 14:25:00
The Slits,Typical Girls,2017-12-11 14:21:00
Little Feat,Two Trains,2017-12-11 14:18:00
Eddie Money,Two Tickets To Paradise,2017-12-11 14:14:00
Culture,Two Sevens Clash,2017-12-11 14:10:00
Meatloaf,Two Out Of Three Ain't Bad,2017-12-11 14:03:00
The Beatles,Two Of Us,2017-12-11 14:00:00
The Grass Roots,Two Divided By Love,2017-12-11 13:57:00
Genesis,Twilight Alehouse,2017-12-11 13:49:00
Robin Trower,Twice Removed From Yesterday,2017-12-11 13:45:00
David Bowie,TVC15,2017-12-11 13:39:00
The Tubes,TV Is King,2017-12-11 13:36:00
Fleetwood Mac,Tusk,2017-12-11 13:32:00
ZZ Top,Tush,2017-12-11 13:30:00
.38 Special,Turnin' To You,2017-12-11 13:26:00
John Hartford,Turn Your Radio On,2017-12-11 13:23:00
Bob Marley & The Wailers,Turn Your Lights Down Low,2017-12-11 13:19:00
The Rockets,Turn Up The Radio,2017-12-11 13:16:00
Joe Walsh,Turn To Stone,2017-12-11 13:12:00
Electric Light Orchestra,Turn To Stone,2017-12-11 13:08:00
Bob Seger & The Silver Bullet Band,Turn The Page,2017-12-11 13:02:00
Harry Nilsson,Turn On Your Radio,2017-12-11 13:00:00
Teddy Pendergrass,Turn Off The Lights,2017-12-11 12:56:00
Tyrone Davis,Turn Back The Hands Of Time,2017-12-11 12:52:00
Van Morrison,Tupelo Honey,2017-12-11 12:45:00
The Rolling Stones,Tumbling Dice,2017-12-11 12:40:00
Linda Ronstadt,Tumbling Dice,2017-12-11 12:37:00
Eric Clapton,Tulsa Time,2017-12-11 12:33:00
Lynyrd Skynyrd,Tuesday's Gone,2017-12-11 12:26:00
Mike Oldfield,Tubular Bells,2017-12-11 12:21:00
Rikki Ililonga & Musi-O-Tunya,Tsegulani,2017-12-11 12:14:00
William Bell,Tryin' To Love Two,2017-12-11 12:10:00
The Eagles,Tryin',2017-12-11 12:06:00
The Allman Brothers,Try It One More Time,2017-12-11 12:01:00
The Eagles,Try And Love Again,2017-12-11 11:56:00
Leonard Cohen,True Loves Leaves No Traces,2017-12-11 11:51:00
Steve Miller Band,True Fine Love,2017-12-11 11:47:00
Rod Stewart,True Blue,2017-12-11 11:44:00
Grateful Dead,Truckin',2017-12-11 11:39:00
Joni Mitchell,Trouble Child/Twisted,2017-12-11 11:27:00
Dave Edmunds,Trouble Boys,2017-12-11 11:24:00
Horslips,Trouble (With A Capital T),2017-12-11 11:20:00
Little Feat,Trouble,2017-12-11 11:18:00
Captain Beefheart,Tropical Hot Dog Night,2017-12-11 11:13:00
Loggins & Messina,Trilogy (Lovin' Me/To Make A Woman Feel Wanted/Peace of Mind),2017-12-11 11:00:00
The Who,Trick Of The Light,2017-12-11 10:55:00
Bob Marley & The Wailers,Trenchtown Rock,2017-12-11 10:50:00
Cornelious Brothers & Sister Rose,Treat Her Like A Lady,2017-12-11 10:48:00
