Artist,Title,Air Time
Joan Osborne,St. Theresa,2016-12-12 23:54:00
Grateful Dead,St. Stephen,2016-12-12 23:50:00
Teena Marie,Square Biz,2016-12-12 23:43:00
Black Uhuru,Sponji Reggae,2016-12-12 23:38:00
Blood Sweat & Tears,Spinning Wheel,2016-12-12 23:34:00
Bobby Darin,Splish Splash,2016-12-12 23:32:00
Pavement,Spit On A Stranger,2016-12-12 23:29:00
Nickel Creek,Spit On A Stranger,2016-12-12 23:26:00
The Police,Spirits In The Material World,2016-12-12 23:23:00
Norman Greenbaum,Spirit In The Sky,2016-12-12 23:17:00
Blind Boys Of Alabama,Spirit In The Sky,2016-12-12 23:14:00
Bruce Springsteen,Spirit In The Night,2016-12-12 23:08:00
Eric Burdon & War,Spill The Wine,2016-12-12 23:04:00
Joan Osborne,Spider Web,2016-12-12 22:59:00
Fleetwood Mac,Spare Me A Little,2016-12-12 22:55:00
Little Feat,Spanish Moon,2016-12-12 22:51:00
Aretha Franklin,Spanish Harlem,2016-12-12 22:48:00
Steve Winwood,Spanish Dancer,2016-12-12 22:42:00
David Bowie,Space Oddity,2016-12-12 22:36:00
Steve Miller Band,Space Cowboy,2016-12-12 22:31:00
Gilberto Gil,Soy Loco Por Ti America,2016-12-12 22:26:00
Tears For Fears,Sowing The Seeds Of Love,2016-12-12 22:19:00
The Hold Steady,Southtown Girls,2016-12-12 22:14:00
Ryan Bingham,Southside Of Heaven,2016-12-12 22:09:00
Allen Toussaint,Southern Nights,2016-12-12 22:05:00
Neil Young,Southern Man,2016-12-12 22:00:00
Cheap Trick,Southern Girls,2016-12-12 21:56:00
Crosby Stills & Nash,Southern Cross,2016-12-12 21:51:00
Dire Straits,Southbound Again,2016-12-12 21:47:00
The Allman Brothers,Southbound,2016-12-12 21:42:00
The Orlons,South Street,2016-12-12 21:39:00
Moby,South Side,2016-12-12 21:34:00
R. E. M.,South Central Rain,2016-12-12 21:31:00
Chicago Transit Authority,South California Purples,2016-12-12 21:25:00
Portishead,Sour Times,2016-12-12 21:21:00
David Bowie,Sound And Vision,2016-12-12 21:16:00
Isaac Hayes,Soulsville,2016-12-12 21:12:00
Gov't Mule,Soulshine,2016-12-12 21:07:00
Nick Lowe,Soulful Wind,2016-12-12 21:04:00
Young-Holt Unlimited,Soulful Strut,2016-12-12 21:02:00
The Black Crowes,Soul Singing,2016-12-12 20:57:00
Bright Eyes,Soul Singer In A Session Band,2016-12-12 20:53:00
Graham Parker,Soul Shoes,2016-12-12 20:49:00
Santana,Soul Sacrifice,2016-12-12 20:43:00
Robert Randolph & The Family Band,Soul Refreshing,2016-12-12 20:39:00
James Brown,Soul Power,2016-12-12 20:33:00
Death Cab For Cutie,Soul Meets Body,2016-12-12 20:29:00
Sam & Dave,Soul Man,2016-12-12 20:26:00
Manu Dibango,Soul Makossa,2016-12-12 20:21:00
The Doors,Soul Kitchen,2016-12-12 20:16:00
The Bar-Kays,Soul Finger,2016-12-12 20:14:00
The Box Tops,Soul Deep,2016-12-12 20:12:00
Quincy Jones,Soul Bossa Nova,2016-12-12 20:07:00
Joseph,SOS (Overboard),2016-12-12 20:04:00
Citizen Cope,Son's Gonna Rise,2016-12-12 20:00:00
Phosphorescent,Song for Zula,2016-12-12 19:54:00
Blur,Song 2,2016-12-12 19:51:00
Dusty Springfield,Son Of A Preacher Man,2016-12-12 19:48:00
Keane,Somewhere Only We Know,2016-12-12 19:45:00
U2,Sometimes You Can't Make It On Your Own,2016-12-12 19:38:00
The Black Crowes,Sometimes Salvation,2016-12-12 19:34:00
Todd Rundgren,Sometimes I Don't Know What To Feel,2016-12-12 19:30:00
The Standells,Sometimes Good Guys Don't Wear White,2016-12-12 19:27:00
The Jesus And Mary Chain,Sometimes Always,2016-12-12 19:25:00
The Airborne Toxic Event,Sometime Around Midnight,2016-12-12 19:18:00
Steve Forbert,Something's Got A Hold On Me,2016-12-12 19:15:00
Toad The Wet Sprocket,Something's Always Wrong,2016-12-12 19:08:00
B. B. King,Something You Got,2016-12-12 19:04:00
Bonnie Raitt,Something To Talk About,2016-12-12 19:01:00
Bob Dylan,Something There Is About You,2016-12-12 18:55:00
Crowded House,Something So Strong,2016-12-12 18:52:00
Bruce Springsteen,Something In The Night,2016-12-12 18:45:00
Thunderclap Newman,Something In The Air,2016-12-12 18:41:00
Lucinda Williams,Something About What Happens When We Talk,2016-12-12 18:35:00
The Beatles,Something,2016-12-12 18:32:00
Frank & Nancy Sinatra,Somethin' Stupid,2016-12-12 18:29:00
Karla Bonoff,Someone To Lay Down Beside Me,2016-12-12 18:25:00
Elton John,Someone Saved My Life Tonight,2016-12-12 18:17:00
Hozier,Someone New,2016-12-12 18:13:00
Mayer Hawthorne,Someone Like You,2016-12-12 18:07:00
Adele,Someone Like You,2016-12-12 18:03:00
Marshall Crenshaw,"Someday, Someway",2016-12-12 18:00:00
Diana Ross & The Supremes,Someday We'll Be Together,2016-12-12 17:56:00
New Radicals,Someday We'll Know,2016-12-12 17:53:00
Bob Dylan,Someday Baby,2016-12-12 17:48:00
Steve Earle,Someday,2016-12-12 17:44:00
Shawn Colvin,Someday,2016-12-12 17:40:00
100 Proof,Somebody's Been Sleeping,2016-12-12 17:36:00
Jackson Browne,Somebody's Baby,2016-12-12 17:32:00
The Killers,Somebody Told Me,2016-12-12 17:29:00
Queen,Somebody To Love,2016-12-12 17:22:00
Jefferson Airplane,Somebody To Love,2016-12-12 17:19:00
Gotye,Somebody That I Used to Know,2016-12-12 17:15:00
Lee Hazlewood & Nancy Sinatra,Some Velvet Morning,2016-12-12 17:11:00
Grand Funk Railroad,Some Kind Of Wonderful,2016-12-12 17:06:00
Soul Brothers Six,Some Kind Of Wonderful,2016-12-12 17:04:00
U2,Some Days Are Better Than Others,2016-12-12 17:00:00
Boz Scaggs,Some Change,2016-12-12 16:54:00
Brent Cobb,Solving Problems,2016-12-12 16:50:00
Peter Gabriel,Solsbury Hill,2016-12-12 16:46:00
Suzanne Vega,Solitude Standing,2016-12-12 16:41:00
Neil Diamond,Solitary Man,2016-12-12 16:38:00
Chris Isaak,Solitary Man,2016-12-12 16:35:00
Black Uhuru,Solidarity,2016-12-12 16:31:00
Dire Straits,Solid Rock,2016-12-12 16:28:00
John Martyn,Solid Air,2016-12-12 16:22:00
Sade,Soldier Of Love,2016-12-12 16:17:00
Mitch Ryder & The Detroit Wheels,Sock It To Me Baby,2016-12-12 16:14:00
Nathaniel Rateliff & The Night Sweats,SOB,2016-12-12 16:06:00
Sheryl Crow,Soak Up The Sun,2016-12-12 16:02:00
Al Green,So You're Leaving,2016-12-12 16:00:00
The Byrds,So You Want To Be A Rock And Roll Star,2016-12-12 15:57:00
Patti Smith,So You Want To Be A Rock And Roll Star,2016-12-12 15:53:00
Miles Davis,So What,2016-12-12 15:42:00
Jeff Buckley,So Real,2016-12-12 15:36:00
Dave Matthews Band,So Much To Say,2016-12-12 15:32:00
Bob Marley & The Wailers,So Much Things To Say,2016-12-12 15:27:00
The Story,So Much Mine,2016-12-12 15:22:00
Leonard Cohen,"So Long, Marianne",2016-12-12 15:17:00
The Police,So Lonely,2016-12-12 15:12:00
Nick Lowe,So It Goes,2016-12-12 15:10:00
Dave Mason,So High (Rock Me Baby And Roll Me Away),2016-12-12 15:04:00
Electric Light Orchestra,So Fine,2016-12-12 15:00:00
Dire Straits,So Far Away,2016-12-12 14:55:00
Carole King,So Far Away,2016-12-12 14:51:00
Paul Simon,So Beautiful or So What,2016-12-12 14:44:00
Ryan Adams,So Alive,2016-12-12 14:41:00
Love And Rockets,So Alive,2016-12-12 14:38:00
Lee Dorsey,Sneakin' Sally Thru The Alley,2016-12-12 14:34:00
Robert Palmer,Sneakin' Sally Through The Alley,2016-12-12 14:30:00
Junior Wells,Snatch It Back And Hold It,2016-12-12 14:26:00
Leon Bridges,Smooth Sailin',2016-12-12 14:23:00
Robert Cray,Smoking Gun,2016-12-12 14:18:00
Howlin' Wolf,Smokestack Lightnin',2016-12-12 14:15:00
The Undisputed Truth,Smiling Faces Sometimes,2016-12-12 14:12:00
Lily Allen,Smile,2016-12-12 14:08:00
Nirvana,Smells Like Teen Spirit,2016-12-12 14:02:00
