Artist,Title,Air Time
Black Sabbath,Changes,2017-11-30 23:57:00
Stephen Stills,Change Partners,2017-11-30 23:53:00
Herbie Hancock,Chameleon,2017-11-30 23:38:00
The Ramones,Chain Saw,2017-11-30 23:36:00
Steely Dan,Chain Lightning,2017-11-30 23:32:00
Tom Petty & The Heartbreakers,Century City,2017-11-30 23:28:00
The Kinks,Celluloid Heroes,2017-11-30 23:22:00
Mahavishnu Orchestra,Celestial Terrestrial Commuters,2017-11-30 23:19:00
Kenny Loggins,Celebrate Me Home,2017-11-30 23:15:00
Simon & Garfunkel,Cecilia,2017-11-30 23:12:00
Jerry Garcia,Cats Under The Stars,2017-11-30 23:05:00
Crosby Stills & Nash,Cathedral,2017-11-30 23:00:00
The Kinks,Catch Me Now I'm Falling,2017-11-30 22:54:00
Harry Chapin,Cat's In The Cradle,2017-11-30 22:49:00
Bob Weir,Cassidy,2017-11-30 22:46:00
Grateful Dead,Casey Jones,2017-11-30 22:41:00
The Doors,Cars Hiss By My Window,2017-11-30 22:37:00
Gary Numan,Cars,2017-11-30 22:33:00
Kansas,Carry On Wayward Son,2017-11-30 22:28:00
Crosby Stills Nash & Young,Carry On,2017-11-30 22:13:00
Crosby Stills Nash & Young,Carry On,2017-11-30 22:09:00
Crosby & Nash,Carry Me,2017-11-30 22:04:00
Renaissance,Carpet Of The Sun,2017-11-30 22:00:00
Led Zeppelin,Carouselambra,2017-11-30 21:50:00
Jefferson Starship,Caroline,2017-11-30 21:41:00
James Taylor,Carolina In My Mind,2017-11-30 21:38:00
The Rolling Stones,Carol,2017-11-30 21:33:00
Eric Clapton,Carnival,2017-11-30 21:29:00
Warren Zevon,Carmelita,2017-11-30 21:26:00
Joni Mitchell,Carey,2017-11-30 21:23:00
Gordon Lightfoot,Carefree Highway,2017-11-30 21:17:00
Public Image Ltd.,Careering,2017-11-30 21:13:00
The Clash,Career Opportunites,2017-11-30 21:11:00
Van Morrison,Caravan,2017-11-30 21:04:00
The Band,Caravan,2017-11-30 20:59:00
Rose Royce,Car Wash,2017-11-30 20:54:00
Joni Mitchell,Car On A Hill,2017-11-30 20:50:00
Billy Joel,Captain Jack,2017-11-30 20:43:00
Elton John,Captain Fantastic And The Brown Dirt Cowboy,2017-11-30 20:36:00
Dan Hicks & The Hot Licks,Canned Music,2017-11-30 20:32:00
Grateful Dead,Candyman,2017-11-30 20:26:00
Bruce Springsteen,Candy's Room,2017-11-30 20:24:00
Elton John,Candle In The Wind,2017-11-30 20:19:00
Marshall Tucker Band,Can't You See,2017-11-30 20:13:00
The Rolling Stones,Can't You Hear Me Knockin',2017-11-30 20:03:00
Andy Pratt,Can't Stop My Love,2017-11-30 20:00:00
The Police,Can't Stand Losing You,2017-11-30 19:57:00
Curtis Mayfield,Can't Say Nothin',2017-11-30 19:52:00
The Allman Brothers,Can't Lose What You Never Had,2017-11-30 19:47:00
Cat Stevens,Can't Keep It In,2017-11-30 19:43:00
Earth Wind & Fire,Can't Hide Love,2017-11-30 19:39:00
Harmonettes,Can't Go Halfway,2017-11-30 19:37:00
Electric Light Orchestra,Can't Get It Out Of My Head,2017-11-30 19:32:00
"Muddy Waters, Johnny Winter & James Cotton",Can't Be Satisfied,2017-11-30 19:27:00
Renaissance,Can You Understand,2017-11-30 19:17:00
Funkadelic,Can You Get to That,2017-11-30 19:15:00
Todd Rundgren,Can We Still Be Friends,2017-11-30 19:11:00
Elton John,Can I Put You On,2017-11-30 19:03:00
Neil Young,Campaigner,2017-11-30 19:00:00
Hall & Oates,Camellia,2017-11-30 18:57:00
Frank Zappa,Camarillo Brillo,2017-11-30 18:53:00
John Denver,Calypso,2017-11-30 18:47:00
Klaatu,Calling Occupants Of Interplanetary Craft,2017-11-30 18:41:00
Chicago,Call On Me,2017-11-30 18:37:00
Van Morrison,Call Me Up In Dreamland,2017-11-30 18:33:00
Lynyrd Skynyrd,Call Me the Breeze,2017-11-30 18:27:00
J. J. Cale,Call Me the Breeze,2017-11-30 18:25:00
Wings,Call Me Back Again,2017-11-30 18:19:00
Al Green,Call Me (Come Back Home),2017-11-30 18:15:00
Aretha Franklin,Call Me,2017-11-30 18:12:00
Dead Kennedys,California Uber Alles,2017-11-30 18:06:00
The Ramones,California Sun,2017-11-30 18:04:00
Cheap Trick,California Man,2017-11-30 18:00:00
Dickey Betts & Great Southern,California Blues,2017-11-30 17:55:00
The Beach Boys,California,2017-11-30 17:50:00
Joni Mitchell,California,2017-11-30 17:46:00
The Band,Caledonia Mission,2017-11-30 17:43:00
B. B. King,Caldonia,2017-11-30 17:39:00
Taj Mahal,Cakewalk Into Town,2017-11-30 17:37:00
Mink DeVille,Cadillac Walk,2017-11-30 17:32:00
Plastic Bertrand,Ca Plane Pour Moi,2017-11-30 17:29:00
John Hartford,Bye-Bye,2017-11-30 17:25:00
The Cars,Bye Bye Love,2017-11-30 17:21:00
Armageddon,Buzzard,2017-11-30 17:09:00
Rick James,Bustin' Out (On Funk),2017-11-30 17:04:00
Peter Tosh,Bush Doctor,2017-11-30 17:00:00
Muddy Waters,Bus Driver,2017-11-30 16:52:00
Elvis Presley,Burning Love,2017-11-30 16:45:00
Brian Eno,Burning Airlines Give You So Much More,2017-11-30 16:42:00
