Artist,Title,Air Time
Foghat,Wild Cherry,2017-12-12 05:46:00
Bruce Springsteen,Wild Billy's Circus Story,2017-12-12 05:40:00
Curtis Mayfield,Wild And Free,2017-12-12 05:37:00
Bloodrock,Wicked Truth,2017-12-12 05:32:00
Peter Tosh,Why Must I Cry,2017-12-12 05:29:00
Derek & The Dominos,Why Does Love Got To Be So Sad?,2017-12-12 05:24:00
Timmy Thomas,Why Can't We Live Together,2017-12-12 05:19:00
War,Why Can't We Be Friends?,2017-12-12 05:15:00
The Buzzcocks,Why Can't I Touch It?,2017-12-12 05:08:00
Wreckless Eric,Whole Wide World,2017-12-12 05:05:00
Todd Rundgren,Who's That Man?,2017-12-12 05:02:00
Creedence Clearwater Revival,Who'll Stop The Rain,2017-12-12 05:00:00
Ohio Players,Who'd She Coo?,2017-12-12 04:55:00
Funkadelic,Who Says A Funk Band Can't Play Rock Music,2017-12-12 04:49:00
Queen,Who Needs You,2017-12-12 04:46:00
Steppenwolf,Who Needs Ya?,2017-12-12 04:43:00
The Velvet Underground,Who Loves The Sun,2017-12-12 04:39:00
The Sports,Who Listens To The Radio?,2017-12-12 04:36:00
Talking Heads,Who Is It?,2017-12-12 04:34:00
Creative Source,Who Is He And What Is He To You,2017-12-12 04:25:00
Bill Withers,Who Is He (And What Is He To You)?,2017-12-12 04:21:00
George Thorogood & The Destroyers,Who Do You Love,2017-12-12 04:17:00
The Who,Who Are You,2017-12-12 04:12:00
Mott The Hoople,Whizz Kid,2017-12-12 04:08:00
The Clash,White Riot,2017-12-12 04:07:00
The Tubes,White Punks On Dope,2017-12-12 04:00:00
Graham Parker,White Honey,2017-12-12 03:56:00
Procol Harum,Whisky Train,2017-12-12 03:52:00
Thin Lizzy,Whiskey In The Jar,2017-12-12 03:46:00
The Allman Brothers,Whipping Post,2017-12-12 03:28:00
Gary Wright,Whether Its Right Or Wrong,2017-12-12 03:22:00
Spizzenergi,Where's Captain Kirk?,2017-12-12 03:20:00
Carole King,Where You Lead,2017-12-12 03:17:00
Elton John,Where To Now St. Peter?,2017-12-12 03:13:00
Roberta Flack and Donny Hathaway,Where Is The Love,2017-12-12 03:09:00
Fotomaker,Where Have You Been All My Life,2017-12-12 03:05:00
Cat Stevens,Where Do The Children Play,2017-12-12 03:02:00
Dr. Hook & The Medicine Show,When You're In Love With A Beautiful Woman,2017-12-12 02:57:00
Neil Young,When You Dance You Can Really Love,2017-12-12 02:53:00
The Three Degrees,When Will I See You Again,2017-12-12 02:47:00
Linda Ronstadt,When Will I Be Loved,2017-12-12 02:45:00
The Rolling Stones,When The Whip Comes Down,2017-12-12 02:41:00
Tom Petty & The Heartbreakers,When the Time Comes,2017-12-12 02:38:00
Hall & Oates,When The Morning Comes,2017-12-12 02:35:00
Led Zeppelin,When The Levee Breaks,2017-12-12 02:27:00
Jefferson Airplane,When The Earth Moves Again,2017-12-12 02:23:00
Ian Hunter,When The Daylight Comes,2017-12-12 02:19:00
Michael Franks,When The Cookie Jar Is Empty,2017-12-12 02:15:00
Van Morrison,When That Evening Sun Goes Down,2017-12-12 02:12:00
Leo Sayer,When I Need You,2017-12-12 02:07:00
Marvin Gaye,"When Did You Stop Loving Me, When Did I Stop Loving You",2017-12-12 02:01:00
The Doobie Brothers,Wheels Of Fortune,2017-12-12 01:55:00
The Buzzcocks,Whatever Happened To?,2017-12-12 01:53:00
John Lennon,Whatever Gets You Through The Night,2017-12-12 01:49:00
The Dramatics,Whatcha See Is Whatcha Get,2017-12-12 01:45:00
Pablo Cruise,Whatcha Gonna Do?,2017-12-12 01:41:00
Lynyrd Skynyrd,What's Your Name?,2017-12-12 01:38:00
Marvin Gaye,What's Happening Brother,2017-12-12 01:35:00
Marvin Gaye,What's Going On,2017-12-12 01:31:00
Donny Hathaway,What's Goin' On (live),2017-12-12 01:26:00
The Meters,What'cha Say,2017-12-12 01:23:00
Bobby Caldwell,What You Won't Do For Love,2017-12-12 01:18:00
Stephen Stills,What To Do,2017-12-12 01:13:00
Fleetwood Mac,What Makes You Think You're The One,2017-12-12 01:10:00
Rod Stewart,What Made Milwaukee Famous,2017-12-12 01:06:00
Steve Forbert,What Kinda Guy?,2017-12-12 01:03:00
Bonnie Raitt,What Is Success,2017-12-12 01:00:00
George Harrison,What Is Life,2017-12-12 00:55:00
Tower Of Power,What Is Hip,2017-12-12 00:50:00
David Bowie,What In The World,2017-12-12 00:48:00
Lowell George,What Do You Want The Girl To Do,2017-12-12 00:43:00
Boz Scaggs,What Do You Want The Boy To Do,2017-12-12 00:39:00
Bonnie Raitt,What Do You Want The Boy To Do,2017-12-12 00:36:00
The Tubes,What Do You Want From Life,2017-12-12 00:32:00
The Buzzcocks,What Do I Get?,2017-12-12 00:28:00
Boz Scaggs,What Can I Say,2017-12-12 00:25:00
Tom Petty & The Heartbreakers,What Are You Doin' In My Life?,2017-12-12 00:22:00
Mark-Almond,What Am I Living For?,2017-12-12 00:17:00
Barry White,What Am I Gonna Do With You,2017-12-12 00:14:00
Quicksilver Messenger Service,What About Me,2017-12-12 00:06:00
Deaf School,What A Way To End It All,2017-12-12 00:04:00
Rick Danko,What A Town,2017-12-12 00:00:00
