Artist,Title,Air Time
Led Zeppelin,When The Levee Breaks,2020-12-16 17:00:00
Elton John,Mona Lisas And Mad Hatters,2020-12-16 16:54:00
The Flamingos,I Only Have Eyes For You,2020-12-16 16:48:00
The Velvet Underground,Sweet Jane,2020-12-16 16:44:00
Janis Joplin,Me And Bobby McGee,2020-12-16 16:38:00
Grateful Dead,Uncle John's Band,2020-12-16 16:33:00
Led Zeppelin,The Rain Song,2020-12-16 16:23:00
The Allman Brothers,Melissa,2020-12-16 16:19:00
Fleetwood Mac,Go Your Own Way,2020-12-16 16:15:00
Fleetwood Mac,The Chain,2020-12-16 16:08:00
The Beatles,Come Together,2020-12-16 16:04:00
Talking Heads,Life During Wartime,2020-12-16 16:00:00
The Allman Brothers,Jessica,2020-12-16 15:52:00
Phil Collins,In The Air Tonight,2020-12-16 15:46:00
Johnny Cash,Folsom Prison Blues,2020-12-16 15:44:00
Fleetwood Mac,Dreams,2020-12-16 15:40:00
The Doors,L. A. Woman,2020-12-16 15:30:00
Grateful Dead,Scarlet Begonias,2020-12-16 15:26:00
Bob Dylan,Positively 4th Street,2020-12-16 15:22:00
Patti Smith,People Have The Power,2020-12-16 15:16:00
David Bowie,Changes,2020-12-16 15:12:00
Sufjan Stevens,Chicago,2020-12-16 15:05:00
Bonnie Raitt,I Can't Make You Love Me,2020-12-16 15:00:00
LCD Soundsystem,All My Friends,2020-12-16 14:52:00
Judy Garland,Somewhere Over The Rainbow,2020-12-16 14:47:00
Lou Reed,Intro/Sweet Jane,2020-12-16 14:39:00
Grateful Dead,Box Of Rain,2020-12-16 14:32:00
Traffic,Dear Mr. Fantasy,2020-12-16 14:27:00
Dawes,When My Time Comes,2020-12-16 14:20:00
Roberta Flack,The First Time Ever I Saw Your Face,2020-12-16 14:15:00
Carole King,It's Too Late,2020-12-16 14:09:00
Muddy Waters,Mannish Boy,2020-12-16 14:03:00
Crosby Stills Nash & Young,Ohio,2020-12-16 14:00:00
George Harrison,My Sweet Lord,2020-12-16 13:55:00
Neil Young,Cowgirl In The Sand,2020-12-16 13:44:00
Pink Floyd,Echoes,2020-12-16 13:20:00
Woody Guthrie,This Land Is Your Land,2020-12-16 13:15:00
Bruce Springsteen,Badlands,2020-12-16 13:11:00
Steely Dan,My Old School,2020-12-16 13:04:00
The Beatles,Dear Prudence,2020-12-16 13:00:00
Tears For Fears,Everybody Wants To Rule The World,2020-12-16 12:55:00
Joni Mitchell,Coyote,2020-12-16 12:49:00
Joni Mitchell,Woodstock,2020-12-16 12:43:00
Neil Young,Heart Of Gold,2020-12-16 12:40:00
David Bowie,Young Americans,2020-12-16 12:33:00
Paul McCartney,Maybe I'm Amazed,2020-12-16 12:29:00
James Taylor,Sweet Baby James,2020-12-16 12:26:00
Elvis Presley,Suspicious Minds,2020-12-16 12:21:00
Bob Dylan,Desolation Row,2020-12-16 12:10:00
Bruce Springsteen,Incident on 57th St,2020-12-16 12:00:00
Warren Zevon,"Lawyers, Guns, And Money",2020-12-16 11:57:00
James Taylor,Fire And Rain,2020-12-16 11:52:00
Ben E. King,Stand By Me,2020-12-16 11:49:00
The Beatles,Strawberry Fields Forever,2020-12-16 11:44:00
Neil Young,Down By The River,2020-12-16 11:34:00
Bill Withers,Ain't No Sunshine,2020-12-16 11:32:00
The Cure,Pictures Of You,2020-12-16 11:23:00
The Rolling Stones,Brown Sugar,2020-12-16 11:19:00
Johnny Cash,Ring of Fire,2020-12-16 11:16:00
Joni Mitchell,Big Yellow Taxi,2020-12-16 11:14:00
Tori Amos,Silent All These Years,2020-12-16 11:07:00
Neil Young,Rockin' In The Free World,2020-12-16 11:03:00
Grateful Dead,Terrapin Station,2020-12-16 10:46:00
The Beatles,Norwegian Wood (This Bird Has Flown),2020-12-16 10:42:00
Curtis Mayfield,Move On Up,2020-12-16 10:34:00
Grateful Dead,Sugar Magnolia,2020-12-16 10:29:00
Joe Cocker,With A Little Help From My Friends,2020-12-16 10:23:00
The Allman Brothers,Dreams,2020-12-16 10:15:00
Led Zeppelin,Ramble On,2020-12-16 10:09:00
Jeff Buckley,Last Goodbye,2020-12-16 10:04:00
The Moody Blues,Nights In White Satin,2020-12-16 10:00:00
Pink Floyd,Dogs,2020-12-16 09:42:00
Neil Young,After The Goldrush,2020-12-16 09:37:00
Patti Smith,Because The Night,2020-12-16 09:34:00
R. E. M.,Man On The Moon,2020-12-16 09:28:00
The Beatles,Penny Lane,2020-12-16 09:25:00
Bruce Springsteen,The Promised Land,2020-12-16 09:18:00
Van Morrison,Astral Weeks,2020-12-16 09:11:00
The Temptations,Papa Was A Rolling Stone,2020-12-16 09:02:00
Stevie Wonder,Sir Duke,2020-12-16 08:58:00
Simon & Garfunkel,America,2020-12-16 08:55:00
The Beatles,I Am The Walrus,2020-12-16 08:48:00
Yes,And You And I,2020-12-16 08:37:00
George Gershwin,Rhapsody In Blue,2020-12-16 08:21:00
Stevie Wonder,Living For The City,2020-12-16 08:12:00
Van Morrison,Tupelo Honey,2020-12-16 08:02:00
The Clash,Train In Vain,2020-12-16 07:58:00
U2,Pride (In the Name of Love),2020-12-16 07:55:00
David Bowie,Station To Station,2020-12-16 07:43:00
Bruce Springsteen,The River,2020-12-16 07:35:00
Jimi Hendrix,Purple Haze,2020-12-16 07:32:00
Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough,2020-12-16 07:30:00
Yes,Wonderous Stories,2020-12-16 07:26:00
George Harrison,What Is Life,2020-12-16 07:19:00
David Bowie,Ashes To Ashes,2020-12-16 07:15:00
The Beach Boys,Wouldn't It Be Nice,2020-12-16 07:09:00
Steely Dan,Deacon Blues,2020-12-16 07:02:00
U2,With Or Without You,2020-12-16 06:56:00
Toots & The Maytals,Pressure Drop,2020-12-16 06:52:00
Old Crow Medicine Show,Wagon Wheel,2020-12-16 06:48:00
Arlo Guthrie,Alice's Restaurant,2020-12-16 06:28:00
Elton John,Rocket Man,2020-12-16 06:23:00
R. E. M.,Nightswimming,2020-12-16 06:16:00
David Gray,Babylon,2020-12-16 06:12:00
Lou Reed,Walk on the Wild Side*,2020-12-16 06:05:00
The Stone Roses,I Wanna Be Adored,2020-12-16 06:00:00
The Verve,Bittersweet Symphony,2020-12-16 05:54:00
New Order,Blue Monday,2020-12-16 05:48:00
Richard Thompson,Beeswing,2020-12-16 05:43:00
The Beatles,Tomorrow Never Knows,2020-12-16 05:40:00
B-52's,Love Shack,2020-12-16 05:35:00
David Bowie,Suffragette City,2020-12-16 05:30:00
Neil Young,Old Man,2020-12-16 05:27:00
The Rolling Stones,Honky Tonk Women,2020-12-16 05:24:00
Bobby Darin,Mack The Knife,2020-12-16 05:19:00
George Harrison,All Things Must Pass,2020-12-16 05:16:00
The Beatles,Across The Universe,2020-12-16 05:12:00
Big Star,Thirteen,2020-12-16 05:09:00
The Rolling Stones,Monkey Man,2020-12-16 05:04:00
Michael Jackson,Thriller,2020-12-16 04:58:00
The Beatles,All You Need Is Love,2020-12-16 04:54:00
Nick Drake,Pink Moon,2020-12-16 04:51:00
Led Zeppelin,Ten Years Gone,2020-12-16 04:45:00
Phish,You Enjoy Myself,2020-12-16 04:34:00
Marvin Gaye,Mercy Mercy Me (The Ecology),2020-12-16 04:31:00
Bruce Springsteen,Racing In The Street,2020-12-16 04:22:00
David Bowie,Ziggy Stardust,2020-12-16 04:19:00
Led Zeppelin,Over The Hills And Far Away,2020-12-16 04:14:00
Derek & The Dominos,Bell Bottom Blues,2020-12-16 04:08:00
Pulp,Common People,2020-12-16 04:02:00
The Righteous Brothers,Unchained Melody,2020-12-16 03:58:00
Aretha Franklin,I Say A Little Prayer,2020-12-16 03:54:00
Black Sabbath,War Pigs,2020-12-16 03:45:00
Love,Alone Again Or,2020-12-16 03:42:00
U2,"Sunday, Bloody Sunday",2020-12-16 03:37:00
Crowded House,Don't Dream It's Over,2020-12-16 03:33:00
Arcade Fire,Wake Up,2020-12-16 03:26:00
The Eagles,Desperado,2020-12-16 03:23:00
Joni Mitchell,Urge For Going,2020-12-16 03:18:00
Lou Reed,Perfect Day,2020-12-16 03:14:00
The Waterboys,The Whole Of The Moon,2020-12-16 03:08:00
Counting Crows,Round Here,2020-12-16 03:03:00
Dire Straits,Brothers In Arms,2020-12-16 02:56:00
David Bowie,Rebel Rebel,2020-12-16 02:50:00
Public Enemy,Fight The Power,2020-12-16 02:46:00
Townes Van Zandt,Pancho & Lefty,2020-12-16 02:43:00
George Jones,He Stopped Loving Her Today,2020-12-16 02:38:00
The Who,My Generation,2020-12-16 02:34:00
Blondie,Heart Of Glass,2020-12-16 02:29:00
The Cranberries,Zombie,2020-12-16 02:24:00
R. E. M.,Find The River,2020-12-16 02:20:00
Bob Dylan,Forever Young,2020-12-16 02:15:00
Bob Dylan,A Hard Rain's A-Gonna Fall,2020-12-16 02:06:00
Bill Haley & His Comets,Rock Around The Clock,2020-12-16 02:04:00
Jackson Browne,For A Dancer,2020-12-16 01:59:00
Nina Simone,Mississippi Goddam,2020-12-16 01:54:00
Todd Rundgren,Just One Victory,2020-12-16 01:47:00
Pearl Jam,Release,2020-12-16 01:42:00
Michael Jackson,Don't Stop 'til You Get Enough,2020-12-16 01:35:00
Little Feat,Willin',2020-12-16 01:32:00
The Rolling Stones,Moonlight Mile,2020-12-16 01:27:00
Chicago Transit Authority,Beginnings,2020-12-16 01:19:00
The Rolling Stones,Sway,2020-12-16 01:14:00
The Rolling Stones,Rocks Off,2020-12-16 01:10:00
The Moody Blues,Legend Of A Mind,2020-12-16 01:03:00
Coldplay,Clocks,2020-12-16 00:58:00
The Kinks,Lola,2020-12-16 00:53:00
Chicago,25 Or 6 To 4,2020-12-16 00:47:00
Leonard Cohen,Suzanne,2020-12-16 00:43:00
Procol Harum,A Salty Dog,2020-12-16 00:39:00
Stevie Wonder,Don't You Worry Bout A Thing,2020-12-16 00:34:00
Jackson Browne,Fountain Of Sorrow,2020-12-16 00:26:00
Tom Petty,Runnin' Down A Dream,2020-12-16 00:22:00
Amos Lee,Arms Of A Woman,2020-12-16 00:18:00
The Beatles,And Your Bird Can Sing,2020-12-16 00:16:00
Bob Seger & The Silver Bullet Band,Night Moves,2020-12-16 00:11:00
David Bowie,Moonage Daydream,2020-12-16 00:05:00
Lucinda Williams,Car Wheels On A Gravel Road,2020-12-16 00:00:00
