Artist,Title,Air Time
Electric Light Orchestra,Don't Bring Me Down,2017-12-01 23:52:00
Neil Young,Don't Be Denied,2017-12-01 23:46:00
Graham Parker,Don't Ask Me Questions,2017-12-01 23:41:00
Lynyrd Skynyrd,Don't Ask Me No Questions,2017-12-01 23:37:00
Joni Mitchell,Don Juan's Reckless Daughter,2017-12-01 23:31:00
Van Morrison,Domino,2017-12-01 23:28:00
James Brown,Doing It To Death,2017-12-01 23:17:00
Pink Floyd,Dogs,2017-12-01 23:00:00
Bruce Springsteen,Does This Bus Stop At 82nd Street,2017-12-01 22:58:00
Steely Dan,Doctor Wu,2017-12-01 22:54:00
Jackson Browne,Doctor My Eyes,2017-12-01 22:49:00
Isaac Hayes,Do Your Thing,2017-12-01 22:46:00
The Ramones,Do You Wanna Dance?,2017-12-01 22:44:00
Kiss,Do You Love Me?,2017-12-01 22:41:00
Lee Michaels,Do You Know What I Mean,2017-12-01 22:38:00
Peter Frampton,Do You Feel Like We Do,2017-12-01 22:22:00
Rod Stewart,Do Ya Think I'm Sexy?,2017-12-01 22:17:00
The Move,Do Ya,2017-12-01 22:13:00
Electric Light Orchestra,Do Ya,2017-12-01 22:09:00
Roxy Music,Do The Strand,2017-12-01 22:02:00
Howlin' Wolf,Do The Do,2017-12-01 22:00:00
Captain & Tennille,Do That To Me One More Time,2017-12-01 21:56:00
Parliament,Do That Stuff,2017-12-01 21:51:00
The People's Choice,Do It Anyway You Wanna,2017-12-01 21:47:00
Steely Dan,Do It Again,2017-12-01 21:41:00
B. T. Express,Do It ('til Your Satisfied),2017-12-01 21:38:00
Twink & The Fairies,Do It '77,2017-12-01 21:32:00
Eddie & The Hot Rods,Do Anything You Wanna Do,2017-12-01 21:28:00
Timmy Thomas,Dizzy Dizzy World,2017-12-01 21:25:00
Little Feat,Dixie Chicken,2017-12-01 21:21:00
Joy Division,Disorder,2017-12-01 21:17:00
The Beach Boys,Disney Girls (1957),2017-12-01 21:13:00
Graham Parker,Discovering Japan,2017-12-01 21:09:00
Johnnie Taylor,Disco Lady,2017-12-01 21:03:00
The Trammps,Disco Inferno,2017-12-01 21:00:00
Rick Dees,Disco Duck,2017-12-01 20:57:00
Frank Zappa,Disco Boy,2017-12-01 20:51:00
Steely Dan,Dirty Work,2017-12-01 20:47:00
