Artist,Title,Air Time
Was (Not Was),What Up Dog?,2018-12-08 16:28:00
The KLF,What Time Is Love,2018-12-08 16:23:00
The Stone Roses,What The World Is Waiting For,2018-12-08 16:19:00
The Smiths,What She Said,2018-12-08 16:16:00
Black Uhuru,What Is Life,2018-12-08 16:10:00
The Romantics,What I Like About You,2018-12-08 16:07:00
Edie Brickell & The New Bohemians,What I Am,2018-12-08 16:02:00
Janet Jackson,What Have You Done For Me Lately,2018-12-08 15:57:00
Pet Shop Boys,What Have I Done To Deserve This?,2018-12-08 15:53:00
The Feelies,What Goes On,2018-12-08 15:48:00
The Smiths,What Difference Does It Make?,2018-12-08 15:44:00
Heart,What About Love,2018-12-08 15:40:00
Talking Heads,What A Day That Was,2018-12-08 15:33:00
B-52's,Whammy Kiss,2018-12-08 15:27:00
k. d. lang,Western Stars,2018-12-08 15:24:00
Grateful Dead,West L.A. Fadeaway,2018-12-08 15:17:00
Pet Shop Boys,West End Girls,2018-12-08 15:13:00
They Might Be Giants,We're The Replacements,2018-12-08 15:09:00
Twisted Sister,We're Not Gonna Take It,2018-12-08 15:04:00
Al Jarreau,We're In This Love Together,2018-12-08 15:01:00
Frankie Goes To Hollywood,Welcome To The Pleasuredome,2018-12-08 14:47:00
Guns n Roses,Welcome To The Jungle,2018-12-08 14:41:00
David & David,Welcome To The Boomtown,2018-12-08 14:36:00
Metallica,Welcome Home (Sanitarium),2018-12-08 14:27:00
Oingo Boingo,Weird Science,2018-12-08 14:24:00
The Undertones,Wednesday Week,2018-12-08 14:20:00
Steve Arrington,Weak At The Knees,2018-12-08 14:14:00
The Waterboys,We Will Not Be Lovers,2018-12-08 14:05:00
Eazy E,We Want Eazy,2018-12-08 14:00:00
Gary Numan,"We Take Mystery (To Bed) 12""",2018-12-08 13:52:00
Orchestral Manoeuvres In The Dark,We Love You,2018-12-08 13:46:00
Psychedelic Furs,We Love You,2018-12-08 13:42:00
Heaven 17,We Live So Fast,2018-12-08 13:38:00
Positive Force,We Got The Funk,2018-12-08 13:34:00
The Go Gos,We Got The Beat,2018-12-08 13:31:00
Tina Turner,We Don't Need Another Hero (Thunderdome),2018-12-08 13:27:00
Phil Seymour,We Don't Get Along,2018-12-08 13:25:00
Billy Joel,We Didn't Start The Fire,2018-12-08 13:19:00
Faith No More,We Care A Lot,2018-12-08 13:15:00
Starship,We Built This City,2018-12-08 13:10:00
Rickie Lee Jones,We Belong Together,2018-12-08 13:04:00
Pat Benatar,We Belong,2018-12-08 13:00:00
Usa For Africa,We Are The World,2018-12-08 12:53:00
Lone Justice,Ways To Be Wicked,2018-12-08 12:48:00
The Pixies,Wave Of Mutilation,2018-12-08 12:46:00
Guadalcanal Diary,Watusi Rodeo,2018-12-08 12:43:00
Let's Active,Waters Part,2018-12-08 12:36:00
The Stone Roses,Waterfall,2018-12-08 12:31:00
Slave,Watching You,2018-12-08 12:26:00
John Lennon,Watching The Wheels,2018-12-08 12:23:00
Elvis Costello,Watch Your Step,2018-12-08 12:19:00
Crosby Stills & Nash,Wasted On The Way,2018-12-08 12:16:00
John Hiatt,Warming Up To The Ice Age,2018-12-08 12:12:00
Peter Tosh,Wanted Dread And Alive,2018-12-08 12:06:00
Bon Jovi,Wanted Dead Or Alive,2018-12-08 12:01:00
Michael Jackson,Wanna Be Startin' Somethin',2018-12-08 11:54:00
The Style Council,Walls Come Tumbling Down,2018-12-08 11:50:00
Richard Thompson,Wall Of Death,2018-12-08 11:46:00
Journey,Walks Like A Lady,2018-12-08 11:43:00
Tom Waits,Walking Spanish,2018-12-08 11:40:00
Katrina & The Waves,Walking On Sunshine,2018-12-08 11:35:00
The Police,Walking In Your Footsteps,2018-12-08 11:32:00
Missing Persons,Walking In L. A.,2018-12-08 11:28:00
Cowboy Junkies,Walking After Midnight,2018-12-08 11:22:00
Spacemen 3,Walkin' With Jesus (Sound Of Confusion),2018-12-08 11:16:00
Run-DMC,Walk This Way,2018-12-08 11:08:00
Was (Not Was),Walk The Dinosaur,2018-12-08 11:04:00
Aztec Camera,Walk Out To Winter,2018-12-08 11:01:00
Dire Straits,Walk Of Life,2018-12-08 10:56:00
Bangles,Walk Like An Egyptian,2018-12-08 10:53:00
Bruce Springsteen,Walk Like A Man,2018-12-08 10:48:00
Donald Fagen,Walk Between The Raindrops,2018-12-08 10:46:00
Indigo Girls,Walk Away,2018-12-08 10:40:00
Toni Childs,Walk And Talk Like An Angel,2018-12-08 10:33:00
Oingo Boingo,Wake Up (It's 1984),2018-12-08 10:28:00
XTC,Wake Up,2018-12-08 10:24:00
Wham!,Wake Me Up Before You Go-Go,2018-12-08 10:19:00
The Replacements,Waitress In The Sky,2018-12-08 10:17:00
Fugazi,Waiting Room,2018-12-08 10:14:00
The Rolling Stones,Waiting On A Friend,2018-12-08 10:08:00
Billy Bragg,Waiting For The Great Leap Forwards,2018-12-08 10:04:00
Pere Ubu,Waiting For Mary,2018-12-08 10:01:00
Foreigner,Waiting For A Girl Like You,2018-12-08 09:55:00
The Samples,Waited Up,2018-12-08 09:49:00
Wang Chung,Wait,2018-12-08 09:45:00
Stevie Ray Vaughan,Voodoo Chile (Slight Return),2018-12-08 09:29:00
'Til Tuesday,Voices Carry,2018-12-08 09:25:00
Little Steven & The Disciples Of Soul,Voice Of America,2018-12-08 09:19:00
Dead Kennedys,Viva Las Vegas,2018-12-08 09:17:00
Rush,Vital Signs,2018-12-08 09:12:00
Japan,Visions Of China,2018-12-08 09:06:00
Falco,Vienna Calling,2018-12-08 09:01:00
Ultravox,Vienna,2018-12-08 08:56:00
The Buggles,Video Killed The Radio Star,2018-12-08 08:51:00
The Fall,Victoria,2018-12-08 08:48:00
Urge Overkill,Very Sad Trousers,2018-12-08 08:45:00
Elvis Costello,Veronica,2018-12-08 08:42:00
Bananarama,Venus,2018-12-08 08:37:00
Primal Scream,Velocity Girl,2018-12-08 08:35:00
New Order,Vanishing Point,2018-12-08 08:30:00
The Dukes Of Stratosphear,Vanishing Girl,2018-12-08 08:28:00
Frank Zappa,Valley Girl,2018-12-08 08:21:00
Steve Winwood,Valerie,2018-12-08 08:17:00
Richard Thompson,Valerie,2018-12-08 08:12:00
Billy Bragg,Valentine's Day Is Over,2018-12-08 08:06:00
Bruce Springsteen,Valentine's Day,2018-12-08 08:01:00
The Replacements,Valentine,2018-12-08 07:57:00
Willie Nile,Vagabond Moon,2018-12-08 07:53:00
The Go Gos,Vacation,2018-12-08 07:49:00
Bruce Springsteen,Used Cars,2018-12-08 07:46:00
Foreigner,Urgent,2018-12-08 07:41:00
Billy Joel,Uptown Girl,2018-12-08 07:37:00
The Stranglers,Uptown,2018-12-08 07:34:00
Prince,Uptown,2018-12-08 07:28:00
Diana Ross,Upside Down,2018-12-08 07:24:00
Joe Cocker & Jennifer Warnes,Up Where We Belong,2018-12-08 07:18:00
The Pretenders,Up The Neck,2018-12-08 07:14:00
Jane's Addiction,Up The Beach,2018-12-08 07:11:00
Meat Puppets,Up On The Sun,2018-12-08 07:06:00
Nick Cave & The Bad Seeds,Up Jumped The Devil,2018-12-08 07:01:00
The Boomtown Rats,Up All Night,2018-12-08 06:56:00
The Replacements,Unsatisfied,2018-12-08 06:50:00
Nina Hagen,Universal Radio,2018-12-08 06:47:00
Judas Priest,United,2018-12-08 06:43:00
Bob Dylan,Union Sundown,2018-12-08 06:37:00
Duran Duran,Union Of The Snake,2018-12-08 06:33:00
Neil Young,Union Man,2018-12-08 06:30:00
Hall & Oates,Unguarded Minute,2018-12-08 06:26:00
The Rolling Stones,Undercover of the Night,2018-12-08 06:20:00
The Church,Under The Milky Way,2018-12-08 06:15:00
Tom Tom Club,Under The Boardwalk,2018-12-08 06:09:00
Rickie Lee Jones,Under The Boardwalk,2018-12-08 06:06:00
David Bowie & Queen,Under Pressure,2018-12-08 06:01:00
Alex Chilton,Under Class,2018-12-08 05:56:00
Paul Simon,Under African Skies,2018-12-08 05:53:00
The Looters,Under A Blue Concrete Sky,2018-12-08 05:47:00
Van Halen,Unchained,2018-12-08 05:44:00
The The,Uncertain Smile,2018-12-08 05:38:00
The Wonder Stuff,Unbearable,2018-12-08 05:35:00
Translator,Un-alone,2018-12-08 05:31:00
Prince,U Got The Look,2018-12-08 05:27:00
Frankie Goes To Hollywood,Two Tribes,2018-12-08 05:24:00
Royal Crescent Mob,Two Sisters,2018-12-08 05:20:00
The Feelies,Two Rooms,2018-12-08 05:17:00
Iron Maiden,Two Minutes To Midnight,2018-12-08 05:10:00
U2,Two Hearts Beat As One,2018-12-08 05:06:00
Bruce Springsteen,Two Hearts,2018-12-08 05:04:00
Phil Collins,Two Hearts,2018-12-08 05:00:00
Dire Straits,Twisting By The Pool,2018-12-08 04:56:00
Tanita Tikaram,Twist In My Sobriety,2018-12-08 04:52:00
The English Beat,Twist & Crawl,2018-12-08 04:48:00
Golden Earring,Twilight Zone,2018-12-08 04:44:00
U2,Twilight,2018-12-08 04:39:00
Traveling Wilburys,Tweeter and The Monkey Man,2018-12-08 04:33:00
George Benson,Turn Your Love Around,2018-12-08 04:29:00
Autograph,Turn Up The Radio,2018-12-08 04:25:00
Lou Reed,Turn To Me,2018-12-08 04:20:00
Genesis,Turn It On Again,2018-12-08 04:15:00
Nick Cave & The Bad Seeds,Tupelo,2018-12-08 04:08:00
Dire Straits,Tunnel Of Love,2018-12-08 04:00:00
Bruce Springsteen,Tunnel Of Love,2018-12-08 03:55:00
Ziggy Marley,Tumblin' Down,2018-12-08 03:51:00
Galaxie 500,Tugboat,2018-12-08 03:46:00
Paul McCartney,Tug of War,2018-12-08 03:42:00
The Fabulous Thunderbirds,Tuff Enuff,2018-12-08 03:39:00
Book Of Love,Tubular Bells / Pretty Boys And Pretty Girls,2018-12-08 03:32:00
Delta 5,Try,2018-12-08 03:29:00
Lionel Richie,Truly,2018-12-08 03:25:00
Red Hot Chili Peppers,True Men Don't Kill Coyotes,2018-12-08 03:21:00
Daniel Johnston,True Love Will Find You In The End,2018-12-08 03:19:00
Cyndi Lauper,True Colors,2018-12-08 03:16:00
Spandau Ballet,True,2018-12-08 03:10:00
"10,000 Maniacs",Trouble Me,2018-12-08 03:06:00
The Blasters,Trouble Bound,2018-12-08 03:02:00
Lindsey Buckingham,Trouble,2018-12-08 02:58:00
U2,Trip Through Your Wires,2018-12-08 02:55:00
Mission Of Burma,Trem Two,2018-12-08 02:51:00
The Bats,Treason,2018-12-08 02:47:00
De La Soul,Tread Water,2018-12-08 02:43:00
Widespread Panic,Travelin' Light,2018-12-08 02:40:00
Ben Vaughn,Trashpickin',2018-12-08 02:36:00
Southside Johnny & The Asbury Jukes,Trash It Up,2018-12-08 02:32:00
Neil Young,Transformer Man,2018-12-08 02:27:00
P. L.,Transeuropa Express,2018-12-08 02:17:00
Salt N Pepa,Tramp,2018-12-08 02:13:00
Paul Simon,Train In The Distance,2018-12-08 02:07:00
Guadalcanal Diary,Trail Of Tears,2018-12-08 02:05:00
XTC,Towers Of London,2018-12-08 02:00:00
Leonard Cohen,Tower of Song,2018-12-08 01:54:00
Bruce Springsteen,Tougher Than The Rest,2018-12-08 01:50:00
Grateful Dead,Touch Of Grey,2018-12-08 01:43:00
Mudhoney,Touch Me I'm Sick,2018-12-08 01:40:00
Samantha Fox,Touch Me (I Want Your Body),2018-12-08 01:37:00
The Cars,Touch And Go,2018-12-08 01:32:00
The Fall,Totally Wired,2018-12-08 01:27:00
Bonnie Tyler,Total Eclipse of the Heart,2018-12-08 01:23:00
Klaus Nomi,Total Eclipse,2018-12-08 01:19:00
Van Morrison,Tore Down A La Rimbaud,2018-12-08 01:15:00
Ellen Foley,Torchlight,2018-12-08 01:11:00
The Rolling Stones,Too Tough,2018-12-08 01:08:00
The Selecter,Too Much Pressure,2018-12-08 01:04:00
Kajagoogoo,Too Shy,2018-12-08 01:00:00
The Police,Too Much Information,2018-12-08 00:56:00
Bobby & The Midnites,Too Many Losers,2018-12-08 00:50:00
Albert Collins,Too Many Dirty Dishes,2018-12-08 00:44:00
Bush Tetras,Too Many Creeps,2018-12-08 00:40:00
Screaming Trees,Too Far Away,2018-12-08 00:36:00
Al Green,Too Close,2018-12-08 00:30:00
Grateful Dead,Tons Of Steel,2018-12-08 00:25:00
The Go Gos,Tonite,2018-12-08 00:22:00
Genesis,"Tonight, Tonight, Tonight",2018-12-08 00:13:00
Elvis Costello & The Attractions,Tonight The Bottle Let Me Down,2018-12-08 00:09:00
Cheap Trick,Tonight It's You,2018-12-08 00:06:00
Suzanne Vega,Tom's Diner,2018-12-08 00:04:00
Ziggy Marley,Tomorrow People,2018-12-08 00:00:00
