Artist,Title,Air Time
Ray Lamontagne,Three More Days,2016-12-14 23:56:00
The Wallflowers,Three Marlenas,2016-12-14 23:51:00
Bob Marley & The Wailers,Three Little Birds,2016-12-14 23:47:00
Indigo Girls,Three Hits,2016-12-14 23:44:00
Faces,Three Button Hand Me Down,2016-12-14 23:39:00
Shelby Lynne,Thought It Would Be Easier,2016-12-14 23:33:00
Mary Hopkin,Those Were The Days,2016-12-14 23:28:00
The Band,This Wheel's On Fire,2016-12-14 23:25:00
Sparks,This Town Ain't Big Enough For The Both Of Us,2016-12-14 23:22:00
Neko Case,This Tornado Loves You,2016-12-14 23:18:00
Lyle Lovett,This Old Porch,2016-12-14 23:14:00
Marshall Tucker Band,This Ol' Cowboy,2016-12-14 23:06:00
Talking Heads,This Must Be The Place (Naive Melody),2016-12-14 23:01:00
Rhett Miller,This Is What I Do,2016-12-14 22:57:00
Mark Knopfler & Emmylou Harris,This Is Us,2016-12-14 22:53:00
The Clash,This Is Radio Clash,2016-12-14 22:47:00
XTC,This Is Pop,2016-12-14 22:45:00
Pat Metheny & David Bowie,This Is Not America,2016-12-14 22:41:00
Public Image Ltd.,This Is Not A Love Song,2016-12-14 22:36:00
John Lee Hooker,This Is Hip,2016-12-14 22:33:00
Cracker,This Is Cracker Soul,2016-12-14 22:29:00
Nanci Griffith,This Heart,2016-12-14 22:26:00
Sting,This Cowboy Song,2016-12-14 22:20:00
The Smiths,This Charming Man,2016-12-14 22:17:00
Michael Penn,This And That,2016-12-14 22:14:00
Blue Oyster Cult,This Ain't The Summer Of Love,2016-12-14 22:09:00
Smashing Pumpkins,Thirty Three,2016-12-14 22:05:00
Beck,Think I'm In Love,2016-12-14 22:01:00
The Beatles,Think For Yourself,2016-12-14 21:59:00
Fleetwood Mac,Think About Me,2016-12-14 21:56:00
James Brown,Think,2016-12-14 21:53:00
Aretha Franklin,Think,2016-12-14 21:51:00
The Beatles,Things We Said Today,2016-12-14 21:48:00
Indigenous,Things We Do,2016-12-14 21:43:00
Guitar Slim,Things That I Used To Do,2016-12-14 21:40:00
Bob Dylan,Things Have Changed,2016-12-14 21:34:00
Dawes,Things Happen,2016-12-14 21:30:00
John Hiatt,Thing Called Love,2016-12-14 21:26:00
Bonnie Raitt,Thing Called Love,2016-12-14 21:22:00
The Persuaders,Thin Line Between Love & Hate,2016-12-14 21:18:00
Jethro Tull,Thick As A Brick (Edit No. 1),2016-12-14 21:15:00
Van Morrison,These Dreams Of You,2016-12-14 21:09:00
Nanci Griffith,These Days In An Open Book,2016-12-14 21:05:00
Jackson Browne,These Days,2016-12-14 21:01:00
Gregg Allman,These Days,2016-12-14 20:57:00
Nancy Sinatra,These Boots Are Made For Walkin',2016-12-14 20:54:00
Otis Redding,These Arms Of Mine,2016-12-14 20:51:00
"10,000 Maniacs",These Are Days,2016-12-14 20:47:00
David Gilmour,There's No Way Out Of Here,2016-12-14 20:42:00
Blur,There's No Other Way,2016-12-14 20:36:00
Radiohead,There There,2016-12-14 20:31:00
The La's,There She Goes,2016-12-14 20:29:00
Eurythmics,There Must Be An Angel (Playing With My Heart),2016-12-14 20:23:00
Donovan,There Is A Mountain,2016-12-14 20:19:00
The Smiths,There Is A Light That Never Goes Out,2016-12-14 20:15:00
The Dells,There Is,2016-12-14 20:12:00
Sheryl Crow,There Goes The Neighborhood,2016-12-14 20:05:00
The Drifters,There Goes My Baby,2016-12-14 20:03:00
Wilco,Theologians,2016-12-14 20:00:00
The Crystals,Then He Kissed Me,2016-12-14 19:57:00
The Lone Bellow,Then Came The Morning,2016-12-14 19:53:00
Isaac Hayes,Theme From Shaft,2016-12-14 19:47:00
Bob Marley & The Wailers,Them Belly Full,2016-12-14 19:44:00
Red Hot Chili Peppers,The Zephyr Song,2016-12-14 19:40:00
Richard Thompson,The Wrong Heartbeat,2016-12-14 19:36:00
Gordon Lightfoot,The Wreck of the Edmund Fitzgerald,2016-12-14 19:29:00
The Beatles,The Word,2016-12-14 19:27:00
Mumford & Sons,The Wolf,2016-12-14 19:23:00
Haim,The Wire,2016-12-14 19:18:00
Jimi Hendrix,The Wind Cries Mary,2016-12-14 19:15:00
The Waterboys,The Whole Of The Moon,2016-12-14 19:08:00
Jethro Tull,The Whistler,2016-12-14 19:05:00
Jerry Garcia,The Wheel,2016-12-14 19:01:00
The Staple Singers,The Weight,2016-12-14 18:55:00
The Band,The Weight,2016-12-14 18:51:00
Van Morrison,The Way Young Lovers Do,2016-12-14 18:45:00
Outkast,The Way You Move,2016-12-14 18:42:00
The Temptations,The Way You Do The Things You Do,2016-12-14 18:39:00
Nicole Atkins,The Way It Is,2016-12-14 18:35:00
Bruce Hornsby & The Range,The Way It Is,2016-12-14 18:29:00
Ingrid Michaelson,The Way I Am,2016-12-14 18:27:00
Fastball,The Way,2016-12-14 18:23:00
The Doors,The Wasp (texas Radio And The Big Beat),2016-12-14 18:18:00
The Call,The Walls Came Down,2016-12-14 18:13:00
10cc,The Wall Street Shuffle,2016-12-14 18:09:00
The Cure,The Walk,2016-12-14 18:04:00
Tom Petty & The Heartbreakers,The Waiting,2016-12-14 18:00:00
The Kinks,The Village Green Preservation Society,2016-12-14 17:57:00
The Doors,The Unknown Soldier,2016-12-14 17:54:00
Dead Can Dance,The Ubiquitous Mr Lovegrove,2016-12-14 17:46:00
Smokey Robinson & The Miracles,The Tracks Of My Tears,2016-12-14 17:43:00
Bob Dylan,The Times They Are A-Changin',2016-12-14 17:40:00
Bruce Springsteen,The Ties That Bind,2016-12-14 17:35:00
Blondie,The Tide Is High,2016-12-14 17:30:00
B. B. King,The Thrill Is Gone,2016-12-14 17:25:00
10cc,The Things We Do For Love,2016-12-14 17:20:00
Dead Milkmen,The Thing That Only Eats Hippies,2016-12-14 17:17:00
The Pogues,The Sunny Side Of The Street,2016-12-14 17:15:00
The Walker Brothers,The Sun Ain't Gonna Shine Anymore,2016-12-14 17:08:00
Billy Joel,The Stranger,2016-12-14 17:03:00
The Moody Blues,The Story In Your Eyes,2016-12-14 17:00:00
Brandi Carlile,The Story,2016-12-14 16:56:00
David Bowie,The Stars (Are Out Tonight),2016-12-14 16:52:00
Dave Matthews Band,The Space Between,2016-12-14 16:46:00
Simon & Garfunkel,The Sound Of Silence,2016-12-14 16:43:00
Led Zeppelin,The Song Remains The Same,2016-12-14 16:37:00
The Doors,The Soft Parade,2016-12-14 16:27:00
Stevie Ray Vaughan,The Sky Is Crying,2016-12-14 16:22:00
Elmore James,The Sky Is Crying,2016-12-14 16:19:00
