Artist,Title,Air Time
The Members,Working Girl,2016-12-16 23:55:00
Michael Jackson,Workin' Day and Night,2016-12-16 23:49:00
Jurassic 5,Work It Out,2016-12-16 23:45:00
Tom Tom Club,Wordy Rappinghood,2016-12-16 23:37:00
Cameo,Word Up,2016-12-16 23:32:00
Missing Persons,Words,2016-12-16 23:28:00
My Morning Jacket,Wordless Chorus,2016-12-16 23:24:00
David Bowie,Word On A Wing,2016-12-16 23:17:00
Rickie Lee Jones,Woody And Dutch On The Slow Train To Peking,2016-12-16 23:12:00
Joni Mitchell,Woodstock,2016-12-16 23:04:00
Crosby Stills Nash & Young,Woodstock,2016-12-16 23:00:00
Crosby Stills & Nash,Wooden Ships,2016-12-16 22:49:00
Finn Brothers,Won't Give In,2016-12-16 22:44:00
The Who,Won't Get Fooled Again,2016-12-16 22:35:00
Oasis,Wonderwall,2016-12-16 22:30:00
Bruce Cockburn,Wondering Where The Lions Are,2016-12-16 22:26:00
Jimmy Cliff,Wonderful World Beautiful People,2016-12-16 22:23:00
Eric Clapton,Wonderful Tonight,2016-12-16 22:18:00
Natalie Merchant,Wonder,2016-12-16 22:13:00
The A's,Woman's Got The Power,2016-12-16 22:07:00
Peter Himmelman,"Woman With The Strength of 10,000 Men",2016-12-16 22:02:00
John Lennon,Woman,2016-12-16 21:59:00
Harry Chapin,W*O*L*D,2016-12-16 21:54:00
Alabama 3,Woke Up This Morning,2016-12-16 21:50:00
TV On The Radio,Wolf Like Me,2016-12-16 21:45:00
Harry Nilsson,Without You,2016-12-16 21:41:00
The Beatles,Within You Without You,2016-12-16 21:36:00
Peter Himmelman,With You,2016-12-16 21:31:00
Lucas,With The Lid Off,2016-12-16 21:27:00
U2,With Or Without You,2016-12-16 21:22:00
Ben Harper,With My Own Two Hands,2016-12-16 21:19:00
Joe Cocker,With A Little Help From My Friends,2016-12-16 21:12:00
The Beatles,With A Little Help From My Friends,2016-12-16 21:10:00
The Troggs,With A Girl Like You,2016-12-16 21:06:00
Jim Pepper,Witchi Tai To,2016-12-16 20:59:00
Pearl Jam,Wishlist,2016-12-16 20:56:00
Bob Mould,Wishing Well,2016-12-16 20:49:00
Terence Trent D'Arby,Wishing Well,2016-12-16 20:45:00
A Flock Of Seagulls,Wishing (I Had A Photograph Of You),2016-12-16 20:41:00
Pink Floyd,Wish You Were Here,2016-12-16 20:35:00
Mick Jagger,Wired All Night,2016-12-16 20:31:00
The Ventures,Wipe Out,2016-12-16 20:28:00
The Surfaris,Wipe Out,2016-12-16 20:26:00
Gil Scott-Heron,Winter In America,2016-12-16 20:18:00
Stomu Yamashta,Winner/Loser,2016-12-16 20:14:00
Amos Lee,Windows Are Rolled Down,2016-12-16 20:08:00
Shawn Colvin,Window To The World,2016-12-16 20:03:00
Son Volt,Windfall,2016-12-16 20:00:00
Frank Zappa,Wind Up Workin' In A Gas Station,2016-12-16 19:57:00
Little Feat,Willin',2016-12-16 19:54:00
Linda Ronstadt,Willin',2016-12-16 19:51:00
Eric Clapton,Willie And The Hand Jive,2016-12-16 19:47:00
The Shirelles,Will You Still Love Me Tomorrow,2016-12-16 19:45:00
Carole King,Will You Love Me Tomorrow,2016-12-16 19:40:00
Los Lobos,Will The Wolf Survive?,2016-12-16 19:35:00
