Artist,Title,Air Time
The Sex Pistols,God Save The Queen,2016-12-04 21:21:00
Coldplay,God Put A Smile On Your Face,2016-12-04 21:16:00
The Beach Boys,God Only Knows,2016-12-04 21:13:00
Argent,God Gave Rock And Roll To You,2016-12-04 21:05:00
John Lennon,God,2016-12-04 21:01:00
Fleetwood Mac,Go Your Own Way,2016-12-04 20:57:00
Professor Longhair,Go To The Mardi Gras,2016-12-04 20:54:00
Red Hot Chili Peppers,Go Robot,2016-12-04 20:49:00
Blur,Go Out,2016-12-04 20:45:00
The Moody Blues,Go Now,2016-12-04 20:40:00
Darlingside,Go Back,2016-12-04 20:37:00
The Raspberries,Go All The Way,2016-12-04 20:34:00
Pearl Jam,Glorified G,2016-12-04 20:30:00
Bruce Springsteen,Glory Days,2016-12-04 20:26:00
U2,Gloria,2016-12-04 20:21:00
Them,Gloria,2016-12-04 20:18:00
Patti Smith,Gloria,2016-12-04 20:13:00
New Riders Of The Purple Sage,Glendale Train,2016-12-04 20:07:00
The Beatles,Glass Onion,2016-12-04 20:05:00
Guided By Voices,Glad Girls,2016-12-04 20:01:00
Faces,Glad And Sorry,2016-12-04 19:57:00
Dave Clark Five,Glad All Over,2016-12-04 19:55:00
Traffic,Glad / Freedom Rider,2016-12-04 19:41:00
Vampire Weekend,Giving Up The Gun,2016-12-04 19:36:00
Delbert McClinton,Givin' It Up For Your Love,2016-12-04 19:32:00
Parliament,Give Up The Funk (Tear The Roof Off The Sucker),2016-12-04 19:26:00
John Lennon,Give Peace A Chance,2016-12-04 19:20:00
Tracy Chapman,Give Me One Reason,2016-12-04 19:16:00
George Harrison,Give Me Love,2016-12-04 19:12:00
Chairmen Of The Board,Give Me Just A Little More Time,2016-12-04 19:10:00
Robert Palmer,Give Me An Inch,2016-12-04 19:04:00
James Brown,Give It Up Or Turn It A Loose,2016-12-04 19:01:00
Bonnie Raitt,Give It Up Or Let Me Go,2016-12-04 18:56:00
Etta James,Give It Up,2016-12-04 18:53:00
The J. Geils Band,Give It To Me,2016-12-04 18:45:00
Red Hot Chili Peppers,Give It Away,2016-12-04 18:41:00
Uncle Tupelo,Give Back The Key To My Heart,2016-12-04 18:36:00
Supertramp,Give A Little Bit,2016-12-04 18:31:00
Duran Duran,Girls On Film,2016-12-04 18:28:00
Cyndi Lauper,Girls Just Want To Have Fun,2016-12-04 18:25:00
Bruce Springsteen,Girls In Their Summer Clothes,2016-12-04 18:20:00
Ingrid Michaelson,Girls Chase Boys,2016-12-04 18:17:00
Blur,Girls And Boys,2016-12-04 18:13:00
Talking Heads,Girlfriend Is Better,2016-12-04 18:05:00
Matthew Sweet,Girlfriend,2016-12-04 18:00:00
Urge Overkill,"Girl, You'll Be A Woman Soon",2016-12-04 17:57:00
Neil Diamond,"Girl, You'll Be A Woman Soon",2016-12-04 17:54:00
Devo,Girl U Want,2016-12-04 17:50:00
Bram Tchaikovsky,Girl Of My Dreams,2016-12-04 17:46:00
The Black Keys,Girl Is On My Mind,2016-12-04 17:43:00
Bob Dylan,Girl From The North Country,2016-12-04 17:39:00
The Beatles,Girl,2016-12-04 17:37:00
Beck,Girl,2016-12-04 17:33:00
Snoop Dogg,Gin & Juice,2016-12-04 17:28:00
Metric,Gimme Sympathy,2016-12-04 17:24:00
The Spencer Davis Group,Gimme Some Lovin',2016-12-04 17:22:00
The Rolling Stones,Gimme Shelter,2016-12-04 17:17:00
Brenton Wood,Gimme Little Sign,2016-12-04 17:15:00
The Pixies,Gigantic,2016-12-04 17:11:00
My Morning Jacket,Gideon,2016-12-04 17:05:00
John Coltrane,Giant Steps,2016-12-04 17:01:00
The Specials,Ghost Town,2016-12-04 16:55:00
Josh Ritter,Getting Ready To Get Down,2016-12-04 16:51:00
The Beatles,Getting Better,2016-12-04 16:48:00
The Who,Gettin' In Tune,2016-12-04 16:43:00
Bob Marley & The Wailers,"Get Up, Stand Up",2016-12-04 16:40:00
James Brown,Get Up Offa That Thing,2016-12-04 16:36:00
The Youngbloods,Get Together,2016-12-04 16:31:00
Brothers Johnson,Get The Funk Out Ma Face,2016-12-04 16:24:00
Lucinda Williams,Get Right With God (remix),2016-12-04 16:21:00
NRBQ,Get Rhythm,2016-12-04 16:18:00
Johnny Cash,Get Rhythm,2016-12-04 16:16:00
Indigo Girls,Get Out The Map,2016-12-04 16:13:00
Shawn Colvin,Get Out Of This House,2016-12-04 16:06:00
Will Lee,Get Out Of My Life Woman (feat. Billy Gibbons & Allen Toussaint),2016-12-04 16:00:00
The Esquires,Get On Up,2016-12-04 15:58:00
James Brown,Get On The Good Foot,2016-12-04 15:54:00
Cracker,Get Off This,2016-12-04 15:48:00
The Rolling Stones,Get Off Of My Cloud,2016-12-04 15:45:00
Gomez,Get Myself Arrested,2016-12-04 15:41:00
Gomez,Get Miles,2016-12-04 15:36:00
Belle & Sebastian,"Get Me Away From Here, I'm Dying",2016-12-04 15:33:00
Daft Punk,Get Lucky,2016-12-04 15:27:00
Janis Joplin,Get It While You Can,2016-12-04 15:24:00
Howard Tate,Get It While You Can,2016-12-04 15:21:00
LCD Soundsystem,Get Innocuous,2016-12-04 15:14:00
Ollabelle,Get Back Temptation,2016-12-04 15:09:00
The Beatles,Get Back,2016-12-04 15:05:00
Earth Wind & Fire,Getaway,2016-12-04 15:01:00
Belly,Gepetto,2016-12-04 14:58:00
Willie Nelson,Georgia On My Mind,2016-12-04 14:53:00
The Afghan Whigs,Gentleman,2016-12-04 14:49:00
Tom Tom Club,Genius Of Love,2016-12-04 14:44:00
XTC,Generals & Majors,2016-12-04 14:39:00
Rod Stewart,Gasoline Alley,2016-12-04 14:35:00
Iggy Pop,Gardenia,2016-12-04 14:31:00
Peter Gabriel,Games Without Frontiers,2016-12-04 14:27:00
The Spinners,Games People Play,2016-12-04 14:21:00
Bob Andy,Games People Play,2016-12-04 14:18:00
Indigo Girls,Galileo,2016-12-04 14:14:00
Dave Matthews Band,Funny The Way It Is,2016-12-04 14:10:00
Lyle Lovett & Al Green,Funny How Time Slips Away,2016-12-04 14:05:00
Kool & The Gang,Funky Stuff,2016-12-04 14:01:00
The Beach Boys,Funky Pretty,2016-12-04 13:56:00
James Brown,Funky President,2016-12-04 13:51:00
The Beginning Of The End,Funky Nassau,2016-12-04 13:48:00
Toots & The Maytals,Funky Kingston,2016-12-04 13:43:00
James Brown,Funky Drummer,2016-12-04 13:35:00
Black 47,Funky Ceili (Bridie's Song),2016-12-04 13:31:00
Wilson Pickett,Funky Broadway,2016-12-04 13:29:00
James Gang,Funk #49,2016-12-04 13:24:00
Elton John,Funeral For A Friend/Love Lies Bleeding,2016-12-04 13:13:00
Ani DiFranco,Fuel,2016-12-04 13:09:00
Albert Collins,Frosty,2016-12-04 13:05:00
Emerson Lake & Palmer,From The Beginning,2016-12-04 13:01:00
Bruce Springsteen,From Small Things,2016-12-04 12:58:00
Neil Young,From Hank To Hendrix,2016-12-04 12:52:00
Hozier,From Eden,2016-12-04 12:48:00
Dawes,From A Window Seat,2016-12-04 12:44:00
Allen Toussaint,From A Whisper To A Scream,2016-12-04 12:40:00
Elvis Costello,From A Whisper To A Scream,2016-12-04 12:37:00
Bob Dylan,From A Buick 6,2016-12-04 12:34:00
Led Zeppelin,Friends,2016-12-04 12:30:00
Grateful Dead,Friend Of The Devil,2016-12-04 12:27:00
The Easybeats,Friday On My Mind,2016-12-04 12:23:00
The Darkness,Friday Night,2016-12-04 12:20:00
The Cure,Friday I'm In Love,2016-12-04 12:17:00
Spirit,Fresh Garbage,2016-12-04 12:13:00
Quicksilver Messenger Service,Fresh Air,2016-12-04 12:06:00
Jeff Beck,Freeway Jam,2016-12-04 12:01:00
Keller Williams,Freeker By The Speaker,2016-12-04 11:56:00
Steve Winwood,Freedom Overspill,2016-12-04 11:50:00
Ween,Freedom Of '76,2016-12-04 11:47:00
Devo,Freedom Of Choice,2016-12-04 11:44:00
Richie Havens,Freedom,2016-12-04 11:38:00
The Fall,Free Range,2016-12-04 11:34:00
Special AKA,Free Nelson Mandela,2016-12-04 11:28:00
Joni Mitchell,Free Man In Paris,2016-12-04 11:25:00
Ziggy Marley,Free Like We Want 2 B,2016-12-04 11:21:00
Tom Petty,Free Girl Now,2016-12-04 11:17:00
Tom Petty,Free Falling,2016-12-04 11:13:00
Phish,Free,2016-12-04 11:10:00
Donavon Frankenreiter,Free,2016-12-04 11:07:00
Curtis Mayfield,Freddie's Dead,2016-12-04 11:00:00
The Felice Brothers,Frankie's Gun,2016-12-04 10:56:00
Edgar Winter Group,Frankenstein,2016-12-04 10:50:00
Cake,Frank Sinatra,2016-12-04 10:47:00
King Crimson,Frame By Frame,2016-12-04 10:40:00
Daft Punk,Fragments of Time,2016-12-04 10:36:00
Jimi Hendrix,Foxey Lady,2016-12-04 10:32:00
Bright Eyes,Four Winds,2016-12-04 10:28:00
Led Zeppelin,Four Sticks,2016-12-04 10:23:00
Jackson Browne,Fountain Of Sorrow,2016-12-04 10:16:00
Gin Blossoms,Found Out About You,2016-12-04 10:12:00
Robert Plant & Alison Krauss,Fortune Teller,2016-12-04 10:06:00
Creedence Clearwater Revival,Fortunate Son,2016-12-04 10:04:00
Cee Lo Green,Forget You,2016-12-04 10:00:00
Alison Krauss,Forget About It,2016-12-04 09:57:00
Bob Dylan,Forever Young,2016-12-04 09:52:00
Ray Lamontagne,Forever My Friend,2016-12-04 09:45:00
Haim,Forever,2016-12-04 09:41:00
Joe Strummer & The Mescaleros,Forbidden City,2016-12-04 09:37:00
The Yardbirds,For Your Love,2016-12-04 09:32:00
Led Zeppelin,For Your Life,2016-12-04 09:26:00
The Beatles,For You Blue,2016-12-04 09:22:00
Bruce Springsteen,For You,2016-12-04 09:18:00
Buffalo Springfield,For What It's Worth,2016-12-04 09:15:00
Neil Young,For The Turnstiles,2016-12-04 09:12:00
The O'Jays,For The Love Of Money,2016-12-04 09:07:00
Stevie Wonder,For Once In My Life,2016-12-04 09:03:00
Pete Yorn,For Nancy,2016-12-04 09:00:00
Patrice Rushen,Forget Me Nots,2016-12-04 08:56:00
Jackson Browne,For Everyman,2016-12-04 08:49:00
Jackson Browne,For A Dancer,2016-12-04 08:44:00
Grand Funk Railroad,Footstompin' Music,2016-12-04 08:40:00
The Stone Roses,Fool's Gold,2016-12-04 08:29:00
Tom Petty & The Heartbreakers,Fooled Again (I Don't Like It),2016-12-04 08:24:00
The Rolling Stones,Fool To Cry,2016-12-04 08:18:00
Lord Huron,Fool For Love,2016-12-04 08:15:00
Johnny Cash,Folsom Prison Blues,2016-12-04 08:12:00
Genesis,Follow You Follow Me,2016-12-04 08:07:00
Steely Dan,Fm,2016-12-04 08:02:00
Buffalo Springfield,Flying On the Ground Is Wrong,2016-12-04 07:59:00
The Beatles,Flying,2016-12-04 07:57:00
Silver Convention,Fly Robin Fly,2016-12-04 07:50:00
Lenny Kravitz,Fly Away,2016-12-04 07:47:00
Modest Mouse,Float On,2016-12-04 07:43:00
Norah Jones,Flipside,2016-12-04 07:37:00
Parliament,Flashlight,2016-12-04 07:31:00
Jack Johnson,Flake,2016-12-04 07:26:00
Coldplay,Fix You,2016-12-04 07:20:00
David Bowie,Five Years,2016-12-04 07:15:00
The Doors,Five To One,2016-12-04 07:11:00
The Vogues,Five O'Clock World,2016-12-04 07:09:00
B. B. King,Five Long Years,2016-12-04 07:01:00
Andrew Bird,Fitz And The Dizzyspells,2016-12-04 06:58:00
John Prine,Fish And Whistle,2016-12-04 06:54:00
Imogen Heap,First Train Home,2016-12-04 06:51:00
Paul Westerberg,First Glimmer,2016-12-04 06:44:00
Bright Eyes,First Day Of My Life,2016-12-04 06:41:00
Grateful Dead,Fire On The Mountain,2016-12-04 06:38:00
Neville Brothers,Fire On The Bayou,2016-12-04 06:31:00
Electric Light Orchestra,Fire On High,2016-12-04 06:25:00
Modest Mouse,Fire It Up,2016-12-04 06:21:00
Ryan Adams,Fire Cracker,2016-12-04 06:18:00
Ohio Players,Fire,2016-12-04 06:12:00
Jimi Hendrix,Fire,2016-12-04 06:10:00
The Crazy World Of Arthur Brown,Fire,2016-12-04 06:07:00
Barns Courtney,Fire,2016-12-04 06:04:00
Stevie Wonder,Fingertips - Part 2,2016-12-04 05:59:00
R. E. M.,Finest Worksong,2016-12-04 05:55:00
Public Enemy,Fight The Power,2016-12-04 05:50:00
Beastie Boys,Fight For Your Right,2016-12-04 05:46:00
Sting,Fields Of Gold,2016-12-04 05:43:00
The Black Keys,Fever,2016-12-04 05:37:00
Peggy Lee,Fever,2016-12-04 05:34:00
Neville Brothers,Fever,2016-12-04 05:29:00
Little Willie John,Fever,2016-12-04 05:26:00
Gerry & The Pacemakers,Ferry 'Cross The Mersey,2016-12-04 05:24:00
The White Stripes,Fell In Love With A Girl,2016-12-04 05:22:00
Joss Stone,Fell In Love With A Boy,2016-12-04 05:19:00
Tame Impala,Feels Like We Only Go Backwards,2016-12-04 05:15:00
Buddy Guy,Feels Like Rain,2016-12-04 05:11:00
R. E. M.,Feeling Gravity's Pull,2016-12-04 05:05:00
The Human League,Feeling Fascination,2016-12-04 05:02:00
NRBQ,Feelin' Good,2016-12-04 04:59:00
Traffic,Feelin' Alright?,2016-12-04 04:55:00
Joe Cocker,Feelin' Alright,2016-12-04 04:50:00
Otis Rush,Feel So Bad,2016-12-04 04:46:00
Gorillaz,Feel Good Inc.,2016-12-04 04:43:00
The Byrds,Feel A Whole Lot Better,2016-12-04 04:40:00
Belly,Feed The Tree,2016-12-04 04:36:00
Little Feat,Feats Don't Fail Me Now,2016-12-04 04:34:00
Haircut One Hundred,Favourite Shirts (Boy Meets Girl),2016-12-04 04:31:00
Paul Simon,Father And Daughter,2016-12-04 04:27:00
Rodney Crowell,Fate's Right Hand,2016-12-04 04:22:00
Little Feat,Fat Man In The Bathtub,2016-12-04 04:18:00
Tracy Chapman,Fast Car,2016-12-04 04:12:00
Jefferson Starship,Fast Buck Freddie,2016-12-04 04:08:00
Fiona Apple,Fast As You Can,2016-12-04 04:04:00
David Bowie,Fashion,2016-12-04 03:59:00
David Bowie,Fascination,2016-12-04 03:54:00
"Bobby ""Blue"" Bland",Farther On Up The Road,2016-12-04 03:49:00
Taj Mahal,Farther On Down The Road,2016-12-04 03:46:00
The Rolling Stones,Far Away Eyes,2016-12-04 03:41:00
Sly & The Family Stone,Family Affair,2016-12-04 03:38:00
David Bowie,Fame,2016-12-04 03:33:00
Glen Hansard & Marketa Irglova,Falling Slowly,2016-12-04 03:29:00
Karl Blau,Fallin' Rain,2016-12-04 03:19:00
R. E. M.,Fall On Me,2016-12-04 03:17:00
Hall & Oates,Fall In Philadelphia,2016-12-04 03:13:00
Phantogram,Fall in Love,2016-12-04 03:08:00
Crowded House,Fall At Your Feet,2016-12-04 03:04:00
Radiohead,Fake Plastic Trees,2016-12-04 02:59:00
The National,Fake Empire,2016-12-04 02:56:00
K. T. Tunstall,Fade Like A Shadow,2016-12-04 02:53:00
Mazzy Star,Fade Into You,2016-12-04 02:46:00
Bodeans,Fadeaway,2016-12-04 02:41:00
Pete Townshend,Face The Face,2016-12-04 02:35:00
Otis Redding,Fa Fa Fa Fa Fa (sad Song),2016-12-04 02:31:00
Guster,Fa Fa,2016-12-04 02:26:00
Grateful Dead,Eyes Of The World,2016-12-04 02:21:00
North Mississippi Allstars,Eyes,2016-12-04 02:18:00
Kyle Craft,Eye Of A Hurricane,2016-12-04 02:13:00
Elle King,Ex's and Oh's,2016-12-04 02:10:00
Soul Survivors,Expressway To Your Heart,2016-12-04 02:07:00
N. W. A.,Express Yourself,2016-12-04 02:03:00
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself,2016-12-04 01:59:00
Bob Marley & The Wailers,Exodus,2016-12-04 01:52:00
Warren Zevon,Excitable Boy,2016-12-04 01:48:00
Taj Mahal,Ev'ry Wind (in The River),2016-12-04 01:44:00
Electric Light Orchestra,Evil Woman,2016-12-04 01:39:00
Santana,Evil Ways,2016-12-04 01:34:00
My Morning Jacket,Evil Urges,2016-12-04 01:30:00
Howlin' Wolf,Evil,2016-12-04 01:27:00
Translator,Everywhere That I'm Not,2016-12-04 01:23:00
Cheap Trick,Everything Works If You Let It,2016-12-04 01:20:00
Jane Siberry,Everything Reminds Me Of My Dog,2016-12-04 01:15:00
Phoenix,Everything Is Everything,2016-12-04 01:11:00
Bob Dylan,Everything Is Broken,2016-12-04 01:08:00
Radiohead,Everything In It's Right Place,2016-12-04 01:04:00
The Dirty Dozen Brass Band,Everything I Do Gon' Be Funky,2016-12-04 01:00:00
Depeche Mode,Everything Counts,2016-12-04 00:55:00
Alanis Morissette,Everything,2016-12-04 00:52:00
Steve Earle,Everyone's In Love With You,2016-12-04 00:48:00
Steely Dan,Everyone's Gone To The Movies,2016-12-04 00:44:00
Michael Franti & Spearhead,Everyone Deserves Music,2016-12-04 00:40:00
Sly & The Family Stone,Everyday People,2016-12-04 00:38:00
Morrissey,Everyday Is Like Sunday,2016-12-04 00:34:00
Sheryl Crow,Everyday Is A Winding Road,2016-12-04 00:30:00
Elvis Costello,Everyday I Write The Book,2016-12-04 00:24:00
Carl Perkins,Everybody's Trying To Be My Baby,2016-12-04 00:22:00
Harry Nilsson,Everybody's Talkin',2016-12-04 00:19:00
Fred Neil,Everybody's Talkin',2016-12-04 00:17:00
The Buzzcocks,Everybody's Happy Nowadays,2016-12-04 00:14:00
The Korgis,Everybody's Gotta Learn Sometimes,2016-12-04 00:10:00
The Beatles,Everybody's Got Something To Hide Except Me and My Monkey,2016-12-04 00:07:00
Santana,Everybody's Everything,2016-12-04 00:03:00
Keane,Everybody's Changing,2016-12-04 00:00:00
