Artist,Title,Air Time
The Replacements,Tommy Gets His Tonsils Out,2018-12-07 23:58:00
Rush,Tom Sawyer,2018-12-07 23:50:00
INXS,To Look At You,2018-12-07 23:44:00
Gang Of Four,To Hell With Poverty!,2018-12-07 23:38:00
Spandau Ballet,To Cut A Long Story Short,2018-12-07 23:35:00
Elvis Costello & The Attractions,TKO (Boxing Day),2018-12-07 23:31:00
Sparks,Tips For Teens,2018-12-07 23:28:00
The Blue Nile,Tinseltown In The Rain,2018-12-07 23:21:00
The Twins,Time Will Tell,2018-12-07 23:14:00
The Pretenders,Time The Avenger,2018-12-07 23:09:00
Steely Dan,Time Out Of Mind,2018-12-07 23:05:00
Todd Rundgren,Time Heals,2018-12-07 23:01:00
The Ramones,Time Has Come Today,2018-12-07 22:57:00
R. E. M.,Time After Time (Annalise),2018-12-07 22:53:00
Tuck & Patti,Time After Time,2018-12-07 22:48:00
Cyndi Lauper,Time After Time,2018-12-07 22:44:00
Culture Club,Time (Clock Of The Heart),2018-12-07 22:40:00
The Alan Parsons Project,Time,2018-12-07 22:35:00
Luther Vandross,'Til My Baby Comes Home,2018-12-07 22:29:00
Rodney Crowell,'Til I Gain Control Again,2018-12-07 22:23:00
Stevie Ray Vaughan,Tight Rope,2018-12-07 22:19:00
Bob Dylan,Tight Connection To My Heart (Has Anybody Seen My Love?),2018-12-07 22:13:00
My Bloody Valentine,Tiger In My Tank,2018-12-07 22:08:00
The Pretenders,Thumbelina,2018-12-07 22:05:00
Amaswazi Emvelo,Thul'ulalele (Just Stop and Listen),2018-12-07 22:01:00
Chaka Khan,Through The Fire,2018-12-07 21:56:00
Devo,Through Being Cool,2018-12-07 21:53:00
Michael Jackson,Thriller,2018-12-07 21:46:00
King Crimson,Three Of A Perfect Pair,2018-12-07 21:42:00
Kate Bush,This Woman's Work,2018-12-07 21:37:00
Green River,This Town,2018-12-07 21:30:00
INXS,This Time,2018-12-07 21:27:00
Lyle Lovett,This Old Porch,2018-12-07 21:20:00
Neil Young,This Note's For You,2018-12-07 21:18:00
Talking Heads,This Must Be The Place (Naive Melody),2018-12-07 21:13:00
The Balancing Act,This is Where It All Begins,2018-12-07 21:08:00
Weather Report,This Is This,2018-12-07 21:01:00
The Stone Roses,This Is The One,2018-12-07 20:56:00
The The,This Is The Day,2018-12-07 20:52:00
Pat Metheny & David Bowie,This Is Not America,2018-12-07 20:46:00
Mission Of Burma,This Is Not A Photograph,2018-12-07 20:45:00
Public Image Ltd.,This Is Not A Love Song,2018-12-07 20:40:00
George Harrison,This is Love,2018-12-07 20:33:00
The Clash,This Is England,2018-12-07 20:30:00
The Sisters Of Mercy,This Corrosion,2018-12-07 20:25:00
The Smiths,This Charming Man,2018-12-07 20:22:00
The Rain Parade,This Can't Be Today,2018-12-07 20:18:00
Michael Penn,This And That,2018-12-07 20:14:00
Pat Metheny,Third Wind,2018-12-07 20:05:00
Bush Tetras,Things That Go Boom In The Night,2018-12-07 20:00:00
The Room,Things Have Learnt to Walk That Ought to Crawl,2018-12-07 19:56:00
Howard Jones,Things Can Only Get Better,2018-12-07 19:52:00
Bonnie Raitt,Thing Called Love,2018-12-07 19:48:00
John Hiatt,Thing Called Love,2018-12-07 19:44:00
The Pretenders,Thin Line Between Love And Hate,2018-12-07 19:40:00
Pete Shelley,They're Coming For You,2018-12-07 19:35:00
They Might Be Giants,They'll Need A Crane,2018-12-07 19:32:00
Tracey Ullman,They Don't Know,2018-12-07 19:29:00
The Human League,These Things That Dreams Are Made Of,2018-12-07 19:24:00
Husker Du,These Important Years,2018-12-07 19:20:00
Heart,These Dreams,2018-12-07 19:16:00
Defunkt,Thermonuclear Sweat,2018-12-07 19:12:00
Snakefinger,There's No Justice In Life,2018-12-07 19:07:00
The Fall,There's A Ghost In My House,2018-12-07 19:05:00
Billy Ocean,There'll Be Sad Songs (To Make You Cry),2018-12-07 19:00:00
Eurythmics,There Must Be An Angel (Playing With My Heart),2018-12-07 18:54:00
Lou Reed,There Is No Time,2018-12-07 18:49:00
The Smiths,There Is A Light That Never Goes Out,2018-12-07 18:45:00
The Dream Syndicate,Then She Remembers,2018-12-07 18:41:00
Joey Scarbury,Theme From The Greatest American Hero (Believe It Or Not),2018-12-07 18:36:00
Clannad,Theme from Harry's Game,2018-12-07 18:34:00
Richard Thompson,The Wrong Heartbeat,2018-12-07 18:31:00
