Artist,Title,Air Time
Elvis Costello,Pump It Up,2017-12-07 23:57:00
Talking Heads,Pulled Up,2017-12-07 23:52:00
Public Image Ltd.,Public Image,2017-12-07 23:48:00
Alice Cooper,Public Animal #9,2017-12-07 23:44:00
Talking Heads,Psycho Killer,2017-12-07 23:40:00
The Temptations,Psychedelic Shack,2017-12-07 23:34:00
Bruce Springsteen,Prove It All Night,2017-12-07 23:29:00
Television,Prove It,2017-12-07 23:24:00
Ike & Tina Turner,Proud Mary,2017-12-07 23:18:00
The Guess Who,Proper Stranger,2017-12-07 23:14:00
Sex Pistols,Problems,2017-12-07 23:07:00
The Damned,Problem Child,2017-12-07 23:05:00
The Souther-Hillman-Furay Band,Prisoner In Disguise,2017-12-07 23:00:00
Linda Ronstadt,Prisoner In Disguise,2017-12-07 22:56:00
Graham Nash,Prison Song,2017-12-07 22:53:00
Steely Dan,Pretzel Logic,2017-12-07 22:47:00
Sex Pistols,Pretty Vacant,2017-12-07 22:44:00
The Eagles,Pretty Maids All In A Row,2017-12-07 22:40:00
John Prine,Pretty Good,2017-12-07 22:37:00
John Prine,Pretty Good,2017-12-07 22:36:00
Blondie,Pretty Baby,2017-12-07 22:33:00
Jefferson Airplane,Pretty As You Feel,2017-12-07 22:27:00
David Bowie,Prettiest Star,2017-12-07 22:24:00
Toots & The Maytals,Pressure Drop,2017-12-07 22:20:00
Robert Palmer,Pressure Drop,2017-12-07 22:15:00
The Kinks,Pressure,2017-12-07 22:13:00
Ry Cooder,President Kennedy,2017-12-07 22:07:00
Billy Joel,Prelude/Angry Young Man,2017-12-07 22:01:00
Bob Dylan,Precious Angel,2017-12-07 21:55:00
Devo,Praying Hands,2017-12-07 21:52:00
Curtis Mayfield,Power To The People (demo version),2017-12-07 21:48:00
John Lennon,Power To The People,2017-12-07 21:45:00
Procol Harum,Power Failure,2017-12-07 21:41:00
The Doobie Brothers,Power,2017-12-07 21:36:00
Neil Young,Powderfinger,2017-12-07 21:28:00
Graham Parker,Pourin' It All Out,2017-12-07 21:25:00
Bob Marley & The Wailers,Positive Vibration,2017-12-07 21:22:00
Public Image Ltd.,Poptones,2017-12-07 21:15:00
Michael Franks,Popsicle Toes,2017-12-07 21:11:00
The Isley Brothers,Pop That Thang,2017-12-07 21:07:00
M,Pop Muzik,2017-12-07 21:03:00
Warren Zevon,Poor Poor Pitiful Me,2017-12-07 21:00:00
Linda Ronstadt,Poor Poor Pitiful Me,2017-12-07 20:57:00
Procol Harum,Poor Mohammed,2017-12-07 20:54:00
Nick Drake,Poor Boy,2017-12-07 20:47:00
