Artist,Title,Air Time
War,Get Down,2017-12-02 23:55:00
Curtis Mayfield,Get Down,2017-12-02 23:51:00
Seals & Crofts,Get Closer,2017-12-02 23:47:00
The Beatles,Get Back,2017-12-02 23:44:00
Genesis,Get 'em Out By Friday,2017-12-02 23:35:00
Toto,Georgy Porgy,2017-12-02 23:31:00
Willie Nelson,Georgia On My Mind,2017-12-02 23:27:00
Alice Cooper,Generation Landslide,2017-12-02 23:22:00
Molly Hatchet,Gator Country,2017-12-02 23:16:00
Rod Stewart,Gasoline Alley,2017-12-02 23:11:00
Ricky Nelson,Garden Party,2017-12-02 23:07:00
The Spinners,Games People Play,2017-12-02 23:00:00
Bonnie Raitt,Gamblin' Man,2017-12-02 22:56:00
The Hello People,Future Shock,2017-12-02 22:52:00
Curtis Mayfield,Future Shock,2017-12-02 22:47:00
Fleetwood Mac,Future Games,2017-12-02 22:39:00
Iggy Pop,Funtime,2017-12-02 22:34:00
Queen,Funny How Love Is,2017-12-02 22:32:00
"Lipps, Inc.",Funkytown,2017-12-02 22:28:00
Ohio Players,Funky Worm,2017-12-02 22:25:00
Kool & The Gang,Funky Stuff,2017-12-02 22:21:00
The Beach Boys,Funky Pretty,2017-12-02 22:17:00
James Brown,Funky President,2017-12-02 22:13:00
The Beginning Of The End,Funky Nassau,2017-12-02 22:10:00
Edwin Starr,Funky Music Sho' Nuff Turns Me On,2017-12-02 22:06:00
Luther,Funky Music (Is A Part Of Me),2017-12-02 22:00:00
Toots & The Maytals,Funky Kingston,2017-12-02 21:55:00
James Brown,Funky Drummer,2017-12-02 21:45:00
David Johansen,Funky But Chic,2017-12-02 21:41:00
Chambers Brothers,Funky,2017-12-02 21:39:00
Ike & Tina Turner,Funkier Than A Mosquito's Tweeter,2017-12-02 21:36:00
Parliament,Funkentelechy,2017-12-02 21:24:00
James Gang,Funk #49,2017-12-02 21:20:00
Elton John,Funeral For A Friend/Love Lies Bleeding,2017-12-02 21:10:00
Stackridge,Fundamentally Yours,2017-12-02 21:05:00
Al Green,Full Of Fire,2017-12-02 21:00:00
Off Broadway,Full Moon Turn My Head Around,2017-12-02 20:56:00
Van Morrison,Full Force Gale,2017-12-02 20:52:00
The Knack,Frustrated,2017-12-02 20:49:00
Electric Light Orchestra,From The Sun To The World,2017-12-02 20:41:00
Nick Drake,From The Morning,2017-12-02 20:37:00
Emerson Lake & Palmer,From The Beginning,2017-12-02 20:34:00
Robert Palmer,From A Whisper To A Scream,2017-12-02 20:30:00
The Fall,Frightened,2017-12-02 20:25:00
Ronnie Laws,Friends & Strangers,2017-12-02 20:19:00
Led Zeppelin,Friends,2017-12-02 20:15:00
Grateful Dead,Friend Of The Devil,2017-12-02 20:12:00
Television,Friction,2017-12-02 20:06:00
Quicksilver Messenger Service,Fresh Air,2017-12-02 20:00:00
David Johansen,Frenchette,2017-12-02 19:55:00
Jeff Beck,Freeway Jam,2017-12-02 19:48:00
Nick Drake,Free Ride,2017-12-02 19:45:00
Edgar Winter,Free Ride,2017-12-02 19:42:00
Patti Smith,Free Money,2017-12-02 19:37:00
Joni Mitchell,Free Man In Paris,2017-12-02 19:34:00
Pink Floyd,Free Four,2017-12-02 19:31:00
Lynyrd Skynyrd,Free Bird,2017-12-02 19:21:00
Patti Smith,Frederick,2017-12-02 19:17:00
Curtis Mayfield,Freddie's Dead,2017-12-02 19:12:00
Kraftwerk,Franz Schubert,2017-12-02 19:05:00
Grateful Dead,Franklin's Tower,2017-12-02 19:01:00
Edgar Winter Group,Frankenstein,2017-12-02 18:56:00
Mott The Hoople,Foxy Foxy,2017-12-02 18:52:00
Sweet,Fox On The Run,2017-12-02 18:49:00
Television,Fox Hole,2017-12-02 18:44:00
Billy Brooks,Fourty Days,2017-12-02 18:37:00
Led Zeppelin,Four Sticks,2017-12-02 18:32:00
Jackson Browne,Fountain Of Sorrow,2017-12-02 18:25:00
Bob Dylan,Forever Young,2017-12-02 18:20:00
Boston,Foreplay / Long Time,2017-12-02 18:10:00
Led Zeppelin,For Your Life,2017-12-02 18:03:00
The Beatles,For You Blue,2017-12-02 18:01:00
Greg Kihn,For You,2017-12-02 17:57:00
Bruce Springsteen,For You,2017-12-02 17:51:00
Neil Young,For The Turnstiles,2017-12-02 17:48:00
Joni Mitchell,For The Roses,2017-12-02 17:44:00
The Isley Brothers,For The Love Of You,2017-12-02 17:37:00
John Holt,For The Love Of You,2017-12-02 17:34:00
The O'Jays,For The Love Of Money,2017-12-02 17:30:00
Kris Kristofferson,For The Good Times,2017-12-02 17:27:00
Jackson Browne,For Everyman,2017-12-02 17:19:00
Jackson Browne,For A Dancer,2017-12-02 17:15:00
Ohio Players,Fopp,2017-12-02 17:11:00
Grand Funk Railroad,Footstompin' Music,2017-12-02 17:05:00
Joe Jackson,Fools In Love,2017-12-02 17:01:00
Elvin Bishop,Fooled Around & Fell In Love,2017-12-02 16:56:00
Tom Petty & The Heartbreakers,Fooled Again (I Don't Like It),2017-12-02 16:51:00
Graham Parker,Fool's Gold,2017-12-02 16:47:00
The Rolling Stones,Fool To Cry,2017-12-02 16:42:00
Led Zeppelin,Fool In The Rain,2017-12-02 16:35:00
Foghat,Fool For The City,2017-12-02 16:31:00
