Artist,Title,Air Time
Christopher Cross,Arthur's Theme (Best That You Can Do),2018-11-28 19:42:00
Sosumi,Art Party,2018-11-28 19:39:00
Prince & The Revolution,Around The World In A Day,2018-11-28 19:36:00
The Kinks,Around The Dial,2018-11-28 19:30:00
The Clash,Armagideon Time,2018-11-28 19:27:00
Lloyd Cole,Are You Ready To Be Heartbroken,2018-11-28 19:24:00
Pat Metheny,Are You Going With Me?,2018-11-28 19:14:00
Devo,Are You Experienced?,2018-11-28 19:11:00
Steve Winwood,Arc Of A Diver,2018-11-28 19:04:00
The Jesus And Mary Chain,April Skies,2018-11-28 19:00:00
Prefab Sprout,Appetite,2018-11-28 18:56:00
Gloria Estefan and Miami Sound Machine,Anything For You,2018-11-28 18:52:00
The Clean,Anything Could Happen,2018-11-28 18:49:00
Journey,Any Way You Want It,2018-11-28 18:40:00
Greg Kihn,Any Other Woman,2018-11-28 18:37:00
The Subdudes,Any Cure,2018-11-28 18:33:00
Adam & The Ants,Ants Invasion,2018-11-28 18:30:00
Adam & The Ants,Antmusic,2018-11-28 18:25:00
Men Without Hats,Antarctica,2018-11-28 18:21:00
The Replacements,Answering Machine,2018-11-28 18:18:00
Prince,Anotherloverholenyohead,2018-11-28 18:14:00
Joe Jackson,Another World,2018-11-28 18:08:00
The Who,Another Tricky Day,2018-11-28 18:04:00
Queen,Another One Bites The Dust,2018-11-28 18:00:00
Squeeze,Another Nail In My Heart,2018-11-28 17:57:00
Graham Parker,Another Grey Area,2018-11-28 17:51:00
Kid Creole & The Coconuts,"Annie, I'm Not Your Daddy",2018-11-28 17:45:00
Squeeze,Annie Get Your Gun,2018-11-28 17:42:00
The Europeans,Animal Song,2018-11-28 17:33:00
Sparks,Angst In My Pants,2018-11-28 17:30:00
U2,Angel Of Harlem,2018-11-28 17:25:00
Slayer,Angel Of Death,2018-11-28 17:20:00
The J. Geils Band,Angel In Blue,2018-11-28 17:16:00
Aerosmith,Angel,2018-11-28 17:10:00
Generation X,Andy Warhol,2018-11-28 17:06:00
The Replacements,Androgynous,2018-11-28 17:03:00
The Hooters,And We Danced,2018-11-28 16:59:00
Van Halen,And The Cradle Will Rock...,2018-11-28 16:55:00
Talking Heads,And She Was,2018-11-28 16:52:00
The Long Ryders,And She Rides,2018-11-28 16:47:00
The Long Ryders,And She Rides,2018-11-28 16:46:00
Pete Townshend,And I Moved,2018-11-28 16:43:00
808 State,Ancodia,2018-11-28 16:37:00
Michelle Shocked,Anchorage,2018-11-28 16:32:00
Megadeth,Anarchy In The U.K.,2018-11-28 16:29:00
They Might Be Giants,Ana Ng,2018-11-28 16:26:00
U2,An Cat Dubh/Into The Heart,2018-11-28 16:17:00
The dB's,Amplifier,2018-11-28 16:14:00
The Hooters,Amore,2018-11-28 16:10:00
Adolescents,Amoeba,2018-11-28 16:06:00
Bob Seger & The Silver Bullet Band,American Storm,2018-11-28 16:01:00
The Blasters,American Music,2018-11-28 15:59:00
The Fleshtones,American Beat '84,2018-11-28 15:55:00
Neil Diamond,America,2018-11-28 15:51:00
Prince,America,2018-11-28 15:48:00
Rank & File,Amanda Ruth,2018-11-28 15:45:00
The Stranglers,Always The Sun,2018-11-28 15:41:00
Naked Eyes,Always Something There To Remind Me,2018-11-28 15:38:00
Guadalcanal Diary,Always Saturday,2018-11-28 15:31:00
Pet Shop Boys,Always on My Mind,2018-11-28 15:27:00
Willie Nelson,Always on My Mind,2018-11-28 15:24:00
Paul Carrack,Always Better With You,2018-11-28 15:19:00
Atlantic Starr,Always,2018-11-28 15:14:00
Prince,Alphabet St,2018-11-28 15:09:00
Colin Newman,Alone,2018-11-28 15:03:00
Heart,Alone,2018-11-28 15:00:00
Dave Edmunds,Almost Saturday Night,2018-11-28 14:57:00
Elvis Costello,Almost Blue,2018-11-28 14:54:00
Orchestral Manoeuvres In The Dark,Almost,2018-11-28 14:50:00
Billy Joel,Allentown,2018-11-28 14:46:00
The Hooters,All You Zombies,2018-11-28 14:40:00
Bauhaus,All We Ever Wanted Was Everything,2018-11-28 14:35:00
George Harrison,All Those Years Ago,2018-11-28 14:32:00
Husker Du,All This I've Done For You,2018-11-28 14:29:00
Simple Minds,All The Things She Said,2018-11-28 14:22:00
Psychedelic Furs,All That Money Wants,2018-11-28 14:18:00
Bruce Springsteen,All That Heaven Will Allow,2018-11-28 14:15:00
Don Henley,All She Wants To Do Is Dance,2018-11-28 14:09:00
Duran Duran,All She Wants Is,2018-11-28 14:04:00
Air Supply,All Out Of Love,2018-11-28 14:00:00
Lionel Richie,All Night Long (All Night),2018-11-28 13:55:00
Mary Jane Girls,All Night Long,2018-11-28 13:49:00
Echo And The Bunnymen,All My Colours,2018-11-28 13:45:00
David Gilmour,All Lovers Are Deranged,2018-11-28 13:42:00
Love And Rockets,All In My Mind,2018-11-28 13:35:00
U2,All I Want Is You,2018-11-28 13:29:00
Timbuk 3,All I Want For Christmas,2018-11-28 13:25:00
Echo & The Bunnymen,All I Want,2018-11-28 13:21:00
Aztec Camera,All I Need Is Everything,2018-11-28 13:15:00
Stevie Wonder,All I Do,2018-11-28 13:08:00
Billy Joel,All For Leyna,2018-11-28 13:04:00
Shop Assistants,All Day Long,2018-11-28 13:02:00
World Party,All Come True,2018-11-28 12:56:00
Lisa Stansfield,All Around The World,2018-11-28 12:50:00
Simple Minds,Alive And Kicking,2018-11-28 12:45:00
Wipers,Alien Boy,2018-11-28 12:41:00
The Replacements,Alex Chilton,2018-11-28 12:38:00
Grateful Dead,Alabama Getaway,2018-11-28 12:34:00
Rufus & Chaka Khan,Ain't Nobody,2018-11-28 12:30:00
Big Daddy Kane,Ain't No Half Steppin',2018-11-28 12:23:00
Bruce Springsteen,Ain't Got You,2018-11-28 12:21:00
John Prine,Aimless Love,2018-11-28 12:18:00
Donnie Iris,Ah! Leah!,2018-11-28 12:14:00
New Order,Age Of Consent,2018-11-28 12:07:00
Bob Seger & The Silver Bullet Band,Against The Wind,2018-11-28 12:01:00
Toto,Africa,2018-11-28 11:56:00
Ebn Ozn,AEIOU Sometimes Y,2018-11-28 11:46:00
Will Powers,Adventures In Success,2018-11-28 11:43:00
The Balancing Act,Adventure,2018-11-28 11:39:00
Hall & Oates,Adult Education,2018-11-28 11:32:00
Robert Palmer,Addicted To Love,2018-11-28 11:28:00
Tracy Chapman,Across The Lines,2018-11-28 11:25:00
Robyn Hitchcock,Acid Bird,2018-11-28 11:18:00
Iron Maiden,Aces High,2018-11-28 11:14:00
Motorhead,Ace Of Spades,2018-11-28 11:11:00
Ultravox,Accent on Youth & The Ascent,2018-11-28 11:03:00
Mission Of Burma,Academy Fight Song,2018-11-28 11:00:00
Jason & The Scorchers,Absolutely Sweet Marie,2018-11-28 10:56:00
The Jam,Absolute Beginners,2018-11-28 10:52:00
David Bowie,Absolute Beginners,2018-11-28 10:46:00
Steve Miller Band,Abracadabra,2018-11-28 10:41:00
Nirvana,About A Girl,2018-11-28 10:38:00
Genesis,Abacab,2018-11-28 10:30:00
Tom Petty & The Heartbreakers,A Woman In Love (It's Not Me),2018-11-28 10:26:00
The Blue Nile,A Walk Across The Rooftops,2018-11-28 10:20:00
Duran Duran,A View To A Kill,2018-11-28 10:17:00
The Jam,A Town Called Malice,2018-11-28 10:14:00
The dB's,A Spy In The House Of Love,2018-11-28 10:10:00
U2,A Sort Of Homecoming,2018-11-28 10:04:00
Magazine,A Song From Under the Floorboards,2018-11-28 10:00:00
The Style Council,A Solid Bond In Your Heart,2018-11-28 09:56:00
Herbie Hancock,A Slight Smile,2018-11-28 09:46:00
David & David,A Rock For The Forgotten,2018-11-28 09:41:00
Depeche Mode,A Question Of Time,2018-11-28 09:37:00
Echo & The Bunnymen,A Promise,2018-11-28 09:32:00
The Trypes,A Plan Revisited,2018-11-28 09:28:00
DJ Jazzy Jeff & The Fresh Prince,A Nightmare On My Street,2018-11-28 09:23:00
Billy Bragg,A New England,2018-11-28 09:20:00
The Flesh Eaters,"A Minute To Pray, A Second To Die",2018-11-28 09:16:00
The Plimsouls,A Million Miles Away,2018-11-28 09:13:00
Los Lobos,A Matter Of Time,2018-11-28 09:09:00
Gang Of Four,A Man With A Good Car,2018-11-28 09:04:00
A.R. Kane,A Love From Outer Space,2018-11-28 08:59:00
Michael Hedges,A Love Bizarre,2018-11-28 08:55:00
Erasure,A Little Respect,2018-11-28 08:53:00
The Weirdos,A Life Of Crime,2018-11-28 08:38:00
Phil Collins,A Groovy Kind Of Love,2018-11-28 08:33:00
Albert Collins,A Good Fool Is Hard To Find,2018-11-28 08:29:00
The Smithereens,A Girl Like You,2018-11-28 08:25:00
Romeo Void,A Girl in Trouble (Is a Temporary Thing),2018-11-28 08:18:00
The Waterboys,A Girl Called Johnny,2018-11-28 08:13:00
The Cure,A Forest,2018-11-28 08:07:00
U2,A Day Without Me,2018-11-28 08:04:00
Warren Zevon,A Certain Girl,2018-11-28 08:01:00
Smashing Pumpkins,1979,2018-11-28 07:56:00
Maggie Rogers,Light On,2018-11-28 07:52:00
Patti Smith,People Have The Power,2018-11-28 07:44:00
Sunflower Bean,Come For Me,2018-11-28 07:40:00
Death Cab For Cutie,Gold Rush,2018-11-28 07:35:00
Fiona Apple,Fast As You Can,2018-11-28 07:30:00
Big Star,Don't Lie To Me,2018-11-28 07:27:00
Ali Awan,Citadel Blues,2018-11-28 07:23:00
Wilco,I Might,2018-11-28 07:15:00
The Nude Party,Feels Alright,2018-11-28 07:11:00
Milo Greene,Move,2018-11-28 07:06:00
Amy Winehouse,You Know I'm No Good,2018-11-28 07:03:00
Bill Withers,Use Me,2018-11-28 06:59:00
The Byrds,I'll Feel A Whole Lot Better,2018-11-28 06:56:00
Mumford & Sons,Guiding Light,2018-11-28 06:53:00
The Shins,New Slang,2018-11-28 06:45:00
J.S. Ondara,American Dream,2018-11-28 06:41:00
K. T. Tunstall,The River,2018-11-28 06:36:00
Bonnie Raitt,Used to Rule the World,2018-11-28 06:32:00
Phosphorescent,Around The Horn,2018-11-28 06:24:00
The Decemberists,O Valencia,2018-11-28 06:17:00
Caamp,Books,2018-11-28 06:13:00
Sharon Van Etten,Comeback Kid,2018-11-28 06:09:00
Lucinda Williams,Joy,2018-11-28 06:05:00
Dave Matthews Band,Samurai Cop (Oh Joy Begin),2018-11-28 06:01:00
Warpaint,New Song,2018-11-28 05:55:00
Of Monsters And Men,Little Talks,2018-11-28 05:51:00
The Record Company,I'm Getting Better (And I'm Feeling It Right Now),2018-11-28 05:48:00
Tears For Fears,Shout,2018-11-28 05:42:00
David Gray,The Sapling,2018-11-28 05:38:00
The National Reserve,New Love,2018-11-28 05:34:00
Shawn Colvin,Window To The World,2018-11-28 05:29:00
Nathaniel Rateliff & The Night Sweats,Hey Mama,2018-11-28 05:25:00
Bob Dylan,Gotta Serve Somebody,2018-11-28 05:20:00
Amen Dunes,Blue Rose,2018-11-28 05:16:00
The Flying Lizards,Money (That's What I Want),2018-11-28 05:12:00
Ron Gallo,Do You Love Your Company?,2018-11-28 05:10:00
Father John Misty,Chateau Lobby #4 (in C for two virgins),2018-11-28 05:07:00
Bee Gees,Love You Inside Out,2018-11-28 05:03:00
Kacey Musgraves,High Horse,2018-11-28 05:00:00
The Thompson Twins,Hold Me Now,2018-11-28 04:57:00
Lenny Kravitz,Low,2018-11-28 04:52:00
Ruston Kelly,Mockingbird,2018-11-28 04:47:00
Daniel Lanois,The Maker,2018-11-28 04:43:00
Sheryl Crow,Wouldn't Want To Be Like You (feat. St. Vincent),2018-11-28 04:40:00
Mark Knopfler,Good On You Son,2018-11-28 04:36:00
Steve Miller Band,Abracadabra,2018-11-28 04:31:00
Neil Finn,She Will Have Her Way,2018-11-28 04:27:00
Del Amitri,Roll To Me,2018-11-28 04:25:00
Primal Scream,Come Together,2018-11-28 04:17:00
Rhett Miller,Total Disaster,2018-11-28 04:14:00
Huffamoose,Send Out Your New Song,2018-11-28 04:10:00
The Honeycombs,Have I The Right,2018-11-28 04:07:00
The Cars,Drive,2018-11-28 04:03:00
Your Smith,The Spot,2018-11-28 04:00:00
Dawes,Living In The Future,2018-11-28 03:56:00
Caamp,Books,2018-11-28 03:52:00
Emmylou Harris,I Don't Want To Talk About It Now,2018-11-28 03:47:00
Blue Cheer,Summertime Blues,2018-11-28 03:44:00
Houndmouth,On the Road,2018-11-28 03:41:00
Stevie Ray Vaughan,Crossfire,2018-11-28 03:37:00
Hayes Carll,None 'Ya,2018-11-28 03:34:00
Leon Bridges,"If It Feels Good, Then It Must Be",2018-11-28 03:31:00
Joss Stone,Right To Be Wrong,2018-11-28 03:26:00
Paul Simon,The Afterlife,2018-11-28 03:22:00
Borns,"10,000 Emerald Pools",2018-11-28 03:20:00
Boz Scaggs,Breakdown Dead Ahead,2018-11-28 03:16:00
Christine & The Queens,5 Dollars,2018-11-28 03:12:00
Midnight Oil,Kosciusko,2018-11-28 03:07:00
Willie Nelson,Blue Skies,2018-11-28 03:04:00
Cat Power,Woman,2018-11-28 03:00:00
Hoops,Benjals,2018-11-28 02:57:00
Bert Jansch & John Renbourn,Tic-tocative,2018-11-28 00:58:00
