Artist,Title,Air Time
Rational Youth,Saturdays In Selseia,2018-12-05 19:20:00
Schoolly D,Saturday Night,2018-12-05 19:17:00
Van Morrison,Satisfied,2018-12-05 19:11:00
Rickie Lee Jones,Satellites,2018-12-05 19:04:00
The Hooters,Satellite,2018-12-05 19:00:00
Kate Bush,Sat In Your Lap,2018-12-05 18:56:00
They Might Be Giants,Santa's Beard,2018-12-05 18:54:00
Peter Gabriel,San Jacinto,2018-12-05 18:46:00
Neil Young,Sample And Hold,2018-12-05 18:38:00
Anita Baker,Same Ole Love (365 Days Of The Year),2018-12-05 18:33:00
Roxy Music,Same Old Scene,2018-12-05 18:29:00
Television Personalities,Salvador Dali's Garden Party,2018-12-05 18:25:00
Stan Ridgway,Salesman,2018-12-05 18:18:00
Chris DeBurgh,Sailing Away,2018-12-05 18:13:00
The Rolling Stones,Sad Sad Sad,2018-12-05 18:07:00
Camper Van Beethoven,Sad Lovers Waltz,2018-12-05 18:03:00
BMX Bandits,Sad,2018-12-05 18:00:00
Sting,Russians,2018-12-05 17:56:00
The Smiths,Rusholme Ruffians,2018-12-05 17:50:00
Debbie Harry,Rush Rush,2018-12-05 17:46:00
Kate Bush,Running Up That Hill,2018-12-05 17:38:00
U2,Running To Stand Still,2018-12-05 17:34:00
Tom Petty,Runnin' Down A Dream,2018-12-05 17:30:00
XTC,Runaways,2018-12-05 17:25:00
Rosanne Cash,Runaway Train,2018-12-05 17:21:00
Iron Maiden,Run To The Hills,2018-12-05 17:17:00
Slade,Run Runaway,2018-12-05 17:10:00
Iggy Pop,Run Like A Villain,2018-12-05 17:07:00
Dan Fogelberg,Run for the Roses,2018-12-05 17:03:00
The Stray Cats,Rumble In Brighton,2018-12-05 17:00:00
Stevie Ray Vaughan,Rude Mood,2018-12-05 16:55:00
Utfo,"Roxanne, Roxanne",2018-12-05 16:47:00
Ratt,Round and Round,2018-12-05 16:43:00
Dreams So Real,Rough Night In Jericho,2018-12-05 16:36:00
Pete Townshend,Rough Boys,2018-12-05 16:32:00
Joe Walsh,Rosewood Bitters,2018-12-05 16:27:00
Emmylou Harris,Rose Of Cimarron,2018-12-05 16:23:00
Toto,Rosanna,2018-12-05 16:17:00
Alphaville,Romeos,2018-12-05 16:08:00
Lou Reed,Romeo Had Juliet,2018-12-05 16:05:00
Dire Straits,Romeo & Juliet,2018-12-05 15:59:00
Polyrock,Romantic Me,2018-12-05 15:55:00
The Chills,Rolling Moon,2018-12-05 15:52:00
Lucinda Williams,Rolling Along,2018-12-05 15:47:00
Spacemen 3,Rollercoaster,2018-12-05 15:33:00
Steve Winwood,Roll With It,2018-12-05 15:27:00
The Thompson Twins,Roll Over,2018-12-05 15:22:00
Bob Seger,Roll Me Away,2018-12-05 15:18:00
