Artist,Title,Air Time
The Rolling Stones,Dance (pt.1),2016-12-02 23:55:00
Buddy Guy,Damn Right I've Got The Blues,2016-12-02 23:51:00
Gang Of Four,Damaged Goods,2016-12-02 23:46:00
LCD Soundsystem,Daft Punk Is Playing In My House,2016-12-02 23:41:00
Trio,Da Da Da,2016-12-02 23:37:00
David Bowie,D. J.,2016-12-02 23:33:00
Peter Gabriel,D.I.Y.,2016-12-02 23:30:00
Marshall Crenshaw,Cynical Girl,2016-12-02 23:28:00
Pavement,Cut Your Hair,2016-12-02 23:24:00
Average White Band,Cut The Cake,2016-12-02 23:20:00
The Who,Cut My Hair,2016-12-02 23:16:00
Rod Stewart,Cut Across Shorty,2016-12-02 23:10:00
Led Zeppelin,Custard Pie,2016-12-02 23:03:00
Grateful Dead,Cumberland Blues,2016-12-02 23:00:00
Living Colour,Cult Of Personality,2016-12-02 22:55:00
Tommy James & The Shondells,Crystal Blue Persuasion,2016-12-02 22:50:00
TV On The Radio,Crying,2016-12-02 22:46:00
Johnny Cash,"Cry, Cry, Cry",2016-12-02 22:42:00
Nils Lofgren,Cry Tough,2016-12-02 22:37:00
Joe Cocker,Cry Me A River,2016-12-02 22:33:00
John Hiatt,Cry Love,2016-12-02 22:27:00
The Box Tops,Cry Like A Baby,2016-12-02 22:25:00
The Beatles,Cry Baby Cry,2016-12-02 22:22:00
Janis Joplin,Cry Baby,2016-12-02 22:18:00
Garnet Mimms,Cry Baby,2016-12-02 22:14:00
Godley & Creme,Cry,2016-12-02 22:11:00
Dave Matthews Band,Crush,2016-12-02 22:03:00
Nick Lowe,Cruel To Be Kind,2016-12-02 22:00:00
Bananarama,Cruel Summer,2016-12-02 21:56:00
Tori Amos,Crucify,2016-12-02 21:50:00
Jefferson Airplane,Crown Of Creation,2016-12-02 21:47:00
Jimi Hendrix,Crosstown Traffic,2016-12-02 21:44:00
Cream,Crossroads,2016-12-02 21:40:00
Stevie Ray Vaughan,Crossfire,2016-12-02 21:35:00
Jethro Tull,Cross-eyed Mary,2016-12-02 21:30:00
Muddy Waters,Crosseyed Cat,2016-12-02 21:24:00
Talking Heads,Crosseyed And Painless,2016-12-02 21:19:00
John Lennon,Crippled Inside,2016-12-02 21:15:00
Tommy James & The Shondells,Crimson & Clover,2016-12-02 21:09:00
Joan Jett And The Blackhearts,Crimson & Clover,2016-12-02 21:05:00
Fiona Apple,Criminal,2016-12-02 21:00:00
Supertramp,Crime Of The Century,2016-12-02 20:54:00
Norah Jones,Creepin' In,2016-12-02 20:48:00
TLC,Creep,2016-12-02 20:44:00
Radiohead,Creep,2016-12-02 20:40:00
Talking Heads,Creatures Of Love,2016-12-02 20:34:00
The Rolling Stones,Crazy Mama,2016-12-02 20:30:00
