Artist,Title,Air Time
Pacific Gas & Electric,Are You Ready?,2017-11-29 19:06:00
The Chi-Lites,Are You My Woman,2017-11-29 19:03:00
Four Tops,Are You Man Enough,2017-11-29 19:00:00
Gary Numan & Tubeway Army,Are Friends Electric?,2017-11-29 18:54:00
Jethro Tull,Aqualung,2017-11-29 18:47:00
Pete Townshend & Ronnie Lane,April Fool,2017-11-29 18:43:00
George Harrison,Apple Scruffs,2017-11-29 18:39:00
Frank Zappa,Apostrophe,2017-11-29 18:33:00
The Kinks,Apeman,2017-11-29 18:29:00
Mandrill,Ape Is High,2017-11-29 18:24:00
Michael Viner's Incredible Bongo Band,Apache,2017-11-29 18:18:00
Journey,Anytime,2017-11-29 18:14:00
Tom Petty & The Heartbreakers,Anything That's Rock 'N' Roll,2017-11-29 18:08:00
Steely Dan,Any World (That I'm Welcome To),2017-11-29 18:05:00
Greg Kihn,Any Other Woman,2017-11-29 18:01:00
Maria Muldaur,Any Old Time,2017-11-29 17:57:00
Steely Dan,Any Major Dude Will Tell You,2017-11-29 17:50:00
Carly Simon,Anticipation,2017-11-29 17:47:00
Rush,Anthem,2017-11-29 17:42:00
Richard Hell & The Voidoids,Another World,2017-11-29 17:34:00
Stevie Wonder,Another Star,2017-11-29 17:26:00
The Doobie Brothers,"Another Park, Another Sunday",2017-11-29 17:21:00
The Only Ones,"Another Girl, Another Planet",2017-11-29 17:18:00
Paul McCartney & Wings,Another Day,2017-11-29 17:12:00
Pink Floyd,Another Brick In The Wall (Part 2),2017-11-29 17:08:00
John Denver,Annie's Song,2017-11-29 17:05:00
Spirit,Animal Zoo,2017-11-29 17:02:00
Loggins & Messina,Angry Eyes,2017-11-29 16:54:00
Helen Reddy,Angie Baby,2017-11-29 16:49:00
The Rolling Stones,Angie,2017-11-29 16:44:00
Cat Stevens,Angelsea,2017-11-29 16:39:00
Flora Purim,Angels,2017-11-29 16:36:00
John Prine,Angel From Montgomery,2017-11-29 16:33:00
Bonnie Raitt,Angel From Montgomery,2017-11-29 16:29:00
Wizzard,Angel Fingers,2017-11-29 16:24:00
Roxy Music,Angel Eyes,2017-11-29 16:20:00
Jimi Hendrix,Angel,2017-11-29 16:16:00
Aretha Franklin,Angel,2017-11-29 16:08:00
David Bowie,Andy Warhol,2017-11-29 16:04:00
John Cale,Andalucia,2017-11-29 16:00:00
Yes,And You And I,2017-11-29 15:50:00
Van Morrison,And It Stoned Me,2017-11-29 15:44:00
The Sex Pistols,Anarchy In The U.K.,2017-11-29 15:41:00
Henry Cow,Amygdala,2017-11-29 15:34:00
Jerry Reed,Amos Moses,2017-11-29 15:32:00
Elton John,Amoreena,2017-11-29 15:27:00
Pousette-Dart Band,Amnesia,2017-11-29 15:23:00
Pure Prairie League,Amie,2017-11-29 15:19:00
The Guess Who,American Woman,2017-11-29 15:14:00
Paul Simon,American Tune,2017-11-29 15:10:00
Nick Lowe,American Squirm,2017-11-29 15:07:00
Don McLean,American Pie,2017-11-29 14:58:00
Tom Petty & The Heartbreakers,American Girl,2017-11-29 14:54:00
Cashman & West,American City Suite,2017-11-29 14:46:00
Yes,America,2017-11-29 14:35:00
Joni Mitchell,Amelia,2017-11-29 14:28:00
Waylon Jennings,Amanda,2017-11-29 14:25:00
Stiff Little Fingers,Alternative Ulster,2017-11-29 14:22:00
The Eagles,Already Gone,2017-11-29 14:18:00
Gilbert O'Sullivan,"Alone Again, Naturally",2017-11-29 14:14:00
Radio Birdman,Aloha Steve And Danno,2017-11-29 14:09:00
Crosby Stills Nash & Young,Almost Cut My Hair,2017-11-29 14:04:00
Macondo,Almendra,2017-11-29 14:00:00
Ian Hunter,All-American Alien Boy,2017-11-29 13:56:00
Billy Joel,All You Wanna Do Is Dance,2017-11-29 13:52:00
Dead Boys,All This And More,2017-11-29 13:49:00
George Harrison,All Things Must Pass,2017-11-29 13:45:00
Mott The Hoople,All The Young Dudes,2017-11-29 13:42:00
Millie Jackson,All The Way Lover,2017-11-29 13:35:00
Mott The Hoople,All The Way From Memphis,2017-11-29 13:31:00
David Bowie,All The Madmen,2017-11-29 13:25:00
Todd Rundgren,All The Children Sing,2017-11-29 13:21:00
Little Feat,All That You Dream,2017-11-29 13:17:00
Free,All Right Now,2017-11-29 13:12:00
Meatloaf,All Reved Up With No Place To Go,2017-11-29 13:05:00
Led Zeppelin,All My Love,2017-11-29 13:00:00
Uriah Heep,All My Life,2017-11-29 12:57:00
The Cars,All Mixed Up,2017-11-29 12:51:00
Stray,All In Your Mind,2017-11-29 12:42:00
Joni Mitchell,All I Want,2017-11-29 12:37:00
Marianne Faithfull,All I Wanna Do In Life,2017-11-29 12:34:00
Art Garfunkel,All I Know,2017-11-29 12:31:00
Tuff Darts,All For The Love Of Rock & Roll,2017-11-29 12:27:00
The Rolling Stones,All Down The Line,2017-11-29 12:22:00
War,All Day Music,2017-11-29 12:18:00
Budgie,All At Sea,2017-11-29 12:14:00
The Jam,All Around The World,2017-11-29 12:10:00
Bob Dylan And The Band,All Along The Watchtower,2017-11-29 12:06:00
Steeleye Span,Alison Gross,2017-11-29 12:01:00
Elvis Costello,Alison,2017-11-29 11:57:00
20/20,Alien,2017-11-29 11:54:00
Neil Young,Albuquerque,2017-11-29 11:48:00
David Bowie,Aladdin Sane,2017-11-29 11:43:00
Neil Young,Alabama,2017-11-29 11:37:00
Steely Dan,Aja,2017-11-29 11:29:00
The Motors,Airport,2017-11-29 11:25:00
Gary Numan,Airlane,2017-11-29 11:20:00
Brothers Johnson,Ain't We Funkin' Now,2017-11-29 11:14:00
The Allman Brothers,Ain't Wastin' Time No More,2017-11-29 11:11:00
Jerry Butler,Ain't Understanding Mellow,2017-11-29 11:03:00
The Rolling Stones,Ain't Too Proud To Beg,2017-11-29 11:00:00
Isaac Hayes,Ain't That Loving You,2017-11-29 10:55:00
"Johnny ""Guitar"" Watson",Ain't That A Bitch,2017-11-29 10:50:00
Van Halen,Ain't Talkin' 'bout Love,2017-11-29 10:45:00
Dead Boys,Ain't Nothin' To Do,2017-11-29 10:43:00
The J. Geils Band,Ain't Nothin' But A Houseparty,2017-11-29 10:38:00
Rufus,Ain't Nobody,2017-11-29 10:34:00
Four Tops,Ain't No Woman (Like The One I've Got),2017-11-29 10:31:00
Bill Withers,Ain't No Sunshine,2017-11-29 10:29:00
McFadden & Whitehead,Ain't No Stoppin' Us Now,2017-11-29 10:23:00
Diana Ross,Ain't No Mountain High Enough,2017-11-29 10:20:00
"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City,2017-11-29 10:16:00
Grant Green,Ain't It Funky Now,2017-11-29 10:01:00
Taj Mahal,Ain't Gwine Whistle Dixie,2017-11-29 09:52:00
Brick,Ain't Gonna Hurt Nobody,2017-11-29 09:48:00
Starland Vocal Band,Afternoon Delight,2017-11-29 09:44:00
Earth Wind & Fire,After The Love Has Gone,2017-11-29 09:38:00
Neil Young,After The Goldrush,2017-11-29 09:34:00
J. J. Cale,After Midnight,2017-11-29 09:32:00
Eric Clapton,After Midnight,2017-11-29 09:29:00
The A's,After Last Night,2017-11-29 09:24:00
Black Sabbath,After Forever,2017-11-29 09:19:00
Nite-Liters,Afro Strut,2017-11-29 09:14:00
Sly & The Family Stone,Africa Talks To You (The Asphalt Jungle),2017-11-29 09:05:00
The Meters,Africa,2017-11-29 09:01:00
Bruce Springsteen,Adam Raised A Cain,2017-11-29 08:56:00
The Beatles,Across The Universe,2017-11-29 08:53:00
David Bowie,Across The Universe,2017-11-29 08:46:00
Bobby Womack,Across 110th Street,2017-11-29 08:42:00
Led Zeppelin,Achilles Last Stand,2017-11-29 08:30:00
Silverhead,Ace Supreme,2017-11-29 08:27:00
O.V. Wright,Ace Of Spades,2017-11-29 08:25:00
Motorhead,Ace Of Spades,2017-11-29 08:22:00
Elvis Costello,Accidents Will Happen,2017-11-29 08:16:00
Warren Zevon,Accidently Like A Martyr,2017-11-29 08:12:00
The Band,Acadian Driftwood,2017-11-29 08:04:00
Blue Ash,Abracadabra (Have You Seen Her?),2017-11-29 08:01:00
Jackson 5,ABC,2017-11-29 07:57:00
Hall & Oates,Abandoned Luncheonette,2017-11-29 07:53:00
Peter Gabriel,A Wonderfull Day In A One-Way World,2017-11-29 07:47:00
Genesis,A Trick Of The Tail,2017-11-29 07:43:00
Leon Russell,A Song For You,2017-11-29 07:37:00
Donny Hathaway,A Song For You,2017-11-29 07:31:00
Chicago,A Song For Richard And His Friends,2017-11-29 07:25:00
Joan Baez,A Simple Twist Of Fate,2017-11-29 07:18:00
Procol Harum,A Salty Dog,2017-11-29 07:13:00
Fairport Convention,A Sailor's Life,2017-11-29 06:58:00
Weather Report,A Remark You Made,2017-11-29 06:50:00
"Johnny ""Guitar"" Watson",A Real Mother For Ya,2017-11-29 06:45:00
Pablo Cruise,A Place In The Sun,2017-11-29 06:41:00
David Bowie,A New Career In A New Town,2017-11-29 06:36:00
Lou Rawls,A Natural Man,2017-11-29 06:33:00
Neil Young,A Man Needs A Maid,2017-11-29 06:29:00
Mac Davis,A Little Less Conversation,2017-11-29 06:26:00
Poco,A Good Feelin' To Know,2017-11-29 06:23:00
Lou Reed,A Gift,2017-11-29 06:16:00
Todd Rundgren,A Dream Goes On Forever,2017-11-29 06:13:00
Boz Scaggs,A Clue,2017-11-29 06:07:00
Joni Mitchell,A Case Of You,2017-11-29 06:03:00
Steeleye Span,A Calling-On Song,2017-11-29 06:02:00
Los Lobos,"One Time, One Night",2017-11-29 05:55:00
The Sundays,Here's Where The Story Ends,2017-11-29 05:51:00
Paul Simon,The Obvious Child,2017-11-29 05:43:00
The Gourds,Hooky Junk,2017-11-29 05:38:00
First Aid Kit,It's A Shame,2017-11-29 05:34:00
John Mayer,Shadow Days,2017-11-29 05:30:00
Wilco,The Joke Explained,2017-11-29 05:27:00
Brandi Carlile,The Joke,2017-11-29 05:23:00
Radiohead,Lotus Flower,2017-11-29 05:19:00
The National,The System Only Dreams In Total Darkness,2017-11-29 05:15:00
Tori Amos,Up the Creek,2017-11-29 05:12:00
Paula Cole,Where Have All The Cowboys Gone,2017-11-29 05:07:00
Neil Young,Vampire Blues,2017-11-29 05:03:00
Jason Isbell & The 400 Unit,If We Were Vampires,2017-11-29 05:00:00
John Mayall,California,2017-11-29 04:50:00
JD McPherson,Lucky Penny,2017-11-29 04:47:00
Chicano Batman,Friendship (Is A Small Boat In A Storm),2017-11-29 04:43:00
Bram Tchaikovsky,Girl Of My Dreams,2017-11-29 04:39:00
The Cure,Fascination Street,2017-11-29 04:34:00
The War On Drugs,Pain,2017-11-29 04:29:00
Robert Plant,Bones of Saints,2017-11-29 04:25:00
Electric Light Orchestra,Do Ya,2017-11-29 04:22:00
Sharon Jones And The Dap-Kings,Matter Of Time,2017-11-29 04:18:00
Corinne Bailey Rae,Put Your Records On,2017-11-29 04:15:00
Mt. Joy,Silver Lining,2017-11-29 04:12:00
U2,You're the Best Thing About Me,2017-11-29 04:07:00
The Smiths,There Is A Light That Never Goes Out,2017-11-29 04:03:00
Waxahatchee,Silver,2017-11-29 04:00:00
Neil Young,The Loner,2017-11-29 03:56:00
Queens Of The Stone Age,The Way You Used To Do,2017-11-29 03:52:00
Lukas Nelson & Promise of the Real,Fool Me Once,2017-11-29 03:49:00
Randy Newman,Little Criminals,2017-11-29 03:46:00
Lucinda Williams,Get Right With God (remix),2017-11-29 03:42:00
Hiss Golden Messenger,Domino (Time Will Tell),2017-11-29 03:39:00
Dan Auerbach,Stand By My Girl,2017-11-29 03:34:00
Spoon,Anything You Want,2017-11-29 03:32:00
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,2017-11-29 03:27:00
Mayer Hawthorne,The Walk,2017-11-29 03:23:00
George Harrison,Isn't It A Pity,2017-11-29 03:16:00
Dhani Harrison,All About Waiting,2017-11-29 03:12:00
Margo Price,A Little Pain,2017-11-29 03:08:00
The Staple Singers,If You're Ready (Come Go With Me),2017-11-29 03:04:00
Michael Kiwanuka,Tell Me A Tale,2017-11-29 03:00:00
Kenny Gamble & The Romeos,Ain't It Baby,2017-11-29 02:57:00
M83,Ludivine,2017-11-29 00:58:00
