Artist,Title,Air Time
Carsie Blanton,Hot Night,2020-12-14 13:04:00
Steppenwolf,Magic Carpet Ride,2020-12-14 13:00:00
Bonnie Raitt,Love Has No Pride,2020-12-14 12:55:00
Linda Ronstadt,Blue Bayou,2020-12-14 12:49:00
Looking Glass,Brandy (You're A Fine Girl),2020-12-14 12:46:00
Madonna,Like A Prayer,2020-12-14 12:38:00
The Allman Brothers,One Way Out,2020-12-14 12:33:00
Arcade Fire,Rebellion (Lies),2020-12-14 12:28:00
LCD Soundsystem,Dance Yrself Clean,2020-12-14 12:17:00
The Velvet Underground,Rock & Roll,2020-12-14 12:13:00
The Beach Boys,California Girls,2020-12-14 12:10:00
Bob Marley & The Wailers,Buffalo Soldier,2020-12-14 12:04:00
Bruce Springsteen,Streets Of Philadelphia,2020-12-14 12:00:00
Elton John,Don't Let The Sun Go Down On Me,2020-12-14 11:54:00
Genesis,Ripples,2020-12-14 11:44:00
Joni Mitchell,Song for Sharon,2020-12-14 11:34:00
Neil Young,Everybody Knows This Is Nowhere,2020-12-14 11:31:00
Joni Mitchell,All I Want,2020-12-14 11:27:00
The Rolling Stones,Time Waits For No One,2020-12-14 11:18:00
Santana,Soul Sacrifice,2020-12-14 11:12:00
The Shirelles,Will You Still Love Me Tomorrow,2020-12-14 11:07:00
Stevie Wonder,My Cherie Amour,2020-12-14 11:04:00
Grateful Dead,Fire On The Mountain,2020-12-14 11:00:00
Joni Mitchell,Amelia,2020-12-14 10:53:00
The O'Jays,Love Train,2020-12-14 10:48:00
Radiohead,Everything In Its Right Place,2020-12-14 10:44:00
Band Of Horses,The Funeral,2020-12-14 10:37:00
Adele,Someone Like You,2020-12-14 10:33:00
Lynyrd Skynyrd,Sweet Home Alabama,2020-12-14 10:26:00
Phosphorescent,Song for Zula,2020-12-14 10:20:00
Iggy Pop,Lust For Life,2020-12-14 10:15:00
Oasis,Wonderwall,2020-12-14 10:10:00
The Pretenders,Brass In Pocket,2020-12-14 10:05:00
Amy Winehouse,Love Is A Losing Game,2020-12-14 10:03:00
Fleetwood Mac,Never Going Back Again,2020-12-14 10:01:00
Grateful Dead,Dark Star,2020-12-14 09:37:00
INXS,Don't Change,2020-12-14 09:32:00
Jackson 5,I Want You Back,2020-12-14 09:29:00
The Pogues,If I Should Fall From Grace With God,2020-12-14 09:25:00
Stevie Wonder,I Was Made To Love Her,2020-12-14 09:23:00
Sufjan Stevens,Casimir Pulaski Day,2020-12-14 09:16:00
Taylor Swift,All Too Well,2020-12-14 09:11:00
The Temptations,Ain't Too Proud To Beg,2020-12-14 09:07:00
Van Morrison,Have I Told You Lately,2020-12-14 09:03:00
Adele,Set Fire to the Rain,2020-12-14 08:58:00
Bob Marley & The Wailers,Jamming,2020-12-14 08:55:00
Stevie Wonder,Isn't She Lovely,2020-12-14 08:46:00
The Philadelphia Orchestra,Clair De Lune,2020-12-14 08:41:00
Dire Straits,Walk Of Life,2020-12-14 08:34:00
Jimi Hendrix,Star Spangled Banner,2020-12-14 08:30:00
k. d. lang,Hallelujah,2020-12-14 08:25:00
Led Zeppelin,Rock And Roll,2020-12-14 08:21:00
Steely Dan,Peg,2020-12-14 08:15:00
Pearl Jam,Jeremy,2020-12-14 08:10:00
Buddy Holly,That'll Be The Day,2020-12-14 08:04:00
Steve Goodman,City Of New Orleans,2020-12-14 08:00:00
The Romantics,What I Like About You,2020-12-14 07:57:00
John Lennon,Love,2020-12-14 07:54:00
The Kinks,Days,2020-12-14 07:48:00
Santana,Black Magic Woman/Gypsy Queen,2020-12-14 07:42:00
Bob Marley & The Wailers,Exodus,2020-12-14 07:34:00
The Chambers Brothers,Time Has Come Today,2020-12-14 07:22:00
The Church,Under The Milky Way,2020-12-14 07:14:00
Florence And The Machine,Dog Days Are Over,2020-12-14 07:10:00
Lizzo,Juice,2020-12-14 07:05:00
Prince,Little Red Corvette,2020-12-14 07:00:00
The Allman Brothers Band,Soulshine,2020-12-14 06:53:00
Arcade Fire,The Suburbs,2020-12-14 06:45:00
The Avett Brothers,No Hard Feelings,2020-12-14 06:40:00
The Black Keys,Gold On The Ceiling,2020-12-14 06:34:00
Bob Dylan,Idiot Wind,2020-12-14 06:27:00
Elton John,Amoreena,2020-12-14 06:17:00
Elvis Costello,Pump It Up,2020-12-14 06:14:00
Jimmy Cliff,Many Rivers To Cross,2020-12-14 06:11:00
Ten Years After,I'd Love To Change The World,2020-12-14 06:05:00
Van Morrison,And It Stoned Me,2020-12-14 06:00:00
Whitney Houston,I Will Always Love You,2020-12-14 05:55:00
Earth Wind & Fire,Shining Star,2020-12-14 05:52:00
Big Country,In A Big Country,2020-12-14 05:47:00
Tom Petty & The Heartbreakers,Here Comes My Girl,2020-12-14 05:43:00
Black Pumas,Colors,2020-12-14 05:39:00
John Hiatt,Have A Little Faith In Me,2020-12-14 05:35:00
Rush,Working Man,2020-12-14 05:27:00
James Taylor,You've Got A Friend,2020-12-14 05:22:00
The Beatles,She Said She Said,2020-12-14 05:20:00
Oasis,Live Forever,2020-12-14 05:15:00
Todd Rundgren,Can We Still Be Friends,2020-12-14 05:11:00
Creedence Clearwater Revival,Proud Mary,2020-12-14 05:07:00
The Beatles,Get Back,2020-12-14 05:05:00
Stevie Wonder,Golden Lady,2020-12-14 05:00:00
Alejandro Escovedo,Always A Friend,2020-12-14 04:56:00
Iris Dement,Our Town,2020-12-14 04:51:00
Dolly Parton,I Will Always Love You,2020-12-14 04:48:00
Otis Redding,I've Been Loving You Too Long,2020-12-14 04:45:00
Cat Stevens,Wild World,2020-12-14 04:41:00
The Decemberists,The Crane Wife 3,2020-12-14 04:37:00
Gladys Knight & the Pips,Midnight Train To Georgia,2020-12-14 04:32:00
Bob Dylan,Simple Twist Of Fate,2020-12-14 04:28:00
Carly Simon,You're So Vain,2020-12-14 04:24:00
David Bowie,Let's Dance,2020-12-14 04:16:00
Chic,Good Times,2020-12-14 04:06:00
David Bromberg,Sharon,2020-12-14 04:00:00
The Eagles,Already Gone,2020-12-14 03:55:00
George Harrison,Give Me Love,2020-12-14 03:52:00
Heart,Barracuda,2020-12-14 03:46:00
Joe Jackson,Is She Really Going Out With Him,2020-12-14 03:43:00
Lou Reed,Satellite Of Love,2020-12-14 03:39:00
Tom Petty & The Heartbreakers,Refugee,2020-12-14 03:36:00
Pearl Jam,Better Man,2020-12-14 03:32:00
Tom Tom Club,Genius Of Love,2020-12-14 03:27:00
Violent Femmes,Blister In The Sun,2020-12-14 03:24:00
Grateful Dead,Wharf Rat,2020-12-14 03:16:00
Grateful Dead,Althea,2020-12-14 03:09:00
The Black Crowes,She Talks To Angels,2020-12-14 03:03:00
Dion,Runaround Sue,2020-12-14 03:00:00
James Brown,"It's A Man's, Man's, Man's World",2020-12-14 02:57:00
The Doors,When The Music's Over,2020-12-14 02:46:00
Renaissance,Mother Russia,2020-12-14 02:36:00
Pete Seeger,We Shall Overcome,2020-12-14 02:31:00
The Police,Every Breath You Take,2020-12-14 02:26:00
Bee Gees,How Deep Is Your Love,2020-12-14 02:22:00
The Modern Lovers,Roadrunner,2020-12-14 02:18:00
Dar Williams,When I Was A Boy,2020-12-14 02:13:00
Genesis,I Know What I Like,2020-12-14 02:09:00
George Clinton,Atomic Dog,2020-12-14 02:04:00
Jason Isbell & The 400 Unit,Dreamsicle,2020-12-14 02:00:00
Queen,We Will Rock You,2020-12-14 01:58:00
Bee Gees,To Love Somebody,2020-12-14 01:54:00
Bob Dylan,Lay Lady Lay,2020-12-14 01:51:00
Dire Straits,Telegraph Road,2020-12-14 01:36:00
Fela Kuti,Water No Get No Enemy (edit),2020-12-14 01:27:00
Genesis,Dancing With The Moonlight Knight,2020-12-14 01:19:00
Holmes Brothers,"We Meet, We Part, We Remember",2020-12-14 01:15:00
Oasis,Champagne Supernova,2020-12-14 01:07:00
Drive-By Truckers,What It Means,2020-12-14 01:00:00
Ray Charles,Hit The Road Jack,2020-12-14 00:58:00
Elton John,Someone Saved My Life Tonight,2020-12-14 00:50:00
Hozier,Take Me To Church,2020-12-14 00:46:00
Lauryn Hill,Everything Is Everything,2020-12-14 00:41:00
R. E. M.,Everybody Hurts,2020-12-14 00:36:00
Richard Harris,MacArthur Park,2020-12-14 00:28:00
Bob Dylan,Every Grain of Sand,2020-12-14 00:22:00
Five For Fighting,100 Years,2020-12-14 00:18:00
David Bowie,Five Years,2020-12-14 00:13:00
The Police,Roxanne,2020-12-14 00:09:00
The Eagles,"Peaceful, Easy Feeling",2020-12-14 00:04:00
John Mayer,Gravity,2020-12-14 00:00:00
